strategy,model_name,target,fold,n_test,rmse
LOSO,ERT,T_C,7,10,78.45051518845072
LOSO,ERT,T_C,8,23,88.5006140975992
LOSO,ERT,T_C,9,4,64.31035155274938
LOSO,ERT,T_C,10,3,178.4647490869462
LOSO,ERT,T_C,11,4,67.4166151627327
LOSO,ERT,T_C,12,13,77.34339015067803
LOSO,ERT,T_C,13,9,21.032382440206604
LOSO,ERT,T_C,14,6,18.484227510682363
LOSO,ERT,T_C,15,1,325.0
LOSO,ERT,T_C,16,1,64.33333333333326
LOSO,ERT,T_C,17,7,92.64313250317046
LOSO,ERT,T_C,18,4,7.211102550927978
LOSO,ERT,T_C,19,1,100.0
LOSO,ERT,T_C,20,3,23.240600925150954
LOSO,ERT,T_C,21,23,63.47074385956853
LOSO,ERT,T_C,22,12,21.217131442932306
LOSO,ERT,T_C,23,9,79.24084244321934
LOSO,ERT,T_C,24,8,34.429275333645926
LOSO,ERT,T_C,25,9,36.37497613592192
LOSO,ERT,T_C,26,3,52.04164998665332
LOSO,ERT,T_C,27,2,39.75550276376844
LOSO,ERT,T_C,28,3,17.86523626114882
LOSO,ERT,T_C,29,3,69.10137480542626
LOSO,ERT,T_C,30,1,55.0
LOSO,ERT,T_C,31,21,86.98802599591893
LOSO,ERT,T_C,32,7,73.79992257061366
LOSO,ERT,T_C,33,1,290.0
LOSO,ERT,T_C,34,2,22.638462845343543
LOSO,ERT,T_C,35,7,49.19977587782865
LOSO,ERT,T_C,36,2,5.419666139633373
LOSO,ERT,T_C,37,5,62.489999199871974
LOSO,ERT,T_C,38,3,54.59909761802224
LOSO,ERT,T_C,39,16,39.48199747986416
LOSO,ERT,T_C,40,1,165.0
LOSO,ERT,T_C,41,2,97.75414457231514
LOSO,ERT,T_C,42,1,40.0
LOSO,ERT,T_C,43,6,52.68934111057631
LOSO,ERT,T_C,44,17,32.535952964284256
LOSO,ERT,T_C,45,6,29.891470355270247
LOSO,ERT,T_C,46,10,18.096961070853858
LOSO,ERT,T_C,47,1,28.0
LOSO,ERT,T_C,48,1,39.0
LOSO,ERT,T_C,49,5,108.57924813241249
LOSO,ERT,T_C,50,5,52.858774106102764
LOSO,ERT,T_C,51,10,66.63407536688717
LOSO,ERT,T_C,52,1,70.0
LOSO,ERT,T_C,53,7,50.005713959220984
LOSO,ERT,T_C,54,2,36.9120576505835
LOSO,ERT,T_C,55,1,100.0
LOSO,ERT,T_C,56,3,106.78014796768171
LOSO,ERT,T_C,57,3,105.16851556747707
LOSO,ERT,T_C,58,6,40.135707294129006
LOSO,ERT,T_C,59,6,99.31012033020602
LOSO,ERT,T_C,60,19,24.215011332279474
LOSO,ERT,T_C,61,2,41.23105625617661
LOSO,ERT,T_C,62,17,99.53073719740462
LOSO,ERT,T_C,63,3,205.0042682482489
LOSO,ERT,T_C,64,16,73.96660751837804
LOSO,ERT,T_C,65,1,49.23076923076928
LOSO,ERT,T_C,66,3,98.76909098160888
LOSO,ERT,T_C,67,11,75.66372975210778
LOSO,ERT,T_C,68,14,39.841700655357464
LOSO,ERT,T_C,69,1,28.85714285714289
LOSO,ERT,T_C,70,10,29.536418198556166
LOSO,ERT,T_C,71,17,35.06718574878613
LOSO,ERT,T_C,72,5,149.17322145747207
LOSO,ERT,T_C,73,10,61.54997969130453
LOSO,ERT,T_C,74,1,248.44444444444434
LOSO,ERT,T_C,75,1,60.0
LOSO,ERT,T_C,76,12,21.99431744792277
LOSO,ERT,T_C,77,6,46.98403984333403
LOSO,ERT,T_C,78,1,10.0
LOSO,ERT,T_C,79,1,70.0
LOSO,ERT,T_C,80,3,60.404194114868105
LOSO,ERT,T_C,81,6,89.58236433584459
LOSO,ERT,T_C,82,2,82.84020762890445
LOSO,ERT,T_C,83,10,70.94670887363274
LOSO,ERT,T_C,84,1,28.0
LOSO,ERT,T_C,85,5,71.62401831787993
LOSO,ERT,T_C,86,2,57.363969527918826
LOSO,ERT,T_C,87,2,290.31299111906793
LOSO,ERT,T_C,88,6,114.97028601628625
LOSO,ERT,T_C,89,8,35.22250700901343
LOSO,ERT,T_C,90,8,239.56216573156956
LOSO,ERT,T_C,91,5,125.08499332675984
LOSO,ERT,T_C,92,4,18.91428031937774
LOSO,ERT,P_kbar,0,4,28.783974783183425
LOSO,ERT,P_kbar,1,1,0.6890022102622302
LOSO,ERT,P_kbar,2,4,0.6304148914963712
LOSO,ERT,P_kbar,3,4,3.875060009594148
LOSO,ERT,P_kbar,4,34,9.770317914065037
LOSO,ERT,P_kbar,5,3,0.9055514005862914
LOSO,ERT,P_kbar,6,17,3.2718054819199462
LOSO,ERT,P_kbar,7,10,4.862668466105693
LOSO,ERT,P_kbar,8,23,11.048292168513271
LOSO,ERT,P_kbar,9,4,3.6883874413214204
LOSO,ERT,P_kbar,10,3,16.831518083642962
LOSO,ERT,P_kbar,11,4,9.122319056306084
LOSO,ERT,P_kbar,12,13,3.0459445105216503
LOSO,ERT,P_kbar,13,9,4.539606230841442
LOSO,ERT,P_kbar,14,6,3.2843623039177627
LOSO,ERT,P_kbar,15,1,8.36249999701975
LOSO,ERT,P_kbar,16,1,2.000000476837
LOSO,ERT,P_kbar,17,7,2.947881636531541
LOSO,ERT,P_kbar,18,4,3.178762204882139
LOSO,ERT,P_kbar,19,1,11.549999713898
LOSO,ERT,P_kbar,20,3,3.4353549243503747
LOSO,ERT,P_kbar,21,23,3.7450226042189727
LOSO,ERT,P_kbar,22,12,1.0103629710818451
LOSO,ERT,P_kbar,23,9,1.2009384575833137
LOSO,ERT,P_kbar,24,8,1.6503741855789276
LOSO,ERT,P_kbar,25,9,2.432173509135094
LOSO,ERT,P_kbar,26,3,5.7260545457405
LOSO,ERT,P_kbar,27,2,0.0
LOSO,ERT,P_kbar,28,3,8.619230570689869
LOSO,ERT,P_kbar,29,3,1.6583124271270875
LOSO,ERT,P_kbar,30,1,0.41666668653475014
LOSO,ERT,P_kbar,31,21,2.7078914907580303
LOSO,ERT,P_kbar,32,7,0.5178255000332836
LOSO,ERT,P_kbar,33,1,2.5999996115765285
LOSO,ERT,P_kbar,34,2,1.5934435952579866
LOSO,ERT,P_kbar,35,7,2.5787746994634118
LOSO,ERT,P_kbar,36,2,3.4693905015846185
LOSO,ERT,P_kbar,37,5,4.7633221338232286
LOSO,ERT,P_kbar,38,3,3.4643510401380637
LOSO,ERT,P_kbar,39,16,2.6699197895973272
LOSO,ERT,P_kbar,40,1,13.3499994874002
LOSO,ERT,P_kbar,41,2,3.9879865098814613
LOSO,ERT,P_kbar,42,1,1.8333333333333357
LOSO,ERT,P_kbar,43,6,1.4617023373686076
LOSO,ERT,P_kbar,44,17,1.746579912007332
LOSO,ERT,P_kbar,45,6,2.121921938648756
LOSO,ERT,P_kbar,46,10,0.5493385937295888
LOSO,ERT,P_kbar,47,1,11.990000476837
LOSO,ERT,P_kbar,48,1,4.166666666666666
LOSO,ERT,P_kbar,49,5,9.575885489941475
LOSO,ERT,P_kbar,50,5,0.2981422548347439
LOSO,ERT,P_kbar,51,10,6.328056109418574
LOSO,ERT,P_kbar,52,1,10.699000127181927
LOSO,ERT,P_kbar,53,7,1.6730993417180584
LOSO,ERT,P_kbar,54,2,0.9428091539736217
LOSO,ERT,P_kbar,55,1,3.499999761581499
LOSO,ERT,P_kbar,56,3,5.198033858512471
LOSO,ERT,P_kbar,57,3,6.3881038764566
LOSO,ERT,P_kbar,58,6,5.79647328601007
LOSO,ERT,P_kbar,59,6,6.39646614632166
LOSO,ERT,P_kbar,60,19,4.060952634198276
LOSO,ERT,P_kbar,61,2,1.8340348801241135
LOSO,ERT,P_kbar,62,17,6.31261247588396
LOSO,ERT,P_kbar,63,3,1.9619981038789054
LOSO,ERT,P_kbar,64,16,2.921244360617875
LOSO,ERT,P_kbar,65,1,4.630615386150675
LOSO,ERT,P_kbar,66,3,5.509042640552605
LOSO,ERT,P_kbar,67,11,1.9444624597865383
LOSO,ERT,P_kbar,68,14,2.255092492034085
LOSO,ERT,P_kbar,69,1,21.59276418061275
LOSO,ERT,P_kbar,70,10,0.45809479711083273
LOSO,ERT,P_kbar,71,17,5.081274925429227
LOSO,ERT,P_kbar,72,5,11.451649467075724
LOSO,ERT,P_kbar,73,10,4.056544985475566
LOSO,ERT,P_kbar,74,1,3.644139661278281
LOSO,ERT,P_kbar,75,1,9.999500000000001
LOSO,ERT,P_kbar,76,12,2.336637251238024
LOSO,ERT,P_kbar,77,6,1.9819437686454784
LOSO,ERT,P_kbar,78,1,8.612749967724099
LOSO,ERT,P_kbar,79,1,2.000000476837
LOSO,ERT,P_kbar,80,3,2.857738203581446
LOSO,ERT,P_kbar,81,6,4.254268000542984
LOSO,ERT,P_kbar,82,2,7.67307282159054
LOSO,ERT,P_kbar,83,10,2.5447447923390114
LOSO,ERT,P_kbar,84,1,1.4183749947583317
LOSO,ERT,P_kbar,85,5,1.788854801726033
LOSO,ERT,P_kbar,86,2,5.375161833384723
LOSO,ERT,P_kbar,87,2,4.458615832005748
LOSO,ERT,P_kbar,88,6,19.91230777089736
LOSO,ERT,P_kbar,89,8,4.698782264012244
LOSO,ERT,P_kbar,90,8,2.5248762345905194
LOSO,ERT,P_kbar,91,5,11.590732750798061
LOSO,ERT,P_kbar,92,4,0.0
LOSO,XGB,T_C,0,4,214.22469926180474
LOSO,XGB,T_C,1,1,14.5115966796875
LOSO,XGB,T_C,2,4,161.76975471936296
LOSO,XGB,T_C,3,4,96.18401187339157
LOSO,XGB,T_C,4,34,18.675607550962564
LOSO,XGB,T_C,5,3,23.710870259214246
LOSO,XGB,T_C,6,17,81.29799130336407
LOSO,XGB,T_C,7,10,63.17699425313012
LOSO,XGB,T_C,8,23,66.07639255036757
LOSO,XGB,T_C,9,4,96.0102782498272
LOSO,XGB,T_C,10,3,155.92763869274944
LOSO,XGB,T_C,11,4,85.09222164904361
LOSO,XGB,T_C,12,13,86.90815824296261
LOSO,XGB,T_C,13,9,25.880217240849518
LOSO,XGB,T_C,14,6,34.208737774895816
LOSO,XGB,T_C,15,1,306.340576171875
LOSO,XGB,T_C,16,1,2.861572265625
LOSO,XGB,T_C,17,7,77.83686834639589
LOSO,XGB,T_C,18,4,30.90549970365545
LOSO,XGB,T_C,19,1,31.4693603515625
LOSO,XGB,T_C,20,3,32.168044888143825
LOSO,XGB,T_C,21,23,73.50487434791093
LOSO,XGB,T_C,22,12,24.322862011230676
LOSO,XGB,T_C,23,9,82.33386878895324
LOSO,XGB,T_C,24,8,35.46135442635322
LOSO,XGB,T_C,25,9,33.267767257196105
LOSO,XGB,T_C,26,3,50.693345832957625
LOSO,XGB,T_C,27,2,64.23081334223532
LOSO,XGB,T_C,28,3,41.76810191606988
LOSO,XGB,T_C,29,3,60.109034439466114
LOSO,XGB,T_C,30,1,54.4024658203125
LOSO,XGB,T_C,31,21,70.35170755709034
LOSO,XGB,T_C,32,7,202.29606276979285
LOSO,XGB,T_C,33,1,315.6453857421875
LOSO,XGB,T_C,34,2,112.52868912190165
LOSO,XGB,T_C,35,7,58.286041582349526
LOSO,XGB,T_C,36,2,23.112939367881342
LOSO,XGB,T_C,37,5,64.08827033923389
LOSO,XGB,T_C,38,3,71.11654565469331
LOSO,XGB,T_C,39,16,41.379435374576104
LOSO,XGB,T_C,40,1,199.41845703125
LOSO,XGB,T_C,41,2,124.31130401548211
LOSO,XGB,T_C,42,1,5.5537109375
LOSO,XGB,T_C,43,6,40.02729637601959
LOSO,XGB,T_C,44,17,29.966263927242377
LOSO,XGB,T_C,45,6,32.35101837187161
LOSO,XGB,T_C,46,10,42.79090596240309
LOSO,XGB,T_C,47,1,18.802978515625
LOSO,XGB,T_C,48,1,19.4423828125
LOSO,XGB,T_C,49,5,101.22123939483248
LOSO,XGB,T_C,50,5,57.75252710279269
LOSO,XGB,T_C,51,10,67.80931997376732
LOSO,XGB,T_C,52,1,35.0537109375
LOSO,XGB,T_C,53,7,45.83171002118939
LOSO,XGB,T_C,54,2,24.16359767118321
LOSO,XGB,T_C,55,1,106.270263671875
LOSO,XGB,T_C,56,3,69.80898198344121
LOSO,XGB,T_C,57,3,106.11091933865379
LOSO,XGB,T_C,58,6,42.24518084334796
LOSO,XGB,T_C,59,6,104.80913424964163
LOSO,XGB,T_C,60,19,21.26152975519477
LOSO,XGB,T_C,61,2,30.451700494330158
LOSO,XGB,T_C,62,17,112.78415266241353
LOSO,XGB,T_C,63,3,187.8223497181408
LOSO,XGB,T_C,64,16,154.80804489032795
LOSO,XGB,T_C,65,1,64.20098407451928
LOSO,XGB,T_C,66,3,117.75586393157569
LOSO,XGB,T_C,67,11,69.8635651458212
LOSO,XGB,T_C,68,14,49.54769356042795
LOSO,XGB,T_C,69,1,33.0087890625
LOSO,XGB,T_C,70,10,21.49537217258152
LOSO,XGB,T_C,71,17,47.35531970240535
LOSO,XGB,T_C,72,5,126.40068211204972
LOSO,XGB,T_C,73,10,89.92657009056487
LOSO,XGB,T_C,74,1,217.9170396592881
LOSO,XGB,T_C,75,1,46.0408935546875
LOSO,XGB,T_C,76,12,48.95237356632059
LOSO,XGB,T_C,77,6,51.29422917333632
LOSO,XGB,T_C,78,1,53.41644287109375
LOSO,XGB,T_C,79,1,100.6976318359375
LOSO,XGB,T_C,80,3,85.65559332892897
LOSO,XGB,T_C,81,6,50.90671981508277
LOSO,XGB,T_C,82,2,81.15775438291652
LOSO,XGB,T_C,83,10,55.32227016230444
LOSO,XGB,T_C,84,1,84.0164794921875
LOSO,XGB,T_C,85,5,86.62436935247193
LOSO,XGB,T_C,86,2,32.357480298278126
LOSO,XGB,T_C,87,2,274.5383610855392
LOSO,XGB,T_C,88,6,83.26653857652197
LOSO,XGB,T_C,89,8,32.262914903657084
LOSO,XGB,T_C,90,8,233.7552262620692
LOSO,XGB,T_C,91,5,128.56706342299344
LOSO,XGB,T_C,92,4,9.44743987331458
LOSO,XGB,P_kbar,0,4,19.715866797912934
LOSO,XGB,P_kbar,1,1,2.0618509521736996
LOSO,XGB,P_kbar,2,4,1.8166252860234358
LOSO,XGB,P_kbar,3,4,5.593350573104037
LOSO,XGB,P_kbar,4,34,7.335696278960046
LOSO,XGB,P_kbar,5,3,1.7594900231118082
LOSO,XGB,P_kbar,6,17,1.6178011021196261
LOSO,XGB,P_kbar,7,10,5.044747537286656
LOSO,XGB,P_kbar,8,23,9.973318397603974
LOSO,XGB,P_kbar,9,4,3.664921358643644
LOSO,XGB,P_kbar,10,3,10.897420301533979
LOSO,XGB,P_kbar,11,4,8.8081456350376
LOSO,XGB,P_kbar,12,13,2.7165843315632796
LOSO,XGB,P_kbar,13,9,4.9244021157995554
LOSO,XGB,P_kbar,14,6,4.542369107596283
LOSO,XGB,P_kbar,15,1,5.1638994216918945
LOSO,XGB,P_kbar,16,1,0.6290383338926642
LOSO,XGB,P_kbar,17,7,2.270328317876267
LOSO,XGB,P_kbar,18,4,2.719884592359465
LOSO,XGB,P_kbar,19,1,9.153771877288978
LOSO,XGB,P_kbar,20,3,4.403487598639516
LOSO,XGB,P_kbar,21,23,9.326005436075217
LOSO,XGB,P_kbar,22,12,2.663697149493452
LOSO,XGB,P_kbar,23,9,1.8394713898405335
LOSO,XGB,P_kbar,24,8,1.228515912694384
LOSO,XGB,P_kbar,25,9,1.3964055918515794
LOSO,XGB,P_kbar,26,3,5.142265680305956
LOSO,XGB,P_kbar,27,2,0.9393182402375967
LOSO,XGB,P_kbar,28,3,5.864068045037899
LOSO,XGB,P_kbar,29,3,2.1488991140355567
LOSO,XGB,P_kbar,30,1,0.34461307525634766
LOSO,XGB,P_kbar,31,21,2.0902300472258712
LOSO,XGB,P_kbar,32,7,1.9625745998273685
LOSO,XGB,P_kbar,33,1,3.1064258664846403
LOSO,XGB,P_kbar,34,2,4.62172456474886
LOSO,XGB,P_kbar,35,7,2.4400621984908284
LOSO,XGB,P_kbar,36,2,2.0108837579001446
LOSO,XGB,P_kbar,37,5,4.77824144545376
LOSO,XGB,P_kbar,38,3,3.468813478475523
LOSO,XGB,P_kbar,39,16,2.1767249671886035
LOSO,XGB,P_kbar,40,1,13.110358715057533
LOSO,XGB,P_kbar,41,2,3.909827046459151
LOSO,XGB,P_kbar,42,1,8.50632095336914
LOSO,XGB,P_kbar,43,6,1.4948692459098818
LOSO,XGB,P_kbar,44,17,2.146935119975076
LOSO,XGB,P_kbar,45,6,1.9770947864609698
LOSO,XGB,P_kbar,46,10,2.4669193478083966
LOSO,XGB,P_kbar,47,1,8.67319320678711
LOSO,XGB,P_kbar,48,1,2.359140396118164
LOSO,XGB,P_kbar,49,5,5.998814350837575
LOSO,XGB,P_kbar,50,5,1.709942564658954
LOSO,XGB,P_kbar,51,10,5.619404629566517
LOSO,XGB,P_kbar,52,1,6.515499996210565
LOSO,XGB,P_kbar,53,7,3.743164248009868
LOSO,XGB,P_kbar,54,2,3.5919329392508272
LOSO,XGB,P_kbar,55,1,5.393583297729492
LOSO,XGB,P_kbar,56,3,5.034373358152518
LOSO,XGB,P_kbar,57,3,6.186463002127085
LOSO,XGB,P_kbar,58,6,3.8380579970478803
LOSO,XGB,P_kbar,59,6,7.24513964830425
LOSO,XGB,P_kbar,60,19,3.9623377793230286
LOSO,XGB,P_kbar,61,2,0.6603956096553452
LOSO,XGB,P_kbar,62,17,4.235592232432506
LOSO,XGB,P_kbar,63,3,2.209937062763964
LOSO,XGB,P_kbar,64,16,3.3538355380082483
LOSO,XGB,P_kbar,65,1,5.890857848308878
LOSO,XGB,P_kbar,66,3,4.005363328625321
LOSO,XGB,P_kbar,67,11,1.9840915335847786
LOSO,XGB,P_kbar,68,14,2.4864832479657135
LOSO,XGB,P_kbar,69,1,23.802865505218506
LOSO,XGB,P_kbar,70,10,1.352880341921645
LOSO,XGB,P_kbar,71,17,5.458282253069771
LOSO,XGB,P_kbar,72,5,7.032827282131632
LOSO,XGB,P_kbar,73,10,2.8887307558891355
LOSO,XGB,P_kbar,74,1,3.5165097197956463
LOSO,XGB,P_kbar,75,1,0.2888927459716797
LOSO,XGB,P_kbar,76,12,2.240881745308249
LOSO,XGB,P_kbar,77,6,2.512197789216451
LOSO,XGB,P_kbar,78,1,7.596474885940552
LOSO,XGB,P_kbar,79,1,1.4530096054077148
LOSO,XGB,P_kbar,80,3,4.240585555866822
LOSO,XGB,P_kbar,81,6,4.574681630131283
