perturbation,regime,n,edges,a,b,pre_rmse,pre_lo,pre_hi,post_rmse,post_lo,post_hi,delta_rmse,pipeline,track,target,model,feature_set,seed,ships,overall_delta,max_regime_degradation
inner_m1,deeper_mantle,142,"[0.0, 4.0, 14.0, 29.0, 100.0]",0.82613267316707,341.2685762213109,188.17289928370465,161.13360721087602,213.30416975773886,192.0435026405332,167.4981187222646,215.55499496462843,-3.8706033568285534,cpx,cpx_only,T_C,ERT,pwlr,42,False,-10.799822316273449,29.706341519073277
inner_m1,ALL,784,"[0.0, 4.0, 14.0, 29.0, 100.0]",,,127.34987615963153,116.14198991899386,139.28047421955077,138.14969847590498,127.8369974312133,149.11617679957655,-10.799822316273449,cpx,cpx_only,T_C,ERT,pwlr,42,False,-10.799822316273449,29.706341519073277
inner_p1,shallow_crustal,245,"[0.0, 6.0, 16.0, 31.0, 100.0]",0.6520596011851071,378.2122848254771,90.60197591388986,79.99863300839633,101.30548247535565,90.40842526854205,78.83735201305664,101.5195366866971,0.19355064534781263,cpx,cpx_only,T_C,ERT,pwlr,42,False,-17.938416206061802,39.46507082373651
inner_p1,deep_crustal_MASH,303,"[0.0, 6.0, 16.0, 31.0, 100.0]",0.16266186997989412,964.0919414040351,96.58131699209272,83.13775259947234,111.42577309868601,136.04638781582923,126.24943207687936,147.04980880835174,-39.46507082373651,cpx,cpx_only,T_C,ERT,pwlr,42,False,-17.938416206061802,39.46507082373651
inner_p1,lithospheric_mantle,154,"[0.0, 6.0, 16.0, 31.0, 100.0]",0.9823778868395207,27.795368714905635,149.88604705434724,111.86679667968478,188.40798517626712,151.19080757320853,113.16731793827998,189.89573083283935,-1.3047605188612863,cpx,cpx_only,T_C,ERT,pwlr,42,False,-17.938416206061802,39.46507082373651
inner_p1,deeper_mantle,82,"[0.0, 6.0, 16.0, 31.0, 100.0]",0.7080859136881519,558.6820108375672,232.10758984706064,198.4432190654665,264.47426242004946,257.05445597875854,219.66546817111745,291.00183491293546,-24.946866131697902,cpx,cpx_only,T_C,ERT,pwlr,42,False,-17.938416206061802,39.46507082373651
inner_p1,ALL,784,"[0.0, 6.0, 16.0, 31.0, 100.0]",,,127.34987615963153,116.14198991899386,139.28047421955077,145.28829236569334,133.3138844963288,157.68051120951804,-17.938416206061802,cpx,cpx_only,T_C,ERT,pwlr,42,False,-17.938416206061802,39.46507082373651
base,shallow_crustal,47,"[0.0, 5.0, 15.0, 30.0, 100.0]",0.1284047006873608,0.5281084945696446,2.964655163862068,1.4845694346884597,3.957224241984493,0.7975907951592297,0.6710590019969668,0.9251698655638335,2.1670643687028384,opx,opx_liq,P_kbar,MLP,raw,42,False,1.2330538165542193,3.150721691913752
base,deep_crustal_MASH,61,"[0.0, 5.0, 15.0, 30.0, 100.0]",0.07636671058746138,9.249378685164368,2.0789452265138104,1.672338653936507,2.5152363038761054,1.953253436632057,1.5793394869917865,2.294879724006963,0.12569178988175334,opx,opx_liq,P_kbar,MLP,raw,42,False,1.2330538165542193,3.150721691913752
base,lithospheric_mantle,58,"[0.0, 5.0, 15.0, 30.0, 100.0]",0.43460409894440255,11.106823577541029,5.379807885695734,4.008224721156715,6.846437196743295,2.635698800476041,1.994987568500694,3.1712772047364934,2.744109085219693,opx,opx_liq,P_kbar,MLP,raw,42,False,1.2330538165542193,3.150721691913752
