pipeline,model,feature_set,track,target,rmse_point,rmse_seed42,rmse_seed_std,rmse_ci_lo,rmse_ci_hi,ci_half_width,n_test,ci_source
cpx,LightGBM,raw,cpx_liq,P_kbar,7.389324311278825,7.447061245735498,0.0750315596369675,5.048901601034257,10.05331804045373,2.5022082197097366,654,bootstrap_n500_seed42
cpx,ElasticNet,raw,cpx_liq,P_kbar,9.225202737028804,9.225202737028805,0.0,7.023399421806701,11.802351374623147,2.3894759764082227,654,bootstrap_n500_seed42
cpx,MLP,raw,cpx_liq,P_kbar,7.843052448212165,7.417884145408285,0.360367303209261,5.267006080080629,10.616257343412345,2.674625631665858,654,bootstrap_n500_seed42
cpx,RF,alr,cpx_liq,P_kbar,7.35999201661519,7.267436428728355,0.0585469110848977,5.0898673055953205,9.864958795944755,2.3875457451747173,654,bootstrap_n500_seed42
cpx,ERT,alr,cpx_liq,P_kbar,7.607998394917121,7.672517173768393,0.0529576911076847,5.083131249527843,10.584179952631787,2.7505243515519724,654,bootstrap_n500_seed42
cpx,XGB,alr,cpx_liq,P_kbar,7.300999841667652,7.406292841097794,0.0613695619171047,4.999553564642982,10.217402461268502,2.6089244483127603,654,bootstrap_n500_seed42
cpx,GB,alr,cpx_liq,P_kbar,7.262548958803217,7.262548958803217,0.0,5.410704133892945,9.349339281019974,1.9693175735635147,654,bootstrap_n500_seed42
cpx,CatBoost,alr,cpx_liq,P_kbar,7.3849075146508865,7.228917443318905,0.1524577353765957,4.8517184631310055,10.37901605055516,2.7636487937120773,654,bootstrap_n500_seed42
cpx,LightGBM,alr,cpx_liq,P_kbar,7.369695966202608,7.322066818244874,0.0523811517735652,5.06905777804777,9.973617493853391,2.4522798579028104,654,bootstrap_n500_seed42
cpx,ElasticNet,alr,cpx_liq,P_kbar,7.712227991981382,7.712227991981382,0.0,5.891487225745229,10.202878688577464,2.155695731416117,654,bootstrap_n500_seed42
cpx,MLP,alr,cpx_liq,P_kbar,9.035144410812768,8.721922436372374,0.4870184471217623,6.7158322176179235,11.42175495924325,2.3529613708126633,654,bootstrap_n500_seed42
cpx,RF,pwlr,cpx_liq,P_kbar,7.108630353401634,7.015138642977243,0.0576758262607512,4.726478522589604,9.662390530939046,2.467956004174721,654,bootstrap_n500_seed42
cpx,ERT,pwlr,cpx_liq,P_kbar,7.383734530444032,7.412852316135044,0.0464898299541065,4.875135719969684,10.325631447751546,2.7252478638909308,654,bootstrap_n500_seed42
cpx,XGB,pwlr,cpx_liq,P_kbar,6.933488526585263,7.073629825919581,0.1603726407551757,4.883917216474458,9.778818122628097,2.4474504530768195,654,bootstrap_n500_seed42
cpx,GB,pwlr,cpx_liq,P_kbar,7.052132163652134,7.052132163652133,0.0,5.046891551151746,9.903687631816506,2.42839804033238,654,bootstrap_n500_seed42
cpx,CatBoost,pwlr,cpx_liq,P_kbar,7.278176005117845,7.349762423516187,0.1818474033043459,4.990963157526583,10.186412149613666,2.5977244960435417,654,bootstrap_n500_seed42
cpx,LightGBM,pwlr,cpx_liq,P_kbar,6.545968996153412,6.536933057636693,0.0502244766506223,4.447623761527063,8.982185115546311,2.2672806770096243,654,bootstrap_n500_seed42
cpx,ElasticNet,pwlr,cpx_liq,P_kbar,7.775659541363487,7.7756595413634875,0.0,5.919812144412947,10.311698998815068,2.1959434272010605,654,bootstrap_n500_seed42
cpx,MLP,pwlr,cpx_liq,P_kbar,7.633185612056804,7.135593232227349,0.5965605567924145,5.374114629487097,10.094597308257743,2.360241339385323,654,bootstrap_n500_seed42
cpx,TabPFN,raw,cpx_liq,P_kbar,7.415446356900293,7.303225076061218,0.1318911767676411,4.909493556002776,10.321084767539203,2.7057956057682135,654,bootstrap_n500_seed42_tabpfn
cpx,RF,raw,cpx_only,T_C,145.1434363777,144.43469695097303,0.4767786653713957,128.39637913889638,162.81138397349704,17.207502417300333,784,bootstrap_n500_seed42
cpx,ERT,raw,cpx_only,T_C,142.5213015525695,143.05599220475315,0.463976465724457,126.91373296785827,159.30632501267652,16.19629602240913,784,bootstrap_n500_seed42
cpx,XGB,raw,cpx_only,T_C,144.39036933344912,145.68729119097537,0.5870931661688268,131.82827161159975,161.36898172516374,14.770355056781995,784,bootstrap_n500_seed42
cpx,GB,raw,cpx_only,T_C,146.36172653028345,146.36172653028345,0.0,132.12164302952445,162.78857390963833,15.33346544005694,784,bootstrap_n500_seed42
cpx,CatBoost,raw,cpx_only,T_C,140.74310566078634,139.72230333962128,1.2009922674398932,126.17121163952062,154.24660999266214,14.037699176570761,784,bootstrap_n500_seed42
cpx,LightGBM,raw,cpx_only,T_C,144.14289758763417,145.15377327134118,0.6076108926215278,130.1425641267493,161.98253343217414,15.919984652712415,784,bootstrap_n500_seed42
cpx,ElasticNet,raw,cpx_only,T_C,151.75057974977986,151.75057974977986,0.0,139.4262436539837,166.2767920273365,13.425274186676404,784,bootstrap_n500_seed42
cpx,MLP,raw,cpx_only,T_C,147.0765322212332,156.7953323984207,5.668679812859002,143.89087369505123,170.84128334820505,13.475204826576913,784,bootstrap_n500_seed42
