pipeline,track,target,model,feature_set,form,regime,pre_rmse_mean,pre_rmse_std,pre_rmse_min,pre_rmse_max,pre_rmse_count,post_rmse_mean,post_rmse_std,post_rmse_min,post_rmse_max,post_rmse_count,delta_rmse_mean,delta_rmse_std,delta_rmse_min,delta_rmse_max,delta_rmse_count
cpx,cpx_only,T_C,ERT,pwlr,B,lithospheric_mantle,139.2945152311034,0.6079573533445496,137.99591421967003,140.34518761659982,20,139.1617921652194,1.3399794418878244,136.7748059236797,141.6395699305078,20,0.13272306588399232,1.2546039629154242,-2.1323013139962654,2.311186729581067,20
cpx,cpx_only,T_C,ERT,pwlr,B,shallow_crustal,89.4144945384127,0.4072471301862999,88.5401651048806,90.00004315651178,20,89.39302966520167,0.8867588749182685,88.0261297529914,91.48136400033246,20,0.02146487321104047,0.8229547635281756,-1.4813208438206829,1.3761152030396318,20
opx,opx_liq,P_kbar,MLP,raw,A,ALL,4.404284713402804,0.4603454305344115,3.736765313523079,5.382472797868466,20,2.7558153918402644,0.18578808524118914,2.4682411592494637,3.15815378659826,20,1.6484693215625388,0.36398799055877357,1.055939339594624,2.4350658233795786,20
opx,opx_liq,P_kbar,MLP,raw,A,deep_crustal_MASH,2.539116205475988,0.2741739183431825,2.0084196122230518,3.0741649865432996,20,1.915490738088017,0.06110559125933524,1.7604919250338047,2.0061610357544133,20,0.6236254673879709,0.3036267872448859,0.0022585764686384735,1.2492305085367277,20
opx,opx_liq,P_kbar,MLP,raw,A,deeper_mantle,7.39327603199042,2.91595765257511,2.9375390672841033,13.255475865806462,20,8.175836251559017,0.9519203859718296,6.248051061041015,9.912454048811263,20,-0.7825602195685983,2.528939785268488,-4.7061465794640736,4.266932269376184,20
opx,opx_liq,P_kbar,MLP,raw,A,lithospheric_mantle,5.718786109556643,0.32534269419982803,5.206757911645586,6.219441015792321,20,2.9940514235181173,0.26335284536076753,2.629639212805536,3.6401495569488214,20,2.7247346860385253,0.27787567749219283,2.216160023834787,3.2640859580904693,20
opx,opx_liq,P_kbar,MLP,raw,A,shallow_crustal,3.43761489459809,1.0853410706268347,2.0266196194650345,5.788640503336636,20,0.8876827092819843,0.12435845094775264,0.6979459200091463,1.183648706827598,20,2.5499321853161057,1.0011882685962246,1.2812527427147131,4.715993092762359,20
opx,opx_liq,P_kbar,MLP,raw,B,ALL,4.404284713402804,0.4603454305344115,3.736765313523079,5.382472797868466,20,4.654965503178996,0.48792146114903445,3.9366653614164826,5.6890042834713626,20,-0.25068078977619246,0.3699854504453983,-1.7494619033920982,-0.024523425027117796,20
opx,opx_liq,P_kbar,MLP,raw,B,deep_crustal_MASH,2.539116205475988,0.2741739183431825,2.0084196122230518,3.0741649865432996,20,2.3948085440292717,0.2582475737975713,1.8603083765981223,2.856313041637278,20,0.14430766144671664,0.07851054133327166,0.023160791947419934,0.28320634663009514,20
opx,opx_liq,P_kbar,MLP,raw,B,deeper_mantle,7.39327603199042,2.91595765257511,2.9375390672841033,13.255475865806462,20,9.58867890817105,3.7600612577940287,4.676835441242082,20.604175339547766,20,-2.195402876180629,3.6592336431975445,-16.6556230663693,0.4722359136476797,20
