track,target,model,feature_set,form,seed,regime,n,pre_rmse,pre_lo,pre_hi,post_rmse,post_lo,post_hi,delta_rmse,delta_lo,delta_hi
opx_liq,T_C,ElasticNet,raw,A,51,lithospheric_mantle,58,93.86552424994105,79.49678056365833,108.83097761510594,93.75709425777296,79.22112416120719,108.96935548129457,0.1084299921680838,-2.717022827627107,3.438762817695669
opx_liq,T_C,ElasticNet,raw,A,51,deeper_mantle,8,106.15204841419641,79.19884949003261,130.16556803392197,53.70969453305675,46.050741628765365,61.14407961022145,52.44235388113967,28.904347885285063,73.26995579520988
opx_liq,T_C,ElasticNet,raw,A,51,ALL,174,77.09575443106374,61.87213284982054,92.71932431511274,77.23068368111134,63.04457507047369,91.8342317088246,-0.13492925004760536,-3.4720649194974826,3.223269915576438
opx_liq,T_C,ElasticNet,raw,B,51,shallow_crustal,47,35.05205897019307,27.62535605571811,43.3764450322755,35.05205897019307,27.62535605571811,43.3764450322755,0.0,0.0,0.0
opx_liq,T_C,ElasticNet,raw,B,51,deep_crustal_MASH,61,78.43742890001944,30.384855382216536,111.56600084997298,78.43742890001944,30.384855382216536,111.56600084997298,0.0,0.0,0.0
opx_liq,T_C,ElasticNet,raw,B,51,lithospheric_mantle,58,93.86552424994105,79.49678056365833,108.83097761510594,95.7384743980235,80.29704386146517,111.66179858299475,-1.8729501480824524,-5.184787847256902,0.3770561123436027
opx_liq,T_C,ElasticNet,raw,B,51,deeper_mantle,8,106.15204841419641,79.19884949003261,130.16556803392197,80.27841570168873,64.65110119257828,94.76680981163412,25.873632712507685,13.104467740432277,36.29064392227542
opx_liq,T_C,ElasticNet,raw,B,51,ALL,174,77.09575443106374,61.87213284982054,92.71932431511274,76.42219606156023,61.50926243763565,91.88723503638579,0.6735583695035103,-0.9413896521380329,2.6238528680410997
opx_liq,T_C,ElasticNet,raw,A,52,shallow_crustal,47,34.995779398387846,27.657941303462604,43.210253768496884,54.6656771052928,47.73350875882476,63.397704197731514,-19.669897706904955,-22.668763382346526,-15.877357540858773
opx_liq,T_C,ElasticNet,raw,A,52,deep_crustal_MASH,61,78.5442096813373,30.148036134007135,111.7934560642242,77.15838704109568,32.901559026345396,108.15564660916955,1.3858226402416278,-2.741568250044576,3.684659131920527
opx_liq,T_C,ElasticNet,raw,A,52,lithospheric_mantle,58,94.08962274846687,79.6962651294445,109.02953487596658,94.04045581963298,79.46403443148705,109.19193268639292,0.04916692883388407,-2.970396036545443,3.6168718609206083
