sample_id,tectonic_setting,KD_FeMg_opx_cpx,equilibrium_flag,delta_ours_vs_putirka_twopx_eq36,delta_ours_vs_putirka_twopx_eq37,delta_ours_vs_putirka_twopx_eq39,delta_ours_vs_putirka_twopx_eq38,delta_ours_T_vs_putirka_cpxonly_eq32d,delta_ours_P_vs_putirka_opxonly_eq29c
[13652] WITT-EICKSCHEN G. (2005)|samp. DW582,INTRAPLATE VOLCANICS,0.9650693005848492,True,59.08688168882918,91.92581699398761,2.0559319792343675,1.0123064023854624,-197.38208205244405,8.295499160027434
[13652] WITT-EICKSCHEN G. (2005)|samp. DW599,INTRAPLATE VOLCANICS,1.1487877091180565,True,-12.71260531931398,-29.75726905352053,2.9107991600355803,-0.4430053773318452,-113.68878953238868,4.755657579332093
[13652] WITT-EICKSCHEN G. (2005)|samp. MM1213,INTRAPLATE VOLCANICS,1.0672307715547842,True,-73.1217252880715,-62.51664442047695,5.418235980422803,1.77346986441378,-131.53261407805257,9.87378191343045
[13652] WITT-EICKSCHEN G. (2005)|samp. MM1260,INTRAPLATE VOLCANICS,1.0957313304238705,True,-82.4537361022708,-64.7374056590304,6.0635563076225125,2.3318450690676755,-134.5679926973189,9.30725986146499
[13652] WITT-EICKSCHEN G. (2005)|samp. MM1278,INTRAPLATE VOLCANICS,0.9580613632500424,True,54.880955235267834,82.00145998812707,4.619828968153662,2.3778168907900525,-202.38625379566406,8.00592497944969
[13652] WITT-EICKSCHEN G. (2005)|samp. MM766,INTRAPLATE VOLCANICS,0.9793337795981348,True,52.804511383364684,65.75490695289045,1.1100245999567981,3.171249098929641,-182.84978459508488,7.819370777360119
[13652] WITT-EICKSCHEN G. (2005)|samp. MO22,INTRAPLATE VOLCANICS,1.192375677277567,True,58.79772192116502,24.716052696833913,0.09785530663793018,1.5100312190316778,-132.36482754309736,3.417575532715132
[13652] WITT-EICKSCHEN G. (2005)|samp. RB1189,INTRAPLATE VOLCANICS,1.226887661141805,True,16.540746855359657,-10.33820409908617,2.69708538317942,2.818566082709907,-131.71416541264193,6.254001447578958
[13760] CHU ZHUYIN (2009)|samp. PL01,INTRAPLATE VOLCANICS,0.9741915297798636,True,126.33770224095383,120.13190687783288,4.721493364393467,-2.149837536543002,-144.79943522113786,6.446088254037821
[13760] CHU ZHUYIN (2009)|samp. PL02,INTRAPLATE VOLCANICS,0.8569092847577069,False,60.41267986297032,107.43051339955935,-2.33579267903394,2.382273506009005,-198.62002793428996,7.200256502921819
[13760] CHU ZHUYIN (2009)|samp. PL03,INTRAPLATE VOLCANICS,1.030536642770513,True,58.52397694771969,53.492995273473866,0.5628886515945375,-3.6722898074935415,-130.35849523423462,4.442029113184951
[13760] CHU ZHUYIN (2009)|samp. PL07,INTRAPLATE VOLCANICS,0.895073384572781,False,87.90157411904954,42.456023127975186,7.435248698465301,-1.0278728904556633,-153.8443186104746,6.455047405222304
[13760] CHU ZHUYIN (2009)|samp. PL08,INTRAPLATE VOLCANICS,0.8522959183673469,False,105.13858950018414,144.04771547348776,-1.416788098459877,1.498816934527186,-172.00549052458655,6.669081027859678
[13760] CHU ZHUYIN (2009)|samp. PL14,INTRAPLATE VOLCANICS,0.8798678896381684,False,111.17615804449088,119.06427786833035,-0.37218424684462015,-0.8306739243449606,-150.02506551396027,5.001745203671693
[13760] CHU ZHUYIN (2009)|samp. PL16,INTRAPLATE VOLCANICS,1.0472332652427438,True,66.50465684199946,39.26404245599019,0.8006414535464668,-0.0873646720423693,-133.02434200525408,4.8809660098676595
[13760] CHU ZHUYIN (2009)|samp. PL18,INTRAPLATE VOLCANICS,0.8628684091933302,False,83.0126171765836,116.31768742798204,-1.5521727839526456,1.2418768697810076,-180.5990670208521,5.218316218563358
[13760] CHU ZHUYIN (2009)|samp. PL19,INTRAPLATE VOLCANICS,0.8450252535933637,False,97.52655885267575,118.84773695031868,-0.1258293757796789,0.9499549821151341,-179.12432918961736,6.270633371768509
[13780] LAURORA A. (2001)|samp. GG104,CONVERGENT MARGIN,0.8212427249087504,False,29.43101173827654,69.81612182656318,3.875753315814789,1.0989956478708933,-157.79992829292132,10.068506188884914
[13780] LAURORA A. (2001)|samp. GG73,CONVERGENT MARGIN,0.9426928079816612,False,10.496933652556436,100.34399540372101,3.416105632794915,2.571403072026989,-154.91764691269464,10.50001578411791
[13780] LAURORA A. (2001)|samp. GG92,CONVERGENT MARGIN,1.0188244601638123,True,-36.940093703790126,-16.30905159984627,4.422941507658468,1.361280855630996,-156.5191819974973,6.167970093492423
[13859] ALIANI P. (2009)|samp. DUB110,CONVERGENT MARGIN,1.0298751666464672,True,44.8041556508133,36.92221594884427,5.05098299573004,-0.789030533519874,-115.65060307710041,10.045113263234665
[13859] ALIANI P. (2009)|samp. DUB1G,CONVERGENT MARGIN,1.0616864742501413,True,51.224594995104326,60.50875663693387,1.5805786949177971,0.23434638036073707,-150.54986223984338,8.496003362497433
[13859] ALIANI P. (2009)|samp. DUB27,CONVERGENT MARGIN,1.0628076346041115,True,34.96542672229566,29.169810989357984,7.194441944958463,-0.8458504309236972,-113.39319441561997,13.003730956741144
[13859] ALIANI P. (2009)|samp. DUB2G,CONVERGENT MARGIN,1.0732484076433124,True,40.00404205567338,38.75328349964843,4.167809273300277,1.7202827211449279,-119.12766501938518,12.69536958165814
[13859] ALIANI P. (2009)|samp. DUB40,CONVERGENT MARGIN,0.9974405029187248,True,71.6260723307679,70.05467349491948,4.270066066284695,-0.4437977009043177,-131.23696996886474,9.785451901799714
[13859] ALIANI P. (2009)|samp. DUB80,CONVERGENT MARGIN,1.021068017017633,True,43.50401522931202,45.08578454332496,6.668595343030571,0.2588024251433243,-126.11377153228909,11.574845951608394
[13923] CAPEDRI S. (1989)|samp. 13,CONVERGENT MARGIN,0.8127949183303085,False,63.397942061061485,104.68740738207794,0.35306073682507133,3.7855871591837857,-169.30743684897925,7.146600398383692
[13923] CAPEDRI S. (1989)|samp. 2,CONVERGENT MARGIN,0.8467465753424658,False,55.125474396421396,64.47463057823938,3.3548019272317635,1.7476767340357622,-159.7696542044739,6.037452582803444
[13925] HARVEY J. (2010)|samp. MBR1,INTRAPLATE VOLCANICS,0.9299968647772604,False,98.93835213018383,113.0637368086692,2.163229727579509,1.2730032283024943,-147.924535483952,7.454168711810195
[13925] HARVEY J. (2010)|samp. MBR13,INTRAPLATE VOLCANICS,1.0946178408617786,True,15.601496576570753,12.657687706591332,2.583728475364749,2.674101522246236,-157.85123124134634,5.537056114426172
[13925] HARVEY J. (2010)|samp. MBR14,INTRAPLATE VOLCANICS,1.0868731194140009,True,62.47402598666895,73.92974979168423,0.317078100292159,1.7333178310364854,-160.3506781419112,5.358345805093675
[13925] HARVEY J. (2010)|samp. MBR15,INTRAPLATE VOLCANICS,1.0960704658355562,True,48.331889056750924,45.451725317750174,2.2540411696630525,1.0829661430761224,-156.87023696073925,6.142193119067138
[13925] HARVEY J. (2010)|samp. MBR19,INTRAPLATE VOLCANICS,1.0839401843406558,True,49.436398211056485,63.11964766576068,3.6291638795450574,-1.2254333912161322,-164.7294433317859,7.052918739338874
[13925] HARVEY J. (2010)|samp. MBR2,INTRAPLATE VOLCANICS,1.073748223194887,True,40.155077985183766,35.542739928599985,3.617579983837656,2.9746467727901464,-156.71935300178188,6.549064051694358
[13925] HARVEY J. (2010)|samp. MBR20,INTRAPLATE VOLCANICS,0.960607536289364,True,111.05255176088372,114.42147285830026,3.5234847990855496,-0.10161912101065163,-149.32641865509822,7.150400955578138
[13925] HARVEY J. (2010)|samp. MBR23,INTRAPLATE VOLCANICS,1.082051398479066,True,76.94157291897227,77.07362896796951,3.347045783009131,1.8381045511422496,-158.05500860061125,7.17419574526728
[13925] HARVEY J. (2010)|samp. MBR24,INTRAPLATE VOLCANICS,1.0584117027157476,True,36.041673938121335,29.447128268140432,1.8071774567022256,3.2708156963180173,-152.70839936194216,5.327709308774287
[13925] HARVEY J. (2010)|samp. MBR27,INTRAPLATE VOLCANICS,0.9159866536725826,False,139.12057622762757,154.25884963303668,0.4728779276288897,2.1717686117942883,-145.57147202202418,7.156026855998772
[13925] HARVEY J. (2010)|samp. MBR28,INTRAPLATE VOLCANICS,1.0315684805618142,True,81.64871372735297,98.25520420305918,2.351449631859584,0.9668168379692386,-172.68977619076645,6.049681920347163
[13925] HARVEY J. (2010)|samp. MBR3,INTRAPLATE VOLCANICS,1.0673752771875784,True,34.43434960817399,31.09664652711922,2.321921883442279,1.8712355627990576,-149.89930103019992,5.321642000120443
[13925] HARVEY J. (2010)|samp. MBR4,INTRAPLATE VOLCANICS,0.9492293833268208,False,101.86197590964127,113.6702077613943,5.871635208761628,1.6783667717283421,-150.45720590954602,8.239878163867502
[13925] HARVEY J. (2010)|samp. MBR6,INTRAPLATE VOLCANICS,1.006918569280821,True,73.2227078476867,117.72336352506647,3.202955300262712,1.5899874970036052,-158.0144885866414,9.941245652589949
[13925] HARVEY J. (2010)|samp. MBR7,INTRAPLATE VOLCANICS,0.9694381540822348,True,108.70532751870985,120.54460915819789,4.4755699228052475,-2.7916406047395945,-158.09288941128943,6.50937024892505
[13925] HARVEY J. (2010)|samp. MBR8,INTRAPLATE VOLCANICS,0.9980807311360164,True,97.51281614428603,113.20581798149965,5.085120148700321,1.6307610977030826,-147.99597407970805,8.306863660325153
[13925] HARVEY J. (2010)|samp. MBR9,INTRAPLATE VOLCANICS,1.091237111137099,True,48.25475360785197,57.54331996779092,3.5598327772960747,3.7939419265731633,-152.36323957299987,7.414551481811712
[13935] KOORNNEEF J. M. (2009)|samp. AT24,RIFT VOLCANICS,1.127769914549521,True,-44.93756698974812,-75.8625706176822,5.128308296063977,0.9694902419613669,-149.55911013293598,13.557993130292253
[13935] KOORNNEEF J. M. (2009)|samp. AT27,RIFT VOLCANICS,1.0394921216163353,True,23.85037896053018,46.788277241281776,2.820249816650586,4.454756102358498,-111.77169318060942,15.001734902609337
[13935] KOORNNEEF J. M. (2009)|samp. AT31,RIFT VOLCANICS,1.144466900308579,True,5.241566381262601,-30.2930281207814,4.453281052487904,-2.0585869107421892,-102.23455678582832,13.26740510239588
[13935] KOORNNEEF J. M. (2009)|samp. AT37,RIFT VOLCANICS,1.2766269113056776,False,-87.35224118876658,-88.1822458423992,4.99744746150901,-2.195943814809846,-142.43223632683976,11.680094161322668
[13935] KOORNNEEF J. M. (2009)|samp. AT41,RIFT VOLCANICS,0.972551245501103,True,28.165414753831556,92.79219991274954,0.5000385587643255,3.6190809279373646,-105.95766300446348,15.948257228650524
[13935] KOORNNEEF J. M. (2009)|samp. AT65,RIFT VOLCANICS,1.0966554272787334,True,55.994967136803666,93.94625572003258,1.574317925929254,1.4351790972935579,-143.09414650627377,10.816362449661865
[13935] KOORNNEEF J. M. (2009)|samp. AT69,RIFT VOLCANICS,1.0885568455956856,True,-52.20632580315396,-71.90033561615701,4.419723684287026,1.060199226913804,-145.28177466453167,13.129656438742705
[13936] LAZAROV M. (2009)|samp. 695,INTRAPLATE VOLCANICS,0.9975682870092808,True,-4.694496577738619,20.350923662638024,6.135354396791639,1.2257693152437596,-151.45297577430824,18.007068237017666
[13936] LAZAROV M. (2009)|samp. F-1,INTRAPLATE VOLCANICS,1.049482441311426,True,3.1459630723477403,4.425456412079939,6.455007390326564,0.9067947373844145,-156.54051512073147,17.47873744277823
[13936] LAZAROV M. (2009)|samp. F-3,INTRAPLATE VOLCANICS,0.9781379106826676,True,9.19357528896694,49.84973213668786,7.831588192242966,-2.065920772534019,-107.25228346554763,17.842011705211696
[13936] LAZAROV M. (2009)|samp. F-4,INTRAPLATE VOLCANICS,0.9882291900258106,True,-7.664670110277257,22.83685391896779,6.276437718923605,3.0723932535742886,-164.03748557177187,18.176159288022713
[13936] LAZAROV M. (2009)|samp. F-5,INTRAPLATE VOLCANICS,0.914931569559109,False,2.7376846474999184,26.615879959565405,5.06252532120449,2.7231331829740775,-188.42875097571277,17.845064609935374
[13936] LAZAROV M. (2009)|samp. F-6,INTRAPLATE VOLCANICS,1.000764808867899,True,-12.307412344069007,6.96795311056826,6.572453909957609,1.6618824852923506,-157.99793822178435,17.859012120985472
[13936] LAZAROV M. (2009)|samp. F-8,INTRAPLATE VOLCANICS,1.0161998262059275,True,-5.392066856754582,19.779561800169404,7.3633304705972655,0.7460402066449561,-145.56626908989847,17.98222761115953
[13936] LAZAROV M. (2009)|samp. F10,INTRAPLATE VOLCANICS,1.02282501645559,True,26.09762667064274,31.851933857764607,7.150217412045279,-1.6568390696176305,-139.52527901955,17.68600859429466
[13936] LAZAROV M. (2009)|samp. F11,INTRAPLATE VOLCANICS,1.030203345692042,True,-8.213518380613095,10.842679326762664,6.376845359404562,0.860711324442045,-147.42702940779236,17.78506934615477
[13936] LAZAROV M. (2009)|samp. F12,INTRAPLATE VOLCANICS,1.029158890370088,True,13.972040045020321,30.625564290716966,7.137882660604481,-0.6238053981331024,-120.20658445215281,17.175389783892456
[13936] LAZAROV M. (2009)|samp. F13,INTRAPLATE VOLCANICS,1.058651277341793,True,-0.15797992603461353,-1.4986231132600096,7.2674931249548855,0.41315415590491256,-142.7619966259756,17.340244303911856
[13936] LAZAROV M. (2009)|samp. F14,INTRAPLATE VOLCANICS,0.931914760654918,False,-24.1340573049431,-4.557837677849193,4.9570903549230785,4.397157976687888,-200.79810082614836,17.55425260286431
[13936] LAZAROV M. (2009)|samp. F15,INTRAPLATE VOLCANICS,0.9777555405488366,True,12.8738618762452,22.138778606489495,6.1761627479597685,0.00677006244207945,-165.79805673496662,17.840340804439926
[13936] LAZAROV M. (2009)|samp. F16,INTRAPLATE VOLCANICS,1.0045417689401253,True,11.662406021043125,1.6031884861256458,6.652477532650488,1.0534709611201176,-176.51613858471887,18.197760462657303
[13936] LAZAROV M. (2009)|samp. F25C,INTRAPLATE VOLCANICS,1.034408244680851,True,-9.861711610615657,-1.7979687973802356,7.226719888937481,-0.11416397218407148,-163.17190304217274,17.65826933667828
[13936] LAZAROV M. (2009)|samp. F26,INTRAPLATE VOLCANICS,1.0572238681439894,True,-1.0089886872669922,-1.5522834908476852,6.88334478007169,0.23701604500224072,-169.94227624193582,17.63692986060517
[13938] POKHILENKO N. P. (2009)|samp. FRB1318,INTRAPLATE VOLCANICS,1.0515447541895009,True,-11.150209294092974,-29.432036669465333,3.591883077661146,4.155298063197751,-150.92961519690084,14.527550604094497
[13946] SMITH C. B. (2009)|samp. GP2,INTRAPLATE VOLCANICS,0.495151371807001,False,152.21532796081317,221.30673887237288,6.940477006812685,-3.5086501567866932,-196.54017205971468,10.017726557067446
[13947] VILJOEN F. (2009)|samp. RVD100,INTRAPLATE VOLCANICS,1.1637751561415683,True,-61.73334655142935,-99.933986216005,6.892718736995839,2.350486993872847,-152.23262213121188,16.069251694220764
[13947] VILJOEN F. (2009)|samp. RVD126,INTRAPLATE VOLCANICS,1.1616107669301432,True,-90.34165681077457,-75.62399758165361,7.359715956366452,-0.6207914563488721,-85.50301772102648,14.614117311758367
[13947] VILJOEN F. (2009)|samp. RVD128,INTRAPLATE VOLCANICS,1.1742451473759885,True,-79.5186373145184,-96.89815344056615,7.421670697434228,0.225834387983884,-101.34319059949712,13.9329786708482
[13947] VILJOEN F. (2009)|samp. RVD132,INTRAPLATE VOLCANICS,1.1889670790025653,True,-70.26243676198078,-82.71859317453595,8.15796475730101,2.37200300195628,-119.62395397142268,15.4427747710505
[13947] VILJOEN F. (2009)|samp. RVD149,INTRAPLATE VOLCANICS,1.1948335041400289,True,-92.56519007086672,-79.38706148087749,7.157704798670679,-0.8747480572296507,-93.63109434133321,14.466885952466615
[13947] VILJOEN F. (2009)|samp. RVD190,INTRAPLATE VOLCANICS,1.139544660457208,True,-73.74498645600124,-87.93842231894723,8.94305793324034,2.238699853699165,-123.80250766139216,16.66732906119969
[13947] VILJOEN F. (2009)|samp. RVD401,INTRAPLATE VOLCANICS,1.1715064369985106,True,-85.04223984005444,-86.77827944181922,8.282649614346738,0.22797312436193629,-97.6992576483783,15.19062748951806
[13947] VILJOEN F. (2009)|samp. RVD419,INTRAPLATE VOLCANICS,0.838295837111942,False,100.66321848580924,141.70890207539287,10.508518314412685,-4.72699044667692,-160.40022335888352,15.215485189666136
[13947] VILJOEN F. (2009)|samp. RVD422,INTRAPLATE VOLCANICS,1.1854950244560636,True,-81.9153594737154,-74.67198011515347,7.756660950161702,-0.35377214817401104,-87.50024524951732,14.46355412353706
[13947] VILJOEN F. (2009)|samp. RVD424,INTRAPLATE VOLCANICS,1.0515115414770235,True,-11.565203682521314,35.99486328756984,7.280948618896579,-1.4315919956612007,-84.66959377198009,16.169128345609888
[13947] VILJOEN F. (2009)|samp. RVD437,INTRAPLATE VOLCANICS,1.3545034592777745,False,-52.05922840594076,-62.10860360973038,4.882061538423461,2.3211961851143066,-141.7931407764804,15.314425324748278
[13947] VILJOEN F. (2009)|samp. RVD441,INTRAPLATE VOLCANICS,1.2032292939738651,True,-83.29995898800621,-71.76547078154886,6.8135926349937606,-0.1412570054911768,-90.67357603346295,15.078758155979944
[13947] VILJOEN F. (2009)|samp. RVD442,INTRAPLATE VOLCANICS,1.1612890119786836,True,-71.99453914605556,-101.15553574751084,8.34332430946709,2.8107262872776886,-131.86951881328014,15.932949054438824
[13947] VILJOEN F. (2009)|samp. RVD500,INTRAPLATE VOLCANICS,1.194022679223525,True,89.19731332533172,61.39516168446994,10.893900730412648,-4.445317689391432,-128.87220324534883,17.110715005420527
[13947] VILJOEN F. (2009)|samp. RVD501,INTRAPLATE VOLCANICS,1.189962614564523,True,-68.7845522810419,-101.19216054021854,8.453299043583455,2.581805427819102,-122.49689776768537,15.274842473294333
[13947] VILJOEN F. (2009)|samp. RVD504,INTRAPLATE VOLCANICS,1.0230561932328577,True,106.61388862266142,122.62165538056081,16.318646775759014,-12.026483885766313,-99.99805665719032,15.126885465443703
[13947] VILJOEN F. (2009)|samp. RVD506,INTRAPLATE VOLCANICS,1.0938429759091448,True,84.82706866797866,102.53573503571829,12.959182055426584,-7.861982762538094,-105.68071439302639,16.06295419934267
[13947] VILJOEN F. (2009)|samp. RVD507,INTRAPLATE VOLCANICS,1.4397076584293682,False,-21.86225415291483,-91.931726760738,28.13039197588528,-14.120488982795175,-133.08856678018014,17.60538641999945
[13947] VILJOEN F. (2009)|samp. RVD508,INTRAPLATE VOLCANICS,1.3149730807963436,False,-45.15713651651981,-91.66057965799814,11.217918399147806,1.0628330443456413,-150.3838805348994,17.300959170640983
[13947] VILJOEN F. (2009)|samp. RVD509,INTRAPLATE VOLCANICS,1.0695360422082494,True,-1.8427221067017854,37.340281802974005,6.07815090180072,-0.5597499880890755,-100.76111077517339,16.000545372611917
[13947] VILJOEN F. (2009)|samp. RVD510,INTRAPLATE VOLCANICS,0.9506100600876388,True,78.88282557560592,105.40602690779735,6.526559230341276,-1.8520983684514487,-152.8548811067419,15.573190411265553
[13948] SAND K. K. (2009)|samp. 474527,INTRAPLATE VOLCANICS,1.1467748721720874,True,-33.09002672691031,-19.379636958464744,6.632723038829496,-0.7277637020512948,-93.47824183241869,16.301722912761903
[13948] SAND K. K. (2009)|samp. 474555,INTRAPLATE VOLCANICS,1.1592915749207624,True,-5.858117639944794,23.017636576910263,8.024102954695897,-1.597411424913025,-79.28401527919505,16.94010097986059
[13948] SAND K. K. (2009)|samp. 474568,INTRAPLATE VOLCANICS,1.1501739407794598,True,-7.598560624390984,9.98316161011121,7.498993199095775,0.198061432614697,-101.30975311403972,17.14201902299336
[13948] SAND K. K. (2009)|samp. 474575,INTRAPLATE VOLCANICS,1.138850038314734,True,1.938329267406516,17.936905617402772,8.312011191094943,-1.6301300766989613,-140.18347183870083,17.264131726122077
[13948] SAND K. K. (2009)|samp. 477421B,INTRAPLATE VOLCANICS,1.0657337889748053,True,98.12695407932654,147.60995662265896,17.4033977497631,-10.398922345226563,-80.6860215284421,18.11241240826797
[13948] SAND K. K. (2009)|samp. 491731,INTRAPLATE VOLCANICS,1.0965277082710954,True,-56.66599917209601,-60.49434162809871,4.377567923667872,0.2584974659076984,-133.17635606789895,15.447406107335423
[13949] HÖFER H. E. (2009)|samp. KIMBERLEY,INTRAPLATE VOLCANICS,1.0805110883478886,True,55.60142285599886,81.08038400157966,0.978821154194689,2.1081901715640754,-129.45184123055424,10.988201760428165
[14034] JIN ZHENMIN (2003)|samp. 02PM18,INTRAPLATE VOLCANICS,0.903657672038986,False,178.83812284554426,224.44003876805357,0.007274172418565428,-1.902264018919869,-137.575072389546,6.465209083504936
[14034] JIN ZHENMIN (2003)|samp. PM-1,INTRAPLATE VOLCANICS,0.7989315987112738,False,167.70065718604917,176.16800007870063,7.144848527180919,-4.328489838869544,-148.73091677114985,6.697471868334546
[14034] JIN ZHENMIN (2003)|samp. PM-31,INTRAPLATE VOLCANICS,0.8231134022509838,False,120.18069473555693,168.31868181859056,-0.0810606055852734,4.21771712915935,-175.92528644883237,7.769950420546891
[14034] JIN ZHENMIN (2003)|samp. PM-4,INTRAPLATE VOLCANICS,0.624791206413107,False,113.92820955820366,188.9208620749389,-1.7142369386981589,3.2268682091701315,-170.93222534705467,3.957888941872806
[14034] JIN ZHENMIN (2003)|samp. PM-50,INTRAPLATE VOLCANICS,1.02224610570073,True,135.38838024571055,140.14938876806013,3.7050246166160914,-3.0696877911848564,-152.1181184015818,6.08528876947832
[14034] JIN ZHENMIN (2003)|samp. PM-8,INTRAPLATE VOLCANICS,0.7423396041861415,False,107.58640035756332,172.45300788963425,-1.5901728711752359,5.011845281991371,-190.10044750394286,7.485963271044197
[14056] RAMPONE E. (2010)|samp. 92T1,CONVERGENT MARGIN,0.7987022547534914,False,61.36070570908089,77.2851580200047,0.23254142244024756,4.155214191265233,-172.4487335102201,3.7240293500145674
[14056] RAMPONE E. (2010)|samp. 92T19,CONVERGENT MARGIN,0.8196501462352017,False,80.87784609755772,90.54483436833709,-0.32881720532674485,3.992664258889284,-163.27867951447547,4.340616343240281
[14056] RAMPONE E. (2010)|samp. 92T20,CONVERGENT MARGIN,0.8171621207477779,False,83.03578518493453,115.9117238852042,-0.0013149256558637745,4.292840491435388,-175.88173162273938,5.471208063792821
[14056] RAMPONE E. (2010)|samp. 92T6,CONVERGENT MARGIN,0.9120886112557116,False,99.3404504901041,125.6775844457145,-1.4717772919161725,3.7546549953157378,-159.2011896773472,3.5935304978230143
[14056] RAMPONE E. (2010)|samp. 92T7,CONVERGENT MARGIN,0.8590033798782506,False,56.954922155957206,72.48754400192058,0.03356523028019609,2.724898398579608,-159.25415344617386,4.642756352738711
[14056] RAMPONE E. (2010)|samp. 92T9A,CONVERGENT MARGIN,1.2769849501728698,False,11.692383478879265,52.95563258517666,0.26450345327737423,3.487271996970007,-178.2545438953939,4.132366400391384
[14056] RAMPONE E. (2010)|samp. T30,CONVERGENT MARGIN,0.8982357579341613,False,63.45556648920888,92.02902834347765,-0.8234323628194335,3.4864138100033424,-170.49869132232402,2.59531012695375
[14056] RAMPONE E. (2010)|samp. T31A,CONVERGENT MARGIN,1.1190627030960538,True,43.24807873340228,81.04449072637215,-0.24371099339578706,4.550328393664016,-180.19052597506152,4.601750841017048
[14109] BIANCHINI G. (2007)|samp. OLT 11,INTRAPLATE VOLCANICS,0.8197759075738177,False,6.970457777094225,34.449236804320435,-0.6714444402385205,4.1058401710818595,-198.49918413226646,8.153207707131191
[14109] BIANCHINI G. (2007)|samp. OLT 14D,INTRAPLATE VOLCANICS,1.0337700964630228,True,77.16158396207732,82.82150545930972,1.0662875149805036,2.076660098909933,-144.97217604689195,5.66867254264721
[14109] BIANCHINI G. (2007)|samp. OLT 21,INTRAPLATE VOLCANICS,1.006534684649817,True,105.69112239495496,120.61212244451053,1.0936436863579004,2.078918269917228,-156.73899995072316,6.876636153077371
[14109] BIANCHINI G. (2007)|samp. OLT 23,INTRAPLATE VOLCANICS,1.0769105407135795,True,102.07064309242162,109.59172108579946,0.3559450032032352,1.2712161621565699,-152.66072340284813,5.1480144490560615
[14109] BIANCHINI G. (2007)|samp. OLT 29A,INTRAPLATE VOLCANICS,0.9235219415831806,False,100.24106057425445,89.06800824387801,1.868945009571119,1.2113514375530396,-150.95592053270047,6.448812017970547
[14109] BIANCHINI G. (2007)|samp. OLT 3B,INTRAPLATE VOLCANICS,0.8817492771009886,False,-9.784065311916038,26.62057638915337,-1.8707392622878931,3.8324591690010905,-204.21443593473487,8.555228989955157
[14109] BIANCHINI G. (2007)|samp. OLT 4A,INTRAPLATE VOLCANICS,0.8612474315000039,False,-3.829832934120077,37.12190687302848,-0.9621912010568785,3.821770585381395,-189.975222456025,10.100496850214784
[14109] BIANCHINI G. (2007)|samp. OLT 4E,INTRAPLATE VOLCANICS,0.953938062226518,True,96.8784706567177,124.21386761483666,0.9304867526569183,3.4641908944236253,-166.232446274498,6.788152664078082
[14109] BIANCHINI G. (2007)|samp. OLT 4F,INTRAPLATE VOLCANICS,0.9409030338715176,False,51.73443751183868,65.2643743017295,1.2525648360896895,3.782441422864075,-161.87956174148462,5.887550684713638
[14109] BIANCHINI G. (2007)|samp. OLT 7,INTRAPLATE VOLCANICS,0.841104202473084,False,-10.718812420626818,35.79792633025045,-0.5326905017086201,3.7838077764785947,-192.02985747658568,9.082945874119833
[14109] BIANCHINI G. (2007)|samp. OLT 8,INTRAPLATE VOLCANICS,1.058732823965799,True,80.00542202537122,79.68677980065604,0.6954509165064628,2.7594684288008455,-152.20241670903374,5.570387974234942
[14110] SHIMIZU Y. (2008)|samp. CNT131,CONVERGENT MARGIN,0.8239121550743539,False,70.573945482191,90.4648997191066,1.1896515614598933,5.337670054303116,-186.7824826854037,6.847022715684695
[14110] SHIMIZU Y. (2008)|samp. CNT163,CONVERGENT MARGIN,0.8146924239337139,False,54.87589226889634,87.24648048291499,1.2046136209107399,5.5393185075609335,-187.02103574137072,7.07565911900629
[14144] DE HOOG J. C. M. (2010)|samp. 13-52-109,INTRAPLATE VOLCANICS,1.186146810907423,True,-53.484807361445974,-40.60491622655559,6.973685855583222,1.4956185514617157,-119.68622712847014,17.070851703863326
[14144] DE HOOG J. C. M. (2010)|samp. 13-52-110,INTRAPLATE VOLCANICS,1.006518367623016,True,88.27890755380031,124.62091310678113,11.160683601842074,-5.3792344324135115,-90.96233572740084,17.70666882394008
[14144] DE HOOG J. C. M. (2010)|samp. 13-52-13,INTRAPLATE VOLCANICS,1.198949695592519,True,5.312118061741103,8.804067867902404,5.90723313058867,0.5844555620676815,-117.02370607201306,17.112932885521314
[14144] DE HOOG J. C. M. (2010)|samp. 13-52-14,INTRAPLATE VOLCANICS,1.201999362445454,True,-97.2173513891396,-83.21965678530728,9.108584648959944,0.14899953167532232,-81.7417572421416,15.153867638452088
[14144] DE HOOG J. C. M. (2010)|samp. 13-52-26,INTRAPLATE VOLCANICS,1.0983434897789908,True,-101.2293011655604,-98.68202220350736,9.533182384920167,3.38929442749029,-129.2440356426921,15.528137181767768
[14144] DE HOOG J. C. M. (2010)|samp. 13-52-27,INTRAPLATE VOLCANICS,0.9733657245256448,True,59.15553605141554,99.83631418715595,7.398023237044763,-2.365188168891269,-114.23208181609766,17.336849253154945
[14144] DE HOOG J. C. M. (2010)|samp. 13-52-8,INTRAPLATE VOLCANICS,1.097964517948146,True,65.47330303196418,100.82547332806678,6.819577764920773,-2.7778897879952424,-116.62274073361732,16.476868242268843
[14144] DE HOOG J. C. M. (2010)|samp. 13-53-70,INTRAPLATE VOLCANICS,1.2428986300785472,False,6.695444750274191,3.129289725132594,3.9507289096619918,0.8003769928681894,-112.08075133277885,16.623877035855013
[14144] DE HOOG J. C. M. (2010)|samp. 13-54-102,INTRAPLATE VOLCANICS,0.8750078952184456,False,98.4045245708379,117.90989710839824,8.117191129609989,-3.921552402109448,-128.15816031995678,16.873604167968693
