track,model,repr,target,n_aug,seed,rmse_test,rmse_train,r2_test,overfit_ratio
opx_liq,XGB,pwlr,P_kbar,15,44,4.34247011955442,0.19167073019334374,0.7393050775231108,0.04413864112276518
opx_liq,RF,raw,T_C,1,45,83.00052606803729,0.0,0.8111811884743476,0.0
opx_liq,XGB,raw,T_C,1,45,94.16046279317894,0.11284938220498532,0.7569919063503203,0.001198479477026957
opx_liq,RF,raw,P_kbar,1,45,5.718733650548801,0.022518867455572203,0.6850904665681291,0.003937736714388013
opx_liq,XGB,raw,P_kbar,1,45,5.64732879353198,0.007856214260523142,0.6929053744009588,0.001391138102233582
opx_liq,RF,raw,T_C,3,45,81.58019844055866,0.0,0.8175881346328977,0.0
opx_liq,XGB,raw,T_C,3,45,94.80969247216603,1.2680508980315626,0.7536293067682462,0.013374696879265097
opx_liq,RF,raw,P_kbar,3,45,6.210478640216256,3.0070401031366447e-08,0.6286048622037889,4.841881402931507e-09
opx_liq,XGB,raw,P_kbar,3,45,5.982820577280457,0.06155128153392458,0.6553343315227076,0.010288003917025914
opx_liq,RF,raw,T_C,5,45,88.12588089270108,0.0,0.7871417378632855,0.0
opx_liq,XGB,raw,T_C,5,45,91.21821231120171,2.2695858282490735,0.7719412796359927,0.024880840906047502
opx_liq,RF,raw,P_kbar,5,45,5.79004291043327,3.117444764554186e-08,0.677188027492609,5.38414794635936e-09
opx_liq,XGB,raw,P_kbar,5,45,6.420039098555303,0.12540658257788362,0.6031179888064815,0.01953361664200827
opx_liq,RF,raw,T_C,10,45,86.67433826841987,0.0,0.7940960685152163,0.0
opx_liq,XGB,raw,T_C,10,45,96.02908534626111,3.7033550516235665,0.7472511696864095,0.03856493101303663
opx_liq,RF,raw,P_kbar,10,45,6.050307084409607,3.201229655833433e-08,0.6475147854248641,5.2910201270318015e-09
opx_liq,XGB,raw,P_kbar,10,45,5.88185101926445,0.21629449877912538,0.666869720559562,0.03677320252939251
opx_liq,RF,raw,T_C,15,45,87.70472513123217,2.644058702293055e-15,0.7891713861616019,3.0147277679016295e-17
opx_liq,XGB,raw,T_C,15,45,99.20170323680885,4.691344524283556,0.7302746114673362,0.047290967505715466
opx_liq,RF,raw,P_kbar,15,45,6.491493756298842,3.504992146757877e-08,0.5942342779075327,5.399361500358687e-09
opx_liq,XGB,raw,P_kbar,15,45,6.217568058178883,0.2578317101146178,0.6277564644175226,0.041468256994059566
opx_liq,RF,alr,T_C,1,45,76.22688342375908,0.0,0.8407424987753805,0.0
opx_liq,XGB,alr,T_C,1,45,90.27365155304463,0.11856782527655182,0.7766399029502714,0.001313426711302152
opx_liq,RF,alr,P_kbar,1,45,6.917644821408358,2.9427536184025668e-08,0.5392104847158727,4.253981946710374e-09
opx_liq,XGB,alr,P_kbar,1,45,6.624775680237294,0.007397013744384204,0.5774010403846201,0.0011165681830481616
opx_liq,RF,alr,T_C,3,45,82.01314961765958,0.0,0.8156468548345883,0.0
opx_liq,XGB,alr,T_C,3,45,86.269038090957,1.2017449779342124,0.7960172318831129,0.01393020027263041
opx_liq,RF,alr,P_kbar,3,45,7.40988323443232,3.5064163512553584e-08,0.47130062421358476,4.732080439488854e-09
opx_liq,XGB,alr,P_kbar,3,45,6.373427746321649,0.06631458711324299,0.6088600262370756,0.010404854303324565
opx_liq,RF,alr,T_C,5,45,82.1816435632887,0.0,0.8148885789383479,0.0
opx_liq,XGB,alr,T_C,5,45,84.76851117270196,2.3104093465335214,0.8030514985057329,0.027255514041368976
opx_liq,RF,alr,P_kbar,5,45,7.994471225883014,3.770610893340102e-08,0.3845885725337861,4.7165231905924165e-09
opx_liq,XGB,alr,P_kbar,5,45,6.545230271372263,0.11877995605886633,0.5874886242550941,0.018147559540936227
opx_liq,RF,alr,T_C,10,45,89.3604395742989,0.0,0.7811360854435727,0.0
opx_liq,XGB,alr,T_C,10,45,82.07628373530865,4.357139606936361,0.8153629137085877,0.05308646308826419
opx_liq,RF,alr,P_kbar,10,45,8.173006805994332,4.002699006628108e-08,0.35679443978632897,4.897461976530359e-09
opx_liq,XGB,alr,P_kbar,10,45,6.069100590515725,0.18101085898522865,0.6453216003947696,0.02982498910433237
opx_liq,RF,alr,T_C,15,45,92.87767455507732,0.0,0.763568010879232,0.0
opx_liq,XGB,alr,T_C,15,45,90.86831022195967,5.057941309436859,0.7736875356196558,0.05566232382974953
opx_liq,RF,alr,P_kbar,15,45,8.346445269513863,3.9769727604270446e-08,0.32920600099870334,4.764870111774761e-09
opx_liq,XGB,alr,P_kbar,15,45,7.0781673879318605,0.23548255677046404,0.5175773093722125,0.03326885955988513
opx_liq,RF,pwlr,T_C,1,45,82.20991116301788,0.0,0.8147612133794753,0.0
opx_liq,XGB,pwlr,T_C,1,45,102.96932829147377,0.0551096431443917,0.7093975113928555,0.0005352044541690477
opx_liq,RF,pwlr,P_kbar,1,45,6.928430482749224,2.4741631166428163e-08,0.537772482557525,3.5710297199389092e-09
opx_liq,XGB,pwlr,P_kbar,1,45,7.105528597898458,0.004452076715182117,0.513840415348114,0.0006265651673682476
opx_liq,RF,pwlr,T_C,3,45,105.0990622552326,0.0,0.6972520215707425,0.0
opx_liq,XGB,pwlr,T_C,3,45,104.02964129543311,1.0602487314141649,0.7033818159497865,0.010191794552123575
opx_liq,RF,pwlr,P_kbar,3,45,7.451494403857921,2.7593354301025813e-08,0.4653459903874626,3.703063144855841e-09
opx_liq,XGB,pwlr,P_kbar,3,45,7.267630033253818,0.04203451507112506,0.4914054631752779,0.0057837995163198515
opx_liq,RF,pwlr,T_C,5,45,104.22867319160503,0.0,0.7022457367737311,0.0
opx_liq,XGB,pwlr,T_C,5,45,114.26018029073914,2.1473551750626965,0.642172775576626,0.018793556684390606
opx_liq,RF,pwlr,P_kbar,5,45,7.713815606070321,3.321919725574629e-08,0.4270396418800292,4.306454672004957e-09
opx_liq,XGB,pwlr,P_kbar,5,45,6.861943690388786,0.09476857983131119,0.5466011976052323,0.013810748689769817
opx_liq,RF,pwlr,T_C,10,45,95.6307669141719,0.0,0.7493435716674286,0.0
opx_liq,XGB,pwlr,T_C,10,45,105.68861207246086,3.711292752166032,0.6938459851230023,0.035115351402491154
opx_liq,RF,pwlr,P_kbar,10,45,7.704396890180269,3.6065678359330167e-08,0.42843797869778677,4.681181262260529e-09
opx_liq,XGB,pwlr,P_kbar,10,45,7.859136542383588,0.1446177310240881,0.4052482382280699,0.01840122388053423
opx_liq,RF,pwlr,T_C,15,45,81.89283687250911,0.0,0.8161873477700471,0.0
opx_liq,XGB,pwlr,T_C,15,45,85.48688290255043,4.504710107470497,0.7996992694724137,0.052694752159879045
opx_liq,RF,pwlr,P_kbar,15,45,8.336816839642058,3.5500509593643286e-08,0.3307527595064603,4.258281101347491e-09
opx_liq,XGB,pwlr,P_kbar,15,45,7.78967269733936,0.18401422481482704,0.4157153336794558,0.023622844240641705
opx_liq,RF,raw,T_C,1,46,75.10220555540938,0.0,0.8461847499558326,0.0
opx_liq,XGB,raw,T_C,1,46,90.58420268731014,0.1484126164011571,0.7762315027171374,0.0016383940245460493
opx_liq,RF,raw,P_kbar,1,46,6.612107026851623,2.858689203739354e-08,0.6133632366975105,4.323416411939914e-09
opx_liq,XGB,raw,P_kbar,1,46,6.093467406543909,0.004903525716742876,0.6716383856938859,0.0008047184615243648
