Experiment,Index,Number of analyses,SiO2 value,SiO2 error,TiO2 value,TiO2 error,Al2O3 value,Al2O3 error,Fe2O3 value,Fe2O3 error,Cr2O3 value,Cr2O3 error,FeO value,FeO error,MnO value,MnO error,MgO value,MgO error,NiO value,NiO error,CoO value,CoO error,CaO value,CaO error,Na2O value,Na2O error,K2O value,K2O error,P2O5 value,P2O5 error,H2O value,H2O error,CO2 value,CO2 error,CO2 method,CO2 units,CO2 standard,SrO value,SrO error,BaO value,BaO error,Li2O value,Li2O error,Li2O method,Li2O units,Li2O standard,ZrO2 value,ZrO2 error,Rb2O value,Rb2O error,Rb2O method,Rb2O units,Rb2O standard,F value,F error,S value,S error,Cl value,Cl error,LOI value,LOI error,LOI method,LOI units,LOI standard,H2OP value,H2OP error,H2OP method,H2OP units,H2OP standard,H2OM value,H2OM error,H2OM method,H2OM units,H2OM standard,P value,P error,SO3 value,SO3 error,SO3 method,SO3 units,SO3 standard,REE_oxide value,REE_oxide error,total value,total error,total method,total units,total standard,V2O3 value,V2O3 error,F2O value,F2O error,F2O method,F2O units,F2O standard,C value,C error,volatiles value,volatiles error,volatiles method,volatiles units,volatiles standard,T_C,P_GPa,P_kbar,SiO2,TiO2,Al2O3,Cr2O3,Fe2O3,FeO,MnO,MgO,CaO,Na2O,K2O,FeO_total,Fe3_FeT,FeO_calc,Fe2O3_calc,oxide_total,SiO2_cat,TiO2_cat,Al2O3_cat,Cr2O3_cat,FeO_cat,MnO_cat,MgO_cat,CaO_cat,Na2O_cat,K2O_cat,cation_sum,En_frac,Fs_frac,Wo_frac,Wo,liq_SiO2,liq_TiO2,liq_Al2O3,liq_FeO,liq_MgO,liq_CaO,liq_Na2O,liq_K2O,H2O_Liq,FeMg_opx,FeMg_liq,KD_FeMg,Citation,Label,Spatial,SiO2 method,SiO2 units,SiO2 standard,TiO2 method,TiO2 units,TiO2 standard,Al2O3 method,Al2O3 units,Al2O3 standard,Fe2O3 method,Fe2O3 units,Fe2O3 standard,Cr2O3 method,Cr2O3 units,Cr2O3 standard,FeO method,FeO units,FeO standard,MnO method,MnO units,MnO standard,MgO method,MgO units,MgO standard,NiO method,NiO units,NiO standard,CoO method,CoO units,CoO standard,CaO method,CaO units,CaO standard,Na2O method,Na2O units,Na2O standard,K2O method,K2O units,K2O standard,P2O5 method,P2O5 units,P2O5 standard,H2O method,H2O units,H2O standard,SrO method,SrO units,SrO standard,BaO method,BaO units,BaO standard,ZrO2 method,ZrO2 units,ZrO2 standard,F method,F units,F standard,S method,S units,S standard,Cl method,Cl units,Cl standard,P method,P units,P standard,REE_oxide method,REE_oxide units,REE_oxide standard,V2O3 method,V2O3 units,V2O3 standard,C method,C units,C standard,DOI,H2O_Liq_Method,is_vbd,opx_liq_pair,Mg_num,Al_IV,Al_VI,MgTs,liq_Mg_num
1050-5,5062.0,,52.680000305176,,0.62999999523163,,3.5099999904633,,,,0.18999999761581,,10.439999580383,,0.27000001072884,,30.39999961853,,0.11999999731779,,,,1.7200000286102,,0.03999999910593,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1052.0,0.49849998950958,4.9849998950958,52.680000305176,0.62999999523163,3.5099999904633,0.18999999761581,0.0,10.439999580383,0.27000001072884,30.39999961853,1.7200000286102,0.03999999910593,0.0,10.439999580383,0.15,8.87399964332555,1.7403995458820793,99.87999952584471,1.8714111454374471,0.016836851933143077,0.1469553173626566,0.005336430484907217,0.31016462021728064,0.00812406227721245,1.6099326506571234,0.06546753102082688,0.002755038630061223,0.0,4.036983648020659,81.08184880797822,15.620976959363254,3.297174232658527,3.297174232658527,47.700000762939,2.2999999523163,18.200000762939,9.0,7.4000000953674,5.5,3.0,0.69999998807907,4.5999999046326,0.1926568916349894,0.6822890950762026,0.2823684168856197,"Kelemen, P.B., Joyce, D.B., Webster, J.D., Holloway, J.R. (1990) Reaction between ultramafic rock and fractionating basaltic magma II. Experimental investigation of reaction between olivine tholeiite and hartzburgite at 1150-1050_C and 5kb. Journal of Petrology 31 99-134",Orthopyroxene 1,,EMP,wt%,Not Specified,EMP,wt%,Not Specified,EMP,wt%,Not Specified,,,,EMP,wt%,Not Specified,EMP,wt%,Not Specified,EMP,wt%,Not Specified,EMP,wt%,Not Specified,EMP,wt%,Not Specified,,,,EMP,wt%,Not Specified,EMP,wt%,Not Specified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://doi.org/10.1093/petrology/31.1.99,EMP,False,True,83.84641106874585,0.12858885456255287,0.018366462800103733,0.018366462800103733,59.4428153238848
1050-6,5063.0,,53.424999237061,,0.5799999833107,,3.4349999427795,,,,0.18999999761581,,12.529999732971,,0.23000000417232,,28.340000152588,,0.12999999523163,,,,1.5099999904633,,0.014999999664724,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1052.0,0.49849998950958,4.9849998950958,53.424999237061,0.5799999833107,3.4349999427795,0.18999999761581,0.0,12.529999732971,0.23000000417232,28.340000152588,1.5099999904633,0.014999999664724,0.0,12.529999732971,0.15,10.650499773025349,2.0888129043742056,100.25499904062636,1.9015247026902005,0.015530388922426053,0.144091687686857,0.005346688229100904,0.3729725261588253,0.006933800000535593,1.5037234852151038,0.05758487882728157,0.0010351253981285798,0.0,4.008743283128459,77.7406990283961,19.282231864474838,2.9770691071290787,2.9770691071290787,48.400001525879,2.0999999046326,17.10000038147,8.0,6.4000000953674,7.5,2.9000000953674,0.69999998807907,4.3000001907349,0.2480326534937855,0.7012415685273615,0.3537050064140737,"Kelemen, P.B., Joyce, D.B., Webster, J.D., Holloway, J.R. (1990) Reaction between ultramafic rock and fractionating basaltic magma II. Experimental investigation of reaction between olivine tholeiite and hartzburgite at 1150-1050_C and 5kb. Journal of Petrology 31 99-134",Orthopyroxene 1,,EMP,wt%,Not Specified,EMP,wt%,Not Specified,EMP,wt%,Not Specified,,,,EMP,wt%,Not Specified,EMP,wt%,Not Specified,EMP,wt%,Not Specified,EMP,wt%,Not Specified,EMP,wt%,Not Specified,,,,EMP,wt%,Not Specified,EMP,wt%,Not Specified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://doi.org/10.1093/petrology/31.1.99,EMP,False,False,80.12610865593666,0.09847529730979954,0.045616390377057475,0.045616390377057475,58.78059991595583
106b,59566.0,,55.3,,,,1.01,,,,,,12.65,,,,29.96,,,,,,0.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1287.0,0.0001,0.001,55.3,0.0,1.01,0.0,0.0,12.65,0.0,29.96,0.52,0.0,0.0,12.65,0.15,10.7525,2.108817542174712,99.43999999999998,1.9728215796000084,0.0,0.04246575004365967,0.0,0.3774170686897384,0.0,1.5933646390457208,0.019876507999033365,0.0,0.0,4.005945545378161,80.04209996731244,18.95941079722131,0.9984892354662468,0.9984892354662468,51.32,,12.31,15.59,11.76,6.58,,,,0.2368679832858451,0.7436977017854635,0.318500356686829,"Colson, R.O., McKay, G.A., Taylor, L.A. (1988) Temperature and composition dependencies of trace element partitioning: Olivine/melt and low-Ca pyroxene/melt. Geochimica et Cosmochimica Acta 52 539-553",Orthopyroxene 1,,EMP,wt%,NASA JSC,,,,EMP,wt%,NASA JSC,,,,,,,EMP,wt%,NASA JSC,,,,EMP,wt%,NASA JSC,,,,,,,EMP,wt%,NASA JSC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://doi.org/10.1016/0016-7037(88)90109-3,,False,True,80.8493722461321,0.027178420399991632,0.015287329643668038,0.015287329643668038,57.34939026277591
1075-1,5067.0,,54.729999542236,,0.15000000596046,,4.7199997901917,,,,0.31000000238419,,6.5900001525879,,0.15999999642372,,31.739999771118,,0.12999999523163,,,,0.80000001192093,,0.10000000149012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1075.0,0.4835000038147,4.835000038147,54.729999542236,0.15000000596046,4.7199997901917,0.31000000238419,0.0,6.5900001525879,0.15999999642372,31.739999771118,0.80000001192093,0.10000000149012,0.0,6.5900001525879,0.15,5.601500129699716,1.098585606696553,99.29999927431302,1.9056896823104117,0.003929297555711324,0.19369725420750308,0.008534188937314856,0.19190243969146945,0.004718812604237294,1.6475717802445122,0.029846320432330712,0.006751045155955534,0.0,3.992640821139446,88.13746731311748,10.26589263570917,1.5966400511733578,1.5966400511733578,49.400001525879,2.7000000476837,15.0,9.0,9.6000003814697,8.0,0.60000002384186,0.60000002384186,3.5999999046326,0.11647592049858346,0.5259311633338785,0.22146609408015,"Kelemen, P.B., Joyce, D.B., Webster, J.D., Holloway, J.R. (1990) Reaction between ultramafic rock and fractionating basaltic magma II. Experimental investigation of reaction between olivine tholeiite and hartzburgite at 1150-1050_C and 5kb. Journal of Petrology 31 99-134",Orthopyroxene 1,,EMP,wt%,Not Specified,EMP,wt%,Not Specified,EMP,wt%,Not Specified,,,,EMP,wt%,Not Specified,EMP,wt%,Not Specified,EMP,wt%,Not Specified,EMP,wt%,Not Specified,EMP,wt%,Not Specified,,,,EMP,wt%,Not Specified,EMP,wt%,Not Specified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://doi.org/10.1093/petrology/31.1.99,EMP,False,False,89.5675385057504,0.09431031768958831,0.09938693651791478,0.09431031768958831,65.53375565220021
107b,59567.0,,55.29,,,,3.59,,,,,,9.76,,,,30.52,,,,,,0.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1209.0,0.0001,0.001,55.29,0.0,3.59,0.0,0.0,9.76,0.0,30.52,0.97,0.0,0.0,9.76,0.15,8.296,1.6270402538834141,100.13,1.9329170242621108,0.0,0.14791622571263405,0.0,0.2853545305087792,0.0,1.5906031485477676,0.036333933850280636,0.0,0.0,3.9931248628815723,83.1778551875742,14.922124250444146,1.9000205619816695,1.9000205619816695,50.96,,16.66,10.82,9.57,9.17,,,,0.17940020473951024,0.6342682453105613,0.2828459505357536,"Colson, R.O., McKay, G.A., Taylor, L.A. (1988) Temperature and composition dependencies of trace element partitioning: Olivine/melt and low-Ca pyroxene/melt. Geochimica et Cosmochimica Acta 52 539-553",Orthopyroxene 1,,EMP,wt%,NASA JSC,,,,EMP,wt%,NASA JSC,,,,,,,EMP,wt%,NASA JSC,,,,EMP,wt%,NASA JSC,,,,,,,EMP,wt%,NASA JSC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://doi.org/10.1016/0016-7037(88)90109-3,,False,True,84.78886098047323,0.06708297573788924,0.08083324997474481,0.06708297573788924,61.18946524656784
109,59569.0,,53.0,,,,1.69,,,,,,19.28,,,,24.6,,,,,,1.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1002.75,0.4250250007450575,4.250250007450575,53.0,0.0,1.69,0.0,0.0,19.28,0.0,24.6,1.09,0.0,0.0,19.28,0.15,16.388,3.2140713211959246,99.66,1.9514877568014743,0.0,0.07333839695704038,0.0,0.5936976421974659,0.0,1.3503170635901258,0.04300218517389976,0.0,0.0,4.011843044720006,67.95699974833758,29.878842243267666,2.1641580083947636,2.1641580083947636,70.0,0.25999999046326,17.700000762939,1.2200000286102,0.75,4.1199998855591,4.1700000762939,1.6699999570847,10.39999961853,0.43967276886732465,0.9125490628418148,0.4818072657903101,"Colson, R.O., McKay, G.A., Taylor, L.A. (1988) Temperature and composition dependencies of trace element partitioning: Olivine/melt and low-Ca pyroxene/melt. Geochimica et Cosmochimica Acta 52 539-553",Orthopyroxene 1,,EMP,wt%,NASA JSC,,,,EMP,wt%,NASA JSC,,,,,,,EMP,wt%,NASA JSC,,,,EMP,wt%,NASA JSC,,,,,,,EMP,wt%,NASA JSC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://doi.org/10.1130/0091-7613(1999)027<1111:FPMOOC>2.3.CO;2,multiple,False,False,69.4602288537248,0.04851224319852565,0.024826153758514727,0.024826153758514727,52.28624035997915
1093-11/IH,6173.0,,48.799999237061,,0.5799999833107,,6.6100001335144,,,,,,21.10000038147,,0.5799999833107,,20.89999961853,,,,,,0.21999999880791,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,875.0,0.30000001192093,3.0000001192093,48.799999237061,0.5799999833107,6.6100001335144,0.0,0.0,21.10000038147,0.5799999833107,20.89999961853,0.21999999880791,0.0,0.0,21.10000038147,0.15,17.9350003242495,3.5174743829515456,98.78999933600471,1.8335703315642378,0.01639466861227519,0.2927075826578443,0.0,0.6630229392120633,0.018458302485134283,1.1706706315950104,0.008856752367999179,0.0,0.0,4.003681208494564,63.53534103631519,35.98397996910856,0.48067899457623875,0.48067899457623875,76.400001525879,0.38999998569488,12.699999809265,1.6900000572205,0.46000000834465,0.64999997615814,1.9299999475479,5.5999999046326,1.6000000238419,0.5663616403434591,2.061040499300247,0.27479403754353543,"Patiño Douce, A.E., Beard, J.S. (1995) Dehydration-melting of biotite gneiss and quartz amphibolite from 3 to 15 kbar. Journal of Petrology 36 707-738",Orthopyroxene 1,,EMP,wt%,Not Specified,EMP,wt%,Not Specified,EMP,wt%,Not Specified,,,,,,,EMP,wt%,Not Specified,EMP,wt%,Not Specified,EMP,wt%,Not Specified,,,,,,,EMP,wt%,Not Specified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://doi.org/10.1093/petrology/36.3.707,EMP,False,True,63.84221716389377,0.16642966843576223,0.12627791422208207,0.12627791422208207,32.66863016770277
1093-12/IH,6202.0,,52.5,,0.38999998569488,,1.7699999809265,,,,,,18.0,,1.0299999713898,,24.200000762939,,,,,,1.4900000095367,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,875.0,0.30000001192093,3.0000001192093,52.5,0.38999998569488,1.7699999809265,0.0,0.0,18.0,1.0299999713898,24.200000762939,1.4900000095367,0.0,0.0,18.0,0.15,15.299999999999999,3.000688992817772,99.38000071048687,1.9406704498579805,0.010845610021211888,0.07711173915082208,0.0,0.5564592011704736,0.032248960619651865,1.3335784121842666,0.05901369754098926,0.0,0.0,4.009928070545396,68.42192428332692,28.550259198396404,3.0278165182766896,3.0278165182766896,74.699996948242,0.31000000238419,14.89999961853,1.8600000143051,0.40999999642372,2.9700000286102,2.3699998855591,2.2999999523163,2.4000000953674,0.4172677032609202,2.5449938698633248,0.16395627046572375,"Patiño Douce, A.E., Beard, J.S. (1995) Dehydration-melting of biotite gneiss and quartz amphibolite from 3 to 15 kbar. Journal of Petrology 36 707-738",Orthopyroxene 1,,EMP,wt%,Not Specified,EMP,wt%,Not Specified,EMP,wt%,Not Specified,,,,,,,EMP,wt%,Not Specified,EMP,wt%,Not Specified,EMP,wt%,Not Specified,,,,,,,EMP,wt%,Not Specified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://doi.org/10.1093/petrology/36.3.707,EMP,False,False,70.55830015029272,0.05932955014201946,0.017782189008802615,0.017782189008802615,28.208793490482243
1093-16/IH,6174.0,,49.833333333333336,,0.5600000023841867,,8.969999949137334,,,,,,18.900000254313,,0.6733333269755034,,21.433333079020333,,,,,,0.2333333392937967,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,900.0,0.30000001192093,3.0000001192093,49.833333333333336,0.5600000023841867,8.969999949137334,0.0,0.0,18.900000254313,0.6733333269755034,21.433333079020333,0.2333333392937967,0.0,0.0,18.900000254313,0.15,16.06500021616605,3.150723484853895,100.60333328445749,1.8130407118182947,0.015309964481726251,0.38405355537838676,0.0,0.5749589667008913,0.02075039385979491,1.1624062542703815,0.00910269950130988,0.0,0.0,3.9796225460107855,66.53747265268491,32.94152264348048,0.5210047038346021,0.5210047038346021,76.099998474121,0.31999999284744,12.899999618529998,1.4500000476837,0.33000001311302,0.6899999976158101,1.6299999952316,6.1599998474121,2.0,0.49527521031275695,2.464970381939296,0.20092542041949532,"Patiño Douce, A.E., Beard, J.S. (1995) Dehydration-melting of biotite gneiss and quartz amphibolite from 3 to 15 kbar. Journal of Petrology 36 707-738",Orthopyroxene 1,,EMP,wt%,Not Specified,EMP,wt%,Not Specified,EMP,wt%,Not Specified,,,,,,,EMP,wt%,Not Specified,EMP,wt%,Not Specified,EMP,wt%,Not Specified,,,,,,,EMP,wt%,Not Specified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://doi.org/10.1093/petrology/36.3.707,EMP,False,False,66.90626934620799,0.18695928818170526,0.1970942671966815,0.18695928818170526,28.860275551340035
1093-17/IH,6203.0,,54.299999237061,,0.23000000417232,,2.170000076294,,,,,,12.5,,1.1100000143051,,27.299999237061,,,,,,1.5700000524521,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,900.0,0.30000001192093,3.0000001192093,54.299999237061,0.23000000417232,2.170000076294,0.0,0.0,12.5,1.1100000143051,27.299999237061,1.5700000524521,0.0,0.0,12.5,0.15,10.625,2.083811800567897,99.17999862134553,1.956091945030428,0.006233244876692296,0.09213060799740791,0.0,0.3765891362831379,0.0338686936114509,1.4660971969486056,0.06059868134645455,0.0,0.0,3.991609506094177,77.02982925410774,19.78627128352591,3.1838994623663495,3.1838994623663495,75.699996948242,0.36000001430512,12.60000038147,2.0199999809265,0.47999998927116,2.9800000190735,2.5999999046326,2.7599999904633,5.5,0.2568650544226771,2.360846679698631,0.10880209063617238,"Patiño Douce, A.E., Beard, J.S. (1995) Dehydration-melting of biotite gneiss and quartz amphibolite from 3 to 15 kbar. Journal of Petrology 36 707-738",Orthopyroxene 1,,EMP,wt%,Not Specified,EMP,wt%,Not Specified,EMP,wt%,Not Specified,,,,,,,EMP,wt%,Not Specified,EMP,wt%,Not Specified,EMP,wt%,Not Specified,,,,,,,EMP,wt%,Not Specified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://doi.org/10.1093/petrology/36.3.707,EMP,False,False,79.56303634039182,0.04390805496957206,0.048222553027835846,0.04390805496957206,29.754407008226586
1093-21/I H,6179.0,,51.0,,0.34000000357628,,4.7699999809265,,,,,,21.299999237061,,0.64999997615814,,21.10000038147,,,,,,0.37000000476837,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,925.0,0.5,5.0,51.0,0.34000000357628,4.7699999809265,0.0,0.0,21.299999237061,0.64999997615814,21.10000038147,0.37000000476837,0.0,0.0,21.299999237061,0.15,18.10499935150185,3.550815180981994,99.52999958396029,1.8987351850335277,0.009522918059210806,0.20929909301905758,0.0,0.6631963743959077,0.020497154873254028,1.1710821803381906,0.014759444678583753,0.0,0.0,3.9870923503977322,63.33467352808144,35.86710357529493,0.7982228966236421,0.7982228966236421,75.900001525879,0.43999999761581,13.199999809265,1.7300000190735,0.49000000953674,0.8299999833107,1.6399999856949,5.6700000762939,3.0,0.566310704347313,1.9806496675813836,0.2859216920672538,"Patiño Douce, A.E., Beard, J.S. (1995) Dehydration-melting of biotite gneiss and quartz amphibolite from 3 to 15 kbar. Journal of Petrology 36 707-738",Orthopyroxene 1,,EMP,wt%,Not Specified,EMP,wt%,Not Specified,EMP,wt%,Not Specified,,,,,,,EMP,wt%,Not Specified,EMP,wt%,Not Specified,EMP,wt%,Not Specified,,,,,,,EMP,wt%,Not Specified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://doi.org/10.1093/petrology/36.3.707,EMP,False,True,63.84429329535249,0.10126481496647233,0.10803427805258525,0.10126481496647233,33.549732827589885
1093-26/IH,6208.0,,53.900001525879,,0.25999999046326,,2.7799999713898,,,,,,16.200000762939,,0.77999997138977,,25.10000038147,,,,,,1.9900000095367,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,925.0,0.5,5.0,53.900001525879,0.25999999046326,2.7799999713898,0.0,0.0,16.200000762939,0.77999997138977,25.10000038147,1.9900000095367,0.0,0.0,16.200000762939,0.15,13.770000648498149,2.700620220721698,101.01000261306751,1.9380904660719864,0.007033241068133655,0.11781071886441678,0.0,0.4871566506771748,0.023755592898524972,1.3454565678949046,0.07666769595253141,0.0,0.0,3.9959709334276727,70.46928284148842,25.515189879665837,4.015527278845752,4.015527278845752,76.0,0.47999998927116,13.199999809265,2.460000038147,0.63999998569489,2.8199999332428,1.6299999952316,2.3399999141693,1.7000000476837,0.36207534475778574,2.1563179369885397,0.16791371000857658,"Patiño Douce, A.E., Beard, J.S. (1995) Dehydration-melting of biotite gneiss and quartz amphibolite from 3 to 15 kbar. Journal of Petrology 36 707-738",Orthopyroxene 1,,EMP,wt%,Not Specified,EMP,wt%,Not Specified,EMP,wt%,Not Specified,,,,,,,EMP,wt%,Not Specified,EMP,wt%,Not Specified,EMP,wt%,Not Specified,,,,,,,EMP,wt%,Not Specified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://doi.org/10.1093/petrology/36.3.707,EMP,False,False,73.4173776692087,0.06190953392801357,0.05590118493640321,0.05590118493640321,31.682486364288938
1093-6/1H,6175.0,,45.200000762939,,0.93999999761581,,16.219999313354,,,,,,18.10000038147,,0.63999998569489,,19.39999961853,,,,,,0.28000000119209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,925.0,0.30000001192093,3.0000001192093,45.200000762939,0.93999999761581,16.219999313354,0.0,0.0,18.10000038147,0.63999998569489,19.39999961853,0.28000000119209,0.0,0.0,18.10000038147,0.15,15.3850003242495,3.0173595508152498,100.78000006079579,1.6397686422937636,0.02565481522236756,0.6935051863206491,0.0,0.549150081216508,0.019665732111222183,1.0491958003922879,0.01088369176674531,0.0,0.0,3.9878239493235434,65.19864025314182,34.125030405985115,0.6763293408730698,0.6763293408730698,75.699996948242,0.31999999284744,13.0,1.2699999809265,0.37000000476837,0.63999998569489,2.0599999427795,6.3400001525879,2.7000000476837,0.5234009524353644,1.9255714171847471,0.2718159128060776,"Patiño Douce, A.E., Beard, J.S. (1995) Dehydration-melting of biotite gneiss and quartz amphibolite from 3 to 15 kbar. Journal of Petrology 36 707-738",Orthopyroxene 1,,EMP,wt%,Not Specified,EMP,wt%,Not Specified,EMP,wt%,Not Specified,,,,,,,EMP,wt%,Not Specified,EMP,wt%,Not Specified,EMP,wt%,Not Specified,,,,,,,EMP,wt%,Not Specified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://doi.org/10.1093/petrology/36.3.707,EMP,False,True,65.64260041989363,0.3602313577062364,0.3332738286144127,0.3332738286144127,34.18135664458643
1093-7/1H,6204.0,,55.299999237061,,0.17000000178814,,2.039999961853,,,,,,10.0,,0.98000001907349,,28.60000038147,,,,,,1.6499999761581,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,925.0,0.30000001192093,3.0000001192093,55.299999237061,0.17000000178814,2.039999961853,0.0,0.0,10.0,0.98000001907349,28.60000038147,1.6499999761581,0.0,0.0,10.0,0.15,8.5,1.667049440454318,98.73999957740372,1.9743029040462308,0.00456598508584074,0.08583680918255199,0.0,0.2985774415072672,0.029634715540043325,1.5221778052343384,0.06311704568038023,0.0,0.0,3.978212706276653,80.80047736555233,15.84913386689304,3.3503887675546355,3.3503887675546355,74.900001525879,0.37999999523163,13.60000038147,1.2699999809265,0.54000002145767,3.0099999904633,3.0999999046326,2.6300001144409,1.6000000238419,0.1961514880065548,1.3193729726472658,0.14867023356783274,"Patiño Douce, A.E., Beard, J.S. (1995) Dehydration-melting of biotite gneiss and quartz amphibolite from 3 to 15 kbar. Journal of Petrology 36 707-738",Orthopyroxene 1,,EMP,wt%,Not Specified,EMP,wt%,Not Specified,EMP,wt%,Not Specified,,,,,,,EMP,wt%,Not Specified,EMP,wt%,Not Specified,EMP,wt%,Not Specified,,,,,,,EMP,wt%,Not Specified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://doi.org/10.1093/petrology/36.3.707,EMP,False,False,83.6014509890005,0.025697095953769233,0.060139713228782754,0.025697095953769233,43.11510101191826
11,4369.5,,54.25,0.450000017881395,0.274999991059305,0.014999999664723799,0.8299999833107,0.16999999806285002,,,0.10000000149012,0.059999998658895,16.5500001907345,0.30000001192093,0.27000001072884,0.029999999329448,25.3999996185305,0.50000001490116,,,,,1.9250000119209498,0.074999999254942,0.0350000001490115,0.014999999664723799,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1195.5555555555557,0.8629055543731903,8.629055543731903,54.25,0.274999991059305,0.8299999833107,0.05000000074506,0.0,16.5500001907345,0.13500000536442,25.3999996185305,1.9250000119209498,0.0350000001490115,0.0,16.5500001907345,0.15,14.067500162124324,2.75896685574828,99.44999980181444,1.9806080409800464,0.00756995558863215,0.03566602530777453,0.001403842544183395,0.5092189746766894,0.00406063895211056,1.3782113978847546,0.0752937206249182,0.0025089458924669903,0.0,3.9945415424515764,70.19874195360022,25.96504899429651,3.8362090521032735,3.8362090521032735,47.61,,20.95,,16.3,11.37,3.9500000000000006,,,,,,"Baker, R.B., Eggler, D.H. (1987) Compositions of anhydrous and hydrous melts coexisting with plagioclase, augite, and olivine or low-Ca pyrxene from 1 atm to 8 kbar: Application to the Aleutian volcanic center of Atka. American Mineralogist 72 12-28",Orthopyroxene 1,,EMP,wt%,Not Specified,EMP,wt%,Not Specified,EMP,wt%,Not Specified,,,,EMP,wt%,Not Specified,EMP,wt%,Not Specified,EMP,wt%,Not Specified,EMP,wt%,Not Specified,,,,,,,EMP,wt%,Not Specified,EMP,wt%,Not Specified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://doi.org/10.1016/0012-821X(78)90184-X,,False,False,73.02051603706974,0.01939195901995361,0.016274066287820924,0.016274066287820924,
