Experiment,Index,Number of analyses,SiO2 value,SiO2 error,TiO2 value,TiO2 error,Al2O3 value,Al2O3 error,Fe2O3 value,Fe2O3 error,Cr2O3 value,Cr2O3 error,FeO value,FeO error,MnO value,MnO error,MgO value,MgO error,NiO value,NiO error,CoO value,CoO error,CaO value,CaO error,Na2O value,Na2O error,K2O value,K2O error,P2O5 value,P2O5 error,H2O value,H2O error,CO2 value,CO2 error,CO2 method,CO2 units,CO2 standard,SrO value,SrO error,BaO value,BaO error,Li2O value,Li2O error,Li2O method,Li2O units,Li2O standard,ZrO2 value,ZrO2 error,Rb2O value,Rb2O error,Rb2O method,Rb2O units,Rb2O standard,F value,F error,S value,S error,Cl value,Cl error,LOI value,LOI error,LOI method,LOI units,LOI standard,H2OP value,H2OP error,H2OP method,H2OP units,H2OP standard,H2OM value,H2OM error,H2OM method,H2OM units,H2OM standard,P value,P error,SO3 value,SO3 error,SO3 method,SO3 units,SO3 standard,REE_oxide value,REE_oxide error,total value,total error,total method,total units,total standard,V2O3 value,V2O3 error,F2O value,F2O error,F2O method,F2O units,F2O standard,C value,C error,volatiles value,volatiles error,volatiles method,volatiles units,volatiles standard,T_C,P_GPa,P_kbar,SiO2,TiO2,Al2O3,Cr2O3,Fe2O3,FeO,MnO,MgO,CaO,Na2O,K2O,FeO_total,Fe3_FeT,FeO_calc,Fe2O3_calc,oxide_total,SiO2_cat,TiO2_cat,Al2O3_cat,Cr2O3_cat,FeO_cat,MnO_cat,MgO_cat,CaO_cat,Na2O_cat,K2O_cat,cation_sum,En_frac,Fs_frac,Wo_frac,Wo,liq_SiO2,liq_TiO2,liq_Al2O3,liq_FeO,liq_MgO,liq_CaO,liq_Na2O,liq_K2O,H2O_Liq,FeMg_opx,FeMg_liq,KD_FeMg,Citation,Label,Spatial,SiO2 method,SiO2 units,SiO2 standard,TiO2 method,TiO2 units,TiO2 standard,Al2O3 method,Al2O3 units,Al2O3 standard,Fe2O3 method,Fe2O3 units,Fe2O3 standard,Cr2O3 method,Cr2O3 units,Cr2O3 standard,FeO method,FeO units,FeO standard,MnO method,MnO units,MnO standard,MgO method,MgO units,MgO standard,NiO method,NiO units,NiO standard,CoO method,CoO units,CoO standard,CaO method,CaO units,CaO standard,Na2O method,Na2O units,Na2O standard,K2O method,K2O units,K2O standard,P2O5 method,P2O5 units,P2O5 standard,H2O method,H2O units,H2O standard,SrO method,SrO units,SrO standard,BaO method,BaO units,BaO standard,ZrO2 method,ZrO2 units,ZrO2 standard,F method,F units,F standard,S method,S units,S standard,Cl method,Cl units,Cl standard,P method,P units,P standard,REE_oxide method,REE_oxide units,REE_oxide standard,V2O3 method,V2O3 units,V2O3 standard,C method,C units,C standard,DOI,H2O_Liq_Method,is_vbd,opx_liq_pair,Mg_num,Al_IV,Al_VI,MgTs,liq_Mg_num
DG2-DGV-51,940.0,,53.130001068115,0.41999998688698,0.27000001072884,0.090000003576279,8.7399997711182,0.46000000834465,,,,,4.9000000953674,0.15000000596046,,,30.280000686646,0.44999998807907,,,,,0.28000000119209,0.090000003576279,0.10999999940395,0.029999999329448,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1025.0,3.0,30.0,53.130001068115,0.27000001072884,8.7399997711182,0.0,0.0,4.9000000953674,0.0,30.280000686646,0.28000000119209,0.10999999940395,0.0,4.9000000953674,0.15,4.165000081062289,0.8168542417208328,97.71000163257149,1.8559361971740562,0.0070955146732899505,0.35982338563618305,0.0,0.14314877608787618,0.0,1.5768478323209505,0.010479856027432273,0.007450066829551338,0.0,3.9607816287493396,91.12217731517335,8.272217451654859,0.6056052331717969,0.6056052331717969,,,,,,,,,,,,,"Draper, D.S., Green, T.H. (1997) P-T phase relations of silicic, alkaline, aluminous mantle-xenolith glasses under anhydrous and C-O-H fluid-saturated conditions. Journal of Petrology 38 1187-1224",Orthopyroxene 1,,EMP,wt%,Not Specified,EMP,wt%,Not Specified,EMP,wt%,Not Specified,,,,,,,EMP,wt%,Not Specified,,,,EMP,wt%,Not Specified,,,,,,,EMP,wt%,Not Specified,EMP,wt%,Not Specified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://doi.org/10.1093/petroj/38.9.1187,,False,False,91.67738032807497,0.14406380282594378,0.21575958281023927,0.14406380282594378,
DG2-DGV-53,874.0,,54.529998779297,0.36000001430512,0.23000000417232,0.019999999552965,7.0300002098083,0.17000000178814,,,,,5.0300002098083,0.10000000149012,,,32.869998931885,0.23000000417232,,,,,0.27000001072884,0.0099999997764826,0.090000003576279,0.0099999997764826,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1050.0,3.0,30.0,54.529998779297,0.23000000417232,7.0300002098083,0.0,0.0,5.0300002098083,0.0,32.869998931885,0.27000001072884,0.090000003576279,0.0,5.0300002098083,0.15,4.2755001783370545,0.8385259035246028,100.04999814927604,1.8651357079390491,0.00591833707210563,0.28339033435677274,0.0,0.14388359660320066,0.0,1.6760436539897139,0.009894931586950447,0.005968452525332926,0.0,3.9902350140731255,91.59598513518101,7.863255676122163,0.5407591886968288,0.5407591886968288,,,,,,,,,,,,,"Draper, D.S., Green, T.H. (1997) P-T phase relations of silicic, alkaline, aluminous mantle-xenolith glasses under anhydrous and C-O-H fluid-saturated conditions. Journal of Petrology 38 1187-1224",Orthopyroxene 1,,EMP,wt%,Not Specified,EMP,wt%,Not Specified,EMP,wt%,Not Specified,,,,,,,EMP,wt%,Not Specified,,,,EMP,wt%,Not Specified,,,,,,,EMP,wt%,Not Specified,EMP,wt%,Not Specified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://doi.org/10.1093/petroj/38.9.1187,,False,False,92.09399185839298,0.13486429206095085,0.1485260422958219,0.13486429206095085,
DG2-DGV-7,867.0,,56.180000305176,,0.30000001192093,,2.8499999046326,,,,,,5.460000038147,,,,34.869998931885,,,,,,0.27000001072884,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000.0,2.0,20.0,56.180000305176,0.30000001192093,2.8499999046326,0.0,0.0,5.460000038147,0.0,34.869998931885,0.27000001072884,0.0,0.0,5.460000038147,0.15,4.64100003242495,0.910209000847351,99.92999920249036,1.9296064042545362,0.007751846605240279,0.11536832492293214,0.0,0.1568368003550931,0.0,1.785457907192404,0.009936303348551353,0.0,0.0,4.004957586678757,91.45730690820766,8.033721392588015,0.5089716992043232,0.5089716992043232,,,,,,,,,,,,,"Draper, D.S., Green, T.H. (1997) P-T phase relations of silicic, alkaline, aluminous mantle-xenolith glasses under anhydrous and C-O-H fluid-saturated conditions. Journal of Petrology 38 1187-1224",Orthopyroxene 1,,EMP,wt%,Not Specified,EMP,wt%,Not Specified,EMP,wt%,Not Specified,,,,,,,EMP,wt%,Not Specified,,,,EMP,wt%,Not Specified,,,,,,,EMP,wt%,Not Specified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://doi.org/10.1093/petroj/38.9.1187,,False,False,91.92518005915136,0.07039359574546378,0.044974729177468364,0.044974729177468364,
DG3-DGA-6,838.0,,51.5,0.46000000834465,0.31999999284744,0.029999999329448,12.659999847412,0.56000000238419,,,,,1.5499999523163,0.15000000596046,,,31.530000686646,0.20000000298023,,,,,1.5299999713898,0.36000001430512,0.40999999642372,0.050000000745058,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1200.0,2.0,20.0,51.5,0.31999999284744,12.659999847412,0.0,0.0,1.5499999523163,0.0,31.530000686646,1.5299999713898,0.40999999642372,0.0,1.5499999523163,0.15,1.317499959468855,0.2583926553213107,99.50000044703526,1.7536934885044788,0.008197724758533522,0.5080832850684998,0.0,0.04414143813719906,0.0,1.6005937911590813,0.05582284273036776,0.027069147689156543,0.0,3.9976017180473167,94.12167790609857,2.5957030732030986,3.2826190206983417,3.2826190206983417,,,,,,,,,,,,,"Draper, D.S., Green, T.H. (1997) P-T phase relations of silicic, alkaline, aluminous mantle-xenolith glasses under anhydrous and C-O-H fluid-saturated conditions. Journal of Petrology 38 1187-1224",Orthopyroxene 1,,EMP,wt%,Not Specified,EMP,wt%,Not Specified,EMP,wt%,Not Specified,,,,,,,EMP,wt%,Not Specified,,,,EMP,wt%,Not Specified,,,,,,,EMP,wt%,Not Specified,EMP,wt%,Not Specified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://doi.org/10.1093/petroj/38.9.1187,,False,False,97.31619792955456,0.24630651149552119,0.26177677357297857,0.24630651149552119,
DGA-40,812.0,,56.0,0.30000001192093,0.27000001072884,0.20000000298023,2.25,1.0,,,,,6.0700001716614,0.31000000238419,,,32.880001068115,1.2599999904633,,,,,2.2000000476837,0.75999999046326,0.15999999642372,0.18000000715256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1150.0,1.2000000476837,12.000000476837,56.0,0.27000001072884,2.25,0.0,0.0,6.0700001716614,0.0,32.880001068115,2.2000000476837,0.15999999642372,0.0,6.0700001716614,0.15,5.15950014591219,1.011899038972575,99.83000129461267,1.9423181989679708,0.007045195311994343,0.09197496206542592,0.0,0.17607163171511883,0.0,1.7001015474605172,0.08175778337685438,0.010759611578879679,0.0,4.010028930476762,86.83153696308835,8.992739533858742,4.175723503052908,4.175723503052908,60.700000762939,0.37000000476837,18.430000305176,1.3799999952316,1.8600000143051,1.6699999570847,5.7800002098083,7.4499998092651,,0.10356536171508184,0.4162208035274866,0.24882312666104528,"Draper, D.S., Green, T.H. (1999) P-T phase relations of silicic, alkaline, aluminous liquids: new results and applications to mantle melting and metasomatism. Earth and Planetary Science Letters 170 255-268",Orthopyroxene 1,,EMP,wt%,Not Specified,EMP,wt%,Not Specified,EMP,wt%,Not Specified,,,,,,,EMP,wt%,Not Specified,,,,EMP,wt%,Not Specified,,,,,,,EMP,wt%,Not Specified,EMP,wt%,Not Specified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://doi.org/10.1016/S0012-821X(99)00111-9,,False,True,90.61538488720522,0.057681801032029245,0.03429316103339668,0.03429316103339668,70.61045830630546
DGA-41,814.0,,57.200000762939,0.75999999046326,0.15999999642372,0.059999998658895,2.3199999332428,0.5,,,,,4.6399998664856,0.60000002384186,,,34.720001220703,1.1399999856949,,,,,1.4400000572205,0.40000000596046,0.21999999880791,0.079999998211861,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1200.0,1.5,15.0,57.200000762939,0.15999999642372,2.3199999332428,0.0,0.0,4.6399998664856,0.0,34.720001220703,1.4400000572205,0.21999999880791,0.0,4.6399998664856,0.15,3.94399988651276,0.7735109181132929,100.70000183582252,1.9484683038283177,0.004100286349878966,0.09314081421295367,0.0,0.13218543730815335,0.0,1.763143782110845,0.052557401600746734,0.014529954608861605,0.0,4.0081259800197575,90.51572935943344,6.786095036627568,2.6981756039390126,2.6981756039390126,60.299999237061,0.37000000476837,18.190000534058,1.6200000047684,2.2300000190735,1.7999999523163,5.8000001907349,7.4899997711182,,0.07497144512508233,0.40753770459894006,0.18396198506065128,"Draper, D.S., Green, T.H. (1999) P-T phase relations of silicic, alkaline, aluminous liquids: new results and applications to mantle melting and metasomatism. Earth and Planetary Science Letters 170 255-268",Orthopyroxene 1,,EMP,wt%,Not Specified,EMP,wt%,Not Specified,EMP,wt%,Not Specified,,,,,,,EMP,wt%,Not Specified,,,,EMP,wt%,Not Specified,,,,,,,EMP,wt%,Not Specified,EMP,wt%,Not Specified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://doi.org/10.1016/S0012-821X(99)00111-9,,False,False,93.02572682604061,0.051531696171682295,0.041609118041271376,0.041609118041271376,71.04605416484648
DGA-43,813.0,,56.599998474121,0.5,0.20999999344349,0.029999999329448,1.9900000095367,0.25,,,,,5.0999999046326,0.40999999642372,,,33.970001220703,0.89999997615814,,,,,2.079999923706,0.46000000834465,0.17000000178814,0.03999999910593,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1175.0,1.2999999523163,12.999999523163,56.599998474121,0.20999999344349,1.9900000095367,0.0,0.0,5.0999999046326,0.0,33.970001220703,2.079999923706,0.17000000178814,0.0,5.0999999046326,0.15,4.33499991893771,0.850195198733485,100.11999952793093,1.9479839824328253,0.005437323176952204,0.08071918855010672,0.0,0.14679371556825263,0.0,1.7429110037524205,0.07670193967976863,0.01134389390968489,0.0,4.011891047070011,88.63431151308103,7.465074169494035,3.900614317424939,3.900614317424939,60.0,0.37000000476837,18.469999313354,1.75,2.2799999713898,1.8799999952316,5.960000038147,7.5799999237061,,0.08422329955586452,0.43058693986250834,0.19560114754701582,"Draper, D.S., Green, T.H. (1999) P-T phase relations of silicic, alkaline, aluminous liquids: new results and applications to mantle melting and metasomatism. Earth and Planetary Science Letters 170 255-268",Orthopyroxene 1,,EMP,wt%,Not Specified,EMP,wt%,Not Specified,EMP,wt%,Not Specified,,,,,,,EMP,wt%,Not Specified,,,,EMP,wt%,Not Specified,,,,,,,EMP,wt%,Not Specified,EMP,wt%,Not Specified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://doi.org/10.1016/S0012-821X(99)00111-9,,False,False,92.23192311119257,0.052016017567174666,0.028703170982932055,0.028703170982932055,69.90137908683191
DPI-10,4465.0,,52.5,2.4000000953674,0.37999999523163,0.050000000745058,3.1300001144409,2.0599999427795,,,,,15.010000228882,0.019999999552965,0.38999998569488,0.050000000745058,25.10000038147,1.2000000476837,,,,,2.420000076294,0.11999999731779,0.079999998211861,0.050000000745058,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1150.0,1.0,10.0,52.5,0.37999999523163,3.1300001144409,0.0,0.0,15.010000228882,0.38999998569488,25.10000038147,2.420000076294,0.079999998211861,0.0,15.010000228882,0.15,12.758500194549699,2.502241248277692,99.01000078022527,1.9198266192496414,0.01045401696282766,0.13489684921010314,0.0,0.45904127564553304,0.012079621222689293,1.3683182550884136,0.09481829704251474,0.005672009521514591,0.0,4.005106943943238,71.18583074445606,23.88131155256032,4.932857702983638,4.932857702983638,49.799999237061,1.9900000095367,18.040000915527,10.60000038147,3.5199999809265,6.5799999237061,3.4000000953674,2.6400001049042,,0.33547844146526584,1.6893547829392574,0.1985837698825921,"Draper, D.S., Johnston, A.D. (1992) Anhydrous PT phase relations of an Aleutian high-MgO basalt: an investigation of the role of olivine-liquid reaction in the generation of arc high-alumina basalts. Contributions to Mineralogy and Petrology 112 501-519",Orthopyroxene 1,,EMP,wt%,Not Specified,EMP,wt%,Not Specified,EMP,wt%,Not Specified,,,,,,,EMP,wt%,Not Specified,EMP,wt%,Not Specified,EMP,wt%,Not Specified,,,,,,,EMP,wt%,Not Specified,EMP,wt%,Not Specified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://doi.org/10.1007/bf00310781,,False,False,74.87953148107849,0.08017338075035862,0.05472346845974452,0.05472346845974452,37.18363996984723
DPI-21,4461.0,,52.900001525879,0.80000001192093,0.30000001192093,0.050000000745058,4.75,1.9700000286102,,,,,12.039999961853,1.0199999809265,0.28000000119209,0.0099999997764826,27.309999465942,0.27000001072884,,,,,2.2400000095367,0.15999999642372,0.11999999731779,0.03999999910593,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1250.0,1.0,10.0,52.900001525879,0.30000001192093,4.75,0.0,0.0,12.039999961853,0.28000000119209,27.309999465942,2.2400000095367,0.11999999731779,0.0,12.039999961853,0.15,10.23399996757505,2.0071275199477054,99.94000097364152,1.887214674792995,0.008051629751712898,0.1997165139572468,0.0,0.35921994262059503,0.008460765792272961,1.4524393260497956,0.08562246097422638,0.008300249075647002,0.0,4.009025563014491,76.55369802785454,18.93340019080251,4.512901781342956,4.512901781342956,48.700000762939,1.039999961853,17.819999694824,10.310000419617,6.9299998283386,9.3000001907349,3.1400001049042,1.039999961853,,0.24732182348543727,0.8346090796640783,0.29633253401099086,"Draper, D.S., Johnston, A.D. (1992) Anhydrous PT phase relations of an Aleutian high-MgO basalt: an investigation of the role of olivine-liquid reaction in the generation of arc high-alumina basalts. Contributions to Mineralogy and Petrology 112 501-519",Orthopyroxene 1,,EMP,wt%,Not Specified,EMP,wt%,Not Specified,EMP,wt%,Not Specified,,,,,,,EMP,wt%,Not Specified,EMP,wt%,Not Specified,EMP,wt%,Not Specified,,,,,,,EMP,wt%,Not Specified,EMP,wt%,Not Specified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://doi.org/10.1007/bf00310781,,False,True,80.17177132407282,0.11278532520700502,0.08693118875024178,0.08693118875024178,54.50752485009518
DPI-24,4462.0,,52.299999237061,1.1000000238419,0.31999999284744,0.050000000745058,4.3499999046326,1.8600000143051,,,,,14.050000190735,0.5799999833107,0.28999999165535,0.03999999910593,26.010000228882,0.68000000715256,,,,,1.8799999952316,0.18999999761581,0.079999998211861,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1225.0,1.0,10.0,52.299999237061,0.31999999284744,4.3499999046326,0.0,0.0,14.050000190735,0.28999999165535,26.010000228882,1.8799999952316,0.079999998211861,0.0,14.050000190735,0.15,11.94250016212475,2.342204495634784,99.27999953925686,1.894535422130105,0.008720631181089018,0.18571416990325143,0.0,0.4256432107581856,0.008897849428730389,1.4045981448223606,0.07296808708197064,0.005618692862976687,0.0,4.00669620816867,73.80155401380217,22.364496582295594,3.8339494039022366,3.8339494039022366,50.200000762939,1.0900000333786,18.610000610352,10.460000038147,5.6799998283386,8.1800003051758,3.3199999332428,1.710000038147,,0.30303557805995585,1.0330967837358873,0.2933273850336827,"Draper, D.S., Johnston, A.D. (1992) Anhydrous PT phase relations of an Aleutian high-MgO basalt: an investigation of the role of olivine-liquid reaction in the generation of arc high-alumina basalts. Contributions to Mineralogy and Petrology 112 501-519",Orthopyroxene 1,,EMP,wt%,Not Specified,EMP,wt%,Not Specified,EMP,wt%,Not Specified,,,,,,,EMP,wt%,Not Specified,EMP,wt%,Not Specified,EMP,wt%,Not Specified,,,,,,,EMP,wt%,Not Specified,EMP,wt%,Not Specified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://doi.org/10.1007/bf00310781,,False,True,76.74387536592555,0.10546457786989505,0.08024959203335638,0.08024959203335638,49.186049970649435
DPI-25,4464.0,,53.200000762939,0.60000002384186,0.25,0.079999998211861,2.2699999809265,0.72000002861023,,,,,15.710000038147,0.58999997377396,0.34999999403954,0.050000000745058,25.090000152588,0.18000000715256,,,,,1.710000038147,0.38999998569488,0.019999999552965,0.019999999552965,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1175.0,1.0,10.0,53.200000762939,0.25,2.2699999809265,0.0,0.0,15.710000038147,0.34999999403954,25.090000152588,1.710000038147,0.019999999552965,0.0,15.710000038147,0.15,13.353500032424948,2.618934677313027,98.60000096634,1.952543252539899,0.006902810274831036,0.09819053469971463,0.0,0.4822070370478327,0.010880355391819713,1.3727782061780465,0.06724487805559827,0.0014231912953410393,0.0,3.992170265483083,71.41591378574735,25.085812136080964,3.4982740781716957,3.4982740781716957,50.5,2.8399999141693,16.489999771118,10.439999580383,4.7600002288818,7.0500001907349,3.2799999713898,2.7599999904633,,0.35126361627662045,1.2304136870990658,0.28548415866926125,"Draper, D.S., Johnston, A.D. (1992) Anhydrous PT phase relations of an Aleutian high-MgO basalt: an investigation of the role of olivine-liquid reaction in the generation of arc high-alumina basalts. Contributions to Mineralogy and Petrology 112 501-519",Orthopyroxene 1,,EMP,wt%,Not Specified,EMP,wt%,Not Specified,EMP,wt%,Not Specified,,,,,,,EMP,wt%,Not Specified,EMP,wt%,Not Specified,EMP,wt%,Not Specified,,,,,,,EMP,wt%,Not Specified,EMP,wt%,Not Specified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://doi.org/10.1007/bf00310781,,False,True,74.0048046846314,0.04745674746010109,0.05073378723961354,0.04745674746010109,44.834732040253314
DPI-26,4460.0,,53.700000762939,0.5,0.18000000715256,0.070000000298023,6.4400000572205,0.91000002622604,,,,,9.6099996566772,0.27000001072884,0.21999999880791,0.03999999910593,28.200000762939,0.34000000357628,,,,,2.3699998855591,0.10000000149012,0.079999998211861,0.029999999329448,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1275.0,1.0,10.0,53.700000762939,0.18000000715256,6.4400000572205,0.0,0.0,9.6099996566772,0.21999999880791,28.200000762939,2.3699998855591,0.079999998211861,0.0,9.6099996566772,0.15,8.16849970817562,1.6020344550429912,100.80000112950712,1.873956129868053,0.004725573840992006,0.2648657151799958,0.0,0.28046381239605195,0.006502701609673119,1.4670500655950898,0.08861505645781081,0.005412767506582714,0.0,3.9915918224542493,79.89907669721308,15.274734095959499,4.826189206827428,4.826189206827428,49.200000762939,0.89999997615814,18.049999237061,9.9099998474121,7.960000038147,10.189999580383,2.670000076294,0.72000002861023,,0.1911753517984306,0.6984225032517019,0.27372450187151776,"Draper, D.S., Johnston, A.D. (1992) Anhydrous PT phase relations of an Aleutian high-MgO basalt: an investigation of the role of olivine-liquid reaction in the generation of arc high-alumina basalts. Contributions to Mineralogy and Petrology 112 501-519",Orthopyroxene 1,,EMP,wt%,Not Specified,EMP,wt%,Not Specified,EMP,wt%,Not Specified,,,,,,,EMP,wt%,Not Specified,EMP,wt%,Not Specified,EMP,wt%,Not Specified,,,,,,,EMP,wt%,Not Specified,EMP,wt%,Not Specified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://doi.org/10.1007/bf00310781,,False,True,83.95069613304246,0.12604387013194707,0.13882184504804873,0.12604387013194707,58.87816477263211
DPI-30,4479.0,,49.900001525879,1.7000000476837,0.34999999403954,0.14000000059605,7.960000038147,1.1100000143051,,,,,14.729999542236,1.9700000286102,0.23000000417232,0.03999999910593,23.639999389648,2.4300000667572,,,,,2.1300001144409,1.6799999475479,0.21999999880791,0.18000000715256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1275.0,1.5,15.0,49.900001525879,0.34999999403954,7.960000038147,0.0,0.0,14.729999542236,0.23000000417232,23.639999389648,2.1300001144409,0.21999999880791,0.0,14.729999542236,0.15,12.520499610900599,2.455563749477688,99.16000060737068,1.818406141176946,0.00959522738781679,0.34186776066123237,0.0,0.4489121884525973,0.007099114716549212,1.2842467602727583,0.08316565704709111,0.015543802779260929,0.0,4.008836652494252,70.70579543938919,24.715416342756853,4.5787882178539565,4.5787882178539565,52.799999237061,0.99000000953674,19.829999923706,9.0500001907349,4.5599999427795,6.4499998092651,4.1999998092651,2.329999923706,,0.3495529070731343,1.1133748251096407,0.313957976406294,"Draper, D.S., Johnston, A.D. (1992) Anhydrous PT phase relations of an Aleutian high-MgO basalt: an investigation of the role of olivine-liquid reaction in the generation of arc high-alumina basalts. Contributions to Mineralogy and Petrology 112 501-519",Orthopyroxene 1,,EMP,wt%,Not Specified,EMP,wt%,Not Specified,EMP,wt%,Not Specified,,,,,,,EMP,wt%,Not Specified,EMP,wt%,Not Specified,EMP,wt%,Not Specified,,,,,,,EMP,wt%,Not Specified,EMP,wt%,Not Specified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://doi.org/10.1007/bf00310781,,False,True,74.09861404906066,0.1815938588230539,0.16027390183817847,0.16027390183817847,47.31768298357205
DPI-38,4471.0,,51.200000762939,1.2000000476837,0.49000000953674,0.10000000149012,4.9899997711182,2.7400000095367,,,,,15.920000076294,0.68000000715256,0.33000001311302,0.079999998211861,24.459999084473,0.88999998569489,,,,,2.1300001144409,0.40999999642372,0.11999999731779,0.050000000745058,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1225.0,1.2000000476837,12.000000476837,51.200000762939,0.49000000953674,4.9899997711182,0.0,0.0,15.920000076294,0.33000001311302,24.459999084473,2.1300001144409,0.11999999731779,0.0,15.920000076294,0.15,13.5320000648499,2.6539427219218608,99.63999982923265,1.868440245588853,0.01345247637247199,0.2146171969628953,0.0,0.48587062667117936,0.010200212574829021,1.3306883955348836,0.08328426134466146,0.008490529014905093,0.0,4.015043944064678,70.04200857282738,25.574247669687168,4.383743757485449,4.383743757485449,50.799999237061,1.2000000476837,18.819999694824,8.2799997329712,3.460000038147,4.9099998474121,4.5700001716614,4.0300002098083,,0.3651272741999668,1.342492490788455,0.2719771445317546,"Draper, D.S., Johnston, A.D. (1992) Anhydrous PT phase relations of an Aleutian high-MgO basalt: an investigation of the role of olivine-liquid reaction in the generation of arc high-alumina basalts. Contributions to Mineralogy and Petrology 112 501-519",Orthopyroxene 1,,EMP,wt%,Not Specified,EMP,wt%,Not Specified,EMP,wt%,Not Specified,,,,,,,EMP,wt%,Not Specified,EMP,wt%,Not Specified,EMP,wt%,Not Specified,,,,,,,EMP,wt%,Not Specified,EMP,wt%,Not Specified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://doi.org/10.1007/bf00310781,,False,True,73.25324304182922,0.1315597544111471,0.08305744255174821,0.08305744255174821,42.689571212388906
