CITATION,SAMPLE NAME,TECTONIC SETTING,LOCATION,LOCATION COMMENT,ROCK NAME,ROCK TEXTURE,LAND/SEA (SAMPLING),LATITUDE (MIN.),LATITUDE (MAX.),LONGITUDE (MIN.),LONGITUDE (MAX.),SiO2,TiO2,Al2O3,Cr2O3,FeO_total,MnO,MgO,CaO,Na2O,K2O,FeO,Fe2O3,lat,lon
[18976] KAYZAR T. M. (2014),samp. 06BZT02B,CONVERGENT MARGIN,KAMCHATKA ARC / KAMCHATKA ARC / CENTRAL KAMCHATKA SEGMENT / BEZYMIANNY,"CENTRAL KAMCHATKA DEPRESSION, 2006 ERUPTION",BASALTIC-ANDESITE,,subaerial,55.95022,55.95022,160.6253,160.6253,51.56,0.3203,3.44,0.013,22.31,0.6237,21.39,1.0775,0.0269,,,,55.95022,160.6253
[18976] KAYZAR T. M. (2014),samp. 06BZT02B,CONVERGENT MARGIN,KAMCHATKA ARC / KAMCHATKA ARC / CENTRAL KAMCHATKA SEGMENT / BEZYMIANNY,"CENTRAL KAMCHATKA DEPRESSION, 2006 ERUPTION",BASALTIC-ANDESITE,,subaerial,55.95022,55.95022,160.6253,160.6253,54.39,0.1929,0.7703,0.0001,17.72,0.5611,25.39,1.4242,0.0221,,,,55.95022,160.6253
[18976] KAYZAR T. M. (2014),samp. 06BZT02B,CONVERGENT MARGIN,KAMCHATKA ARC / KAMCHATKA ARC / CENTRAL KAMCHATKA SEGMENT / BEZYMIANNY,"CENTRAL KAMCHATKA DEPRESSION, 2006 ERUPTION",BASALTIC-ANDESITE,,subaerial,55.95022,55.95022,160.6253,160.6253,53.34,0.1828,1.3856,0.0006,21.3,0.6252,22.91,1.0684,0.0375,,,,55.95022,160.6253
[18976] KAYZAR T. M. (2014),samp. 06BZT02B,CONVERGENT MARGIN,KAMCHATKA ARC / KAMCHATKA ARC / CENTRAL KAMCHATKA SEGMENT / BEZYMIANNY,"CENTRAL KAMCHATKA DEPRESSION, 2006 ERUPTION",BASALTIC-ANDESITE,,subaerial,55.95022,55.95022,160.6253,160.6253,54.16,0.092,0.5272,0.0001,21.32,1.0426,22.71,0.8139,0.0126,,,,55.95022,160.6253
[18976] KAYZAR T. M. (2014),samp. 06BZT02B,CONVERGENT MARGIN,KAMCHATKA ARC / KAMCHATKA ARC / CENTRAL KAMCHATKA SEGMENT / BEZYMIANNY,"CENTRAL KAMCHATKA DEPRESSION, 2006 ERUPTION",BASALTIC-ANDESITE,,subaerial,55.95022,55.95022,160.6253,160.6253,54.4,0.162,0.8302,0.022,18.57,0.5679,24.69,1.4599,0.0272,,,,55.95022,160.6253
[18976] KAYZAR T. M. (2014),samp. 06BZT02B,CONVERGENT MARGIN,KAMCHATKA ARC / KAMCHATKA ARC / CENTRAL KAMCHATKA SEGMENT / BEZYMIANNY,"CENTRAL KAMCHATKA DEPRESSION, 2006 ERUPTION",BASALTIC-ANDESITE,,subaerial,55.95022,55.95022,160.6253,160.6253,53.11,0.1944,1.3963,0.0032,21.94,0.897,22.28,1.0275,0.0224,,,,55.95022,160.6253
[18976] KAYZAR T. M. (2014),samp. 06BZT02B,CONVERGENT MARGIN,KAMCHATKA ARC / KAMCHATKA ARC / CENTRAL KAMCHATKA SEGMENT / BEZYMIANNY,"CENTRAL KAMCHATKA DEPRESSION, 2006 ERUPTION",BASALTIC-ANDESITE,,subaerial,55.95022,55.95022,160.6253,160.6253,54.62,0.2052,0.8784,0.0001,16.91,0.5064,25.69,1.4541,0.0411,,,,55.95022,160.6253
[18976] KAYZAR T. M. (2014),samp. 06BZT02B,CONVERGENT MARGIN,KAMCHATKA ARC / KAMCHATKA ARC / CENTRAL KAMCHATKA SEGMENT / BEZYMIANNY,"CENTRAL KAMCHATKA DEPRESSION, 2006 ERUPTION",BASALTIC-ANDESITE,,subaerial,55.95022,55.95022,160.6253,160.6253,53.16,0.1679,0.7499,0.0001,19.05,0.7131,24.05,2.0506,0.0101,,,,55.95022,160.6253
[18976] KAYZAR T. M. (2014),samp. 06BZT02B,CONVERGENT MARGIN,KAMCHATKA ARC / KAMCHATKA ARC / CENTRAL KAMCHATKA SEGMENT / BEZYMIANNY,"CENTRAL KAMCHATKA DEPRESSION, 2006 ERUPTION",BASALTIC-ANDESITE,,subaerial,55.95022,55.95022,160.6253,160.6253,53.31,0.2107,2.0621,0.0316,19.18,0.6495,24.15,1.2791,0.0643,,,,55.95022,160.6253
[18976] KAYZAR T. M. (2014),samp. 06BZT02B,CONVERGENT MARGIN,KAMCHATKA ARC / KAMCHATKA ARC / CENTRAL KAMCHATKA SEGMENT / BEZYMIANNY,"CENTRAL KAMCHATKA DEPRESSION, 2006 ERUPTION",BASALTIC-ANDESITE,,subaerial,55.95022,55.95022,160.6253,160.6253,53.26,0.1119,1.2025,0.0047,19.66,0.7781,23.87,1.1053,0.0101,,,,55.95022,160.6253
[18976] KAYZAR T. M. (2014),samp. 06BZT02B,CONVERGENT MARGIN,KAMCHATKA ARC / KAMCHATKA ARC / CENTRAL KAMCHATKA SEGMENT / BEZYMIANNY,"CENTRAL KAMCHATKA DEPRESSION, 2006 ERUPTION",BASALTIC-ANDESITE,,subaerial,55.95022,55.95022,160.6253,160.6253,53.52,0.1947,1.3556,0.0213,20.48,0.7014,23.18,1.2824,0.0532,,,,55.95022,160.6253
[18976] KAYZAR T. M. (2014),samp. 06BZT02B,CONVERGENT MARGIN,KAMCHATKA ARC / KAMCHATKA ARC / CENTRAL KAMCHATKA SEGMENT / BEZYMIANNY,"CENTRAL KAMCHATKA DEPRESSION, 2006 ERUPTION",BASALTIC-ANDESITE,,subaerial,55.95022,55.95022,160.6253,160.6253,52.68,0.2937,1.8785,0.0001,19.18,0.599,24.72,1.4203,0.0139,,,,55.95022,160.6253
[18976] KAYZAR T. M. (2014),samp. 06BZT02B,CONVERGENT MARGIN,KAMCHATKA ARC / KAMCHATKA ARC / CENTRAL KAMCHATKA SEGMENT / BEZYMIANNY,"CENTRAL KAMCHATKA DEPRESSION, 2006 ERUPTION",BASALTIC-ANDESITE,,subaerial,55.95022,55.95022,160.6253,160.6253,53.33,0.2666,1.3439,0.0041,18.91,0.6355,24.96,1.404,0.0133,,,,55.95022,160.6253
[18976] KAYZAR T. M. (2014),samp. 06BZT02B,CONVERGENT MARGIN,KAMCHATKA ARC / KAMCHATKA ARC / CENTRAL KAMCHATKA SEGMENT / BEZYMIANNY,"CENTRAL KAMCHATKA DEPRESSION, 2006 ERUPTION",BASALTIC-ANDESITE,,subaerial,55.95022,55.95022,160.6253,160.6253,54.09,0.2014,1.0388,0.0001,17.24,0.4668,25.42,1.3968,0.0286,,,,55.95022,160.6253
[18976] KAYZAR T. M. (2014),samp. 06BZT02B,CONVERGENT MARGIN,KAMCHATKA ARC / KAMCHATKA ARC / CENTRAL KAMCHATKA SEGMENT / BEZYMIANNY,"CENTRAL KAMCHATKA DEPRESSION, 2006 ERUPTION",BASALTIC-ANDESITE,,subaerial,55.95022,55.95022,160.6253,160.6253,54.15,0.1728,0.8651,0.0001,18.78,0.5692,24.43,1.4847,0.0145,,,,55.95022,160.6253
[18976] KAYZAR T. M. (2014),samp. 06BZT02B,CONVERGENT MARGIN,KAMCHATKA ARC / KAMCHATKA ARC / CENTRAL KAMCHATKA SEGMENT / BEZYMIANNY,"CENTRAL KAMCHATKA DEPRESSION, 2006 ERUPTION",BASALTIC-ANDESITE,,subaerial,55.95022,55.95022,160.6253,160.6253,52.05,0.1397,1.5593,0.009,20.72,1.2127,23.01,0.6844,0.0057,,,,55.95022,160.6253
[18976] KAYZAR T. M. (2014),samp. 06BZT02B,CONVERGENT MARGIN,KAMCHATKA ARC / KAMCHATKA ARC / CENTRAL KAMCHATKA SEGMENT / BEZYMIANNY,"CENTRAL KAMCHATKA DEPRESSION, 2006 ERUPTION",BASALTIC-ANDESITE,,subaerial,55.95022,55.95022,160.6253,160.6253,54.79,0.1638,1.1799,0.0001,16.61,0.4858,25.81,1.3609,0.0185,,,,55.95022,160.6253
[18976] KAYZAR T. M. (2014),samp. 06BZT02B,CONVERGENT MARGIN,KAMCHATKA ARC / KAMCHATKA ARC / CENTRAL KAMCHATKA SEGMENT / BEZYMIANNY,"CENTRAL KAMCHATKA DEPRESSION, 2006 ERUPTION",BASALTIC-ANDESITE,,subaerial,55.95022,55.95022,160.6253,160.6253,53.4,0.2038,0.9217,0.0015,18.03,0.5968,24.99,1.4083,0.0127,,,,55.95022,160.6253
[18976] KAYZAR T. M. (2014),samp. 06BZT02B,CONVERGENT MARGIN,KAMCHATKA ARC / KAMCHATKA ARC / CENTRAL KAMCHATKA SEGMENT / BEZYMIANNY,"CENTRAL KAMCHATKA DEPRESSION, 2006 ERUPTION",BASALTIC-ANDESITE,,subaerial,55.95022,55.95022,160.6253,160.6253,54.0,0.1565,0.7819,0.0129,18.97,0.7251,24.25,1.3696,0.0413,,,,55.95022,160.6253
[18976] KAYZAR T. M. (2014),samp. 06BZT02B,CONVERGENT MARGIN,KAMCHATKA ARC / KAMCHATKA ARC / CENTRAL KAMCHATKA SEGMENT / BEZYMIANNY,"CENTRAL KAMCHATKA DEPRESSION, 2006 ERUPTION",BASALTIC-ANDESITE,,subaerial,55.95022,55.95022,160.6253,160.6253,52.96,0.1048,1.106,0.0191,21.08,0.8931,22.89,0.9242,0.0176,,,,55.95022,160.6253
[18976] KAYZAR T. M. (2014),samp. 06BZT02B,CONVERGENT MARGIN,KAMCHATKA ARC / KAMCHATKA ARC / CENTRAL KAMCHATKA SEGMENT / BEZYMIANNY,"CENTRAL KAMCHATKA DEPRESSION, 2006 ERUPTION",BASALTIC-ANDESITE,,subaerial,55.95022,55.95022,160.6253,160.6253,52.29,0.2638,2.1438,0.0114,19.86,0.6509,23.0,1.7458,0.062,,,,55.95022,160.6253
[18976] KAYZAR T. M. (2014),samp. 06BZT02B,CONVERGENT MARGIN,KAMCHATKA ARC / KAMCHATKA ARC / CENTRAL KAMCHATKA SEGMENT / BEZYMIANNY,"CENTRAL KAMCHATKA DEPRESSION, 2006 ERUPTION",BASALTIC-ANDESITE,,subaerial,55.95022,55.95022,160.6253,160.6253,52.2,0.2147,1.5615,0.0156,22.72,0.7427,21.58,1.1285,0.0075,,,,55.95022,160.6253
[18976] KAYZAR T. M. (2014),samp. 06BZT02B,CONVERGENT MARGIN,KAMCHATKA ARC / KAMCHATKA ARC / CENTRAL KAMCHATKA SEGMENT / BEZYMIANNY,"CENTRAL KAMCHATKA DEPRESSION, 2006 ERUPTION",BASALTIC-ANDESITE,,subaerial,55.95022,55.95022,160.6253,160.6253,52.68,0.202,1.6595,0.0241,20.97,0.8197,23.04,1.0376,0.0273,,,,55.95022,160.6253
[18976] KAYZAR T. M. (2014),samp. 06BZT02B,CONVERGENT MARGIN,KAMCHATKA ARC / KAMCHATKA ARC / CENTRAL KAMCHATKA SEGMENT / BEZYMIANNY,"CENTRAL KAMCHATKA DEPRESSION, 2006 ERUPTION",BASALTIC-ANDESITE,,subaerial,55.95022,55.95022,160.6253,160.6253,53.35,0.2151,1.1895,0.0222,18.9,0.5787,24.17,1.4258,0.0128,,,,55.95022,160.6253
[18976] KAYZAR T. M. (2014),samp. 06BZT02B,CONVERGENT MARGIN,KAMCHATKA ARC / KAMCHATKA ARC / CENTRAL KAMCHATKA SEGMENT / BEZYMIANNY,"CENTRAL KAMCHATKA DEPRESSION, 2006 ERUPTION",BASALTIC-ANDESITE,,subaerial,55.95022,55.95022,160.6253,160.6253,53.98,0.0766,0.65,0.0001,21.1,1.3341,23.09,0.6483,0.0427,,,,55.95022,160.6253
[18976] KAYZAR T. M. (2014),samp. 06BZT02B,CONVERGENT MARGIN,KAMCHATKA ARC / KAMCHATKA ARC / CENTRAL KAMCHATKA SEGMENT / BEZYMIANNY,"CENTRAL KAMCHATKA DEPRESSION, 2006 ERUPTION",BASALTIC-ANDESITE,,subaerial,55.95022,55.95022,160.6253,160.6253,52.47,0.1483,1.3678,0.0001,20.92,0.5849,23.11,1.2275,0.0164,,,,55.95022,160.6253
[18976] KAYZAR T. M. (2014),samp. 06BZT02B,CONVERGENT MARGIN,KAMCHATKA ARC / KAMCHATKA ARC / CENTRAL KAMCHATKA SEGMENT / BEZYMIANNY,"CENTRAL KAMCHATKA DEPRESSION, 2006 ERUPTION",BASALTIC-ANDESITE,,subaerial,55.95022,55.95022,160.6253,160.6253,53.38,0.0951,1.097,0.0145,20.93,0.6355,23.13,0.9684,0.0164,,,,55.95022,160.6253
[18976] KAYZAR T. M. (2014),samp. 06BZT02B,CONVERGENT MARGIN,KAMCHATKA ARC / KAMCHATKA ARC / CENTRAL KAMCHATKA SEGMENT / BEZYMIANNY,"CENTRAL KAMCHATKA DEPRESSION, 2006 ERUPTION",BASALTIC-ANDESITE,,subaerial,55.95022,55.95022,160.6253,160.6253,51.1,0.1909,1.3354,0.0001,22.72,0.7661,21.84,1.0304,0.0121,,,,55.95022,160.6253
[18976] KAYZAR T. M. (2014),samp. 06BZT02B,CONVERGENT MARGIN,KAMCHATKA ARC / KAMCHATKA ARC / CENTRAL KAMCHATKA SEGMENT / BEZYMIANNY,"CENTRAL KAMCHATKA DEPRESSION, 2006 ERUPTION",BASALTIC-ANDESITE,,subaerial,55.95022,55.95022,160.6253,160.6253,52.18,0.1476,1.4498,0.0109,22.77,0.8351,21.52,1.0047,0.0311,,,,55.95022,160.6253
[18976] KAYZAR T. M. (2014),samp. 02BZT08,CONVERGENT MARGIN,KAMCHATKA ARC / KAMCHATKA ARC / CENTRAL KAMCHATKA SEGMENT / BEZYMIANNY,"CENTRAL KAMCHATKA DEPRESSION, OCTOBER 2007 ERUPTION",ANDESITE,,subaerial,55.94416,55.94416,160.62708,160.62708,52.65,0.1246,1.2419,0.0001,21.38,1.0996,22.91,0.7578,0.036,,,,55.94416,160.62708
[18976] KAYZAR T. M. (2014),samp. 02BZT08,CONVERGENT MARGIN,KAMCHATKA ARC / KAMCHATKA ARC / CENTRAL KAMCHATKA SEGMENT / BEZYMIANNY,"CENTRAL KAMCHATKA DEPRESSION, OCTOBER 2007 ERUPTION",ANDESITE,,subaerial,55.94416,55.94416,160.62708,160.62708,52.91,0.1994,1.6679,0.0288,20.12,0.6177,23.43,1.2938,0.0201,,,,55.94416,160.62708
[18976] KAYZAR T. M. (2014),samp. 02BZT08,CONVERGENT MARGIN,KAMCHATKA ARC / KAMCHATKA ARC / CENTRAL KAMCHATKA SEGMENT / BEZYMIANNY,"CENTRAL KAMCHATKA DEPRESSION, OCTOBER 2007 ERUPTION",ANDESITE,,subaerial,55.94416,55.94416,160.62708,160.62708,53.22,0.26,1.4297,0.0001,19.08,0.6504,24.49,1.4244,0.0116,,,,55.94416,160.62708
[18976] KAYZAR T. M. (2014),samp. 02BZT08,CONVERGENT MARGIN,KAMCHATKA ARC / KAMCHATKA ARC / CENTRAL KAMCHATKA SEGMENT / BEZYMIANNY,"CENTRAL KAMCHATKA DEPRESSION, OCTOBER 2007 ERUPTION",ANDESITE,,subaerial,55.94416,55.94416,160.62708,160.62708,52.14,0.2106,1.4206,0.0074,22.23,0.8938,21.87,1.0451,0.0125,,,,55.94416,160.62708
[18976] KAYZAR T. M. (2014),samp. 02BZT08,CONVERGENT MARGIN,KAMCHATKA ARC / KAMCHATKA ARC / CENTRAL KAMCHATKA SEGMENT / BEZYMIANNY,"CENTRAL KAMCHATKA DEPRESSION, OCTOBER 2007 ERUPTION",ANDESITE,,subaerial,55.94416,55.94416,160.62708,160.62708,53.13,0.1817,1.0824,0.0001,20.48,0.8058,23.37,1.1699,0.0434,,,,55.94416,160.62708
[18976] KAYZAR T. M. (2014),samp. 02BZT08,CONVERGENT MARGIN,KAMCHATKA ARC / KAMCHATKA ARC / CENTRAL KAMCHATKA SEGMENT / BEZYMIANNY,"CENTRAL KAMCHATKA DEPRESSION, OCTOBER 2007 ERUPTION",ANDESITE,,subaerial,55.94416,55.94416,160.62708,160.62708,52.43,0.137,1.4514,0.0066,20.99,0.7749,22.86,1.0258,0.0073,,,,55.94416,160.62708
[18976] KAYZAR T. M. (2014),samp. 02BZT08,CONVERGENT MARGIN,KAMCHATKA ARC / KAMCHATKA ARC / CENTRAL KAMCHATKA SEGMENT / BEZYMIANNY,"CENTRAL KAMCHATKA DEPRESSION, OCTOBER 2007 ERUPTION",ANDESITE,,subaerial,55.94416,55.94416,160.62708,160.62708,54.08,0.2118,0.9468,0.002,18.2,0.5959,25.1,1.4261,0.0398,,,,55.94416,160.62708
[18976] KAYZAR T. M. (2014),samp. 02BZT08,CONVERGENT MARGIN,KAMCHATKA ARC / KAMCHATKA ARC / CENTRAL KAMCHATKA SEGMENT / BEZYMIANNY,"CENTRAL KAMCHATKA DEPRESSION, OCTOBER 2007 ERUPTION",ANDESITE,,subaerial,55.94416,55.94416,160.62708,160.62708,53.69,0.2887,1.2997,0.0001,17.84,0.63,25.05,1.3903,0.0163,,,,55.94416,160.62708
[18976] KAYZAR T. M. (2014),samp. 02BZT08,CONVERGENT MARGIN,KAMCHATKA ARC / KAMCHATKA ARC / CENTRAL KAMCHATKA SEGMENT / BEZYMIANNY,"CENTRAL KAMCHATKA DEPRESSION, OCTOBER 2007 ERUPTION",ANDESITE,,subaerial,55.94416,55.94416,160.62708,160.62708,53.12,0.1982,1.1736,0.0001,20.73,0.7593,23.2,1.1895,0.0028,,,,55.94416,160.62708
[18976] KAYZAR T. M. (2014),samp. 02BZT08,CONVERGENT MARGIN,KAMCHATKA ARC / KAMCHATKA ARC / CENTRAL KAMCHATKA SEGMENT / BEZYMIANNY,"CENTRAL KAMCHATKA DEPRESSION, OCTOBER 2007 ERUPTION",ANDESITE,,subaerial,55.94416,55.94416,160.62708,160.62708,53.38,0.1324,1.0549,0.0049,20.69,1.0928,23.16,0.9984,0.0078,,,,55.94416,160.62708
[18976] KAYZAR T. M. (2014),samp. 02BZT08,CONVERGENT MARGIN,KAMCHATKA ARC / KAMCHATKA ARC / CENTRAL KAMCHATKA SEGMENT / BEZYMIANNY,"CENTRAL KAMCHATKA DEPRESSION, OCTOBER 2007 ERUPTION",ANDESITE,,subaerial,55.94416,55.94416,160.62708,160.62708,53.03,0.1544,1.3177,0.0001,20.46,1.3043,23.64,0.6658,0.0001,,,,55.94416,160.62708
[18976] KAYZAR T. M. (2014),samp. 02BZT08,CONVERGENT MARGIN,KAMCHATKA ARC / KAMCHATKA ARC / CENTRAL KAMCHATKA SEGMENT / BEZYMIANNY,"CENTRAL KAMCHATKA DEPRESSION, OCTOBER 2007 ERUPTION",ANDESITE,,subaerial,55.94416,55.94416,160.62708,160.62708,53.07,0.1598,1.5387,0.0001,19.72,1.3779,23.97,0.7713,0.0133,,,,55.94416,160.62708
[18976] KAYZAR T. M. (2014),samp. 02BZT08,CONVERGENT MARGIN,KAMCHATKA ARC / KAMCHATKA ARC / CENTRAL KAMCHATKA SEGMENT / BEZYMIANNY,"CENTRAL KAMCHATKA DEPRESSION, OCTOBER 2007 ERUPTION",ANDESITE,,subaerial,55.94416,55.94416,160.62708,160.62708,53.58,0.0988,0.5889,0.0001,20.75,1.1602,23.32,0.7662,0.0006,,,,55.94416,160.62708
[18976] KAYZAR T. M. (2014),samp. 02BZT08,CONVERGENT MARGIN,KAMCHATKA ARC / KAMCHATKA ARC / CENTRAL KAMCHATKA SEGMENT / BEZYMIANNY,"CENTRAL KAMCHATKA DEPRESSION, OCTOBER 2007 ERUPTION",ANDESITE,,subaerial,55.94416,55.94416,160.62708,160.62708,53.13,0.1798,1.8557,0.0001,18.01,0.4769,24.78,1.3357,0.0326,,,,55.94416,160.62708
[18976] KAYZAR T. M. (2014),samp. 02BZT08,CONVERGENT MARGIN,KAMCHATKA ARC / KAMCHATKA ARC / CENTRAL KAMCHATKA SEGMENT / BEZYMIANNY,"CENTRAL KAMCHATKA DEPRESSION, OCTOBER 2007 ERUPTION",ANDESITE,,subaerial,55.94416,55.94416,160.62708,160.62708,52.73,0.112,1.0522,0.0001,21.53,0.8604,22.69,0.9435,0.0135,,,,55.94416,160.62708
[18976] KAYZAR T. M. (2014),samp. 02BZT08,CONVERGENT MARGIN,KAMCHATKA ARC / KAMCHATKA ARC / CENTRAL KAMCHATKA SEGMENT / BEZYMIANNY,"CENTRAL KAMCHATKA DEPRESSION, OCTOBER 2007 ERUPTION",ANDESITE,,subaerial,55.94416,55.94416,160.62708,160.62708,53.41,0.1716,0.9196,0.0034,20.49,0.7323,23.5,1.175,0.0389,,,,55.94416,160.62708
[18976] KAYZAR T. M. (2014),samp. 02BZT08,CONVERGENT MARGIN,KAMCHATKA ARC / KAMCHATKA ARC / CENTRAL KAMCHATKA SEGMENT / BEZYMIANNY,"CENTRAL KAMCHATKA DEPRESSION, OCTOBER 2007 ERUPTION",ANDESITE,,subaerial,55.94416,55.94416,160.62708,160.62708,52.48,0.1732,1.6788,0.0001,21.22,0.9397,22.37,1.0725,0.0235,,,,55.94416,160.62708
[18976] KAYZAR T. M. (2014),samp. 02BZT08,CONVERGENT MARGIN,KAMCHATKA ARC / KAMCHATKA ARC / CENTRAL KAMCHATKA SEGMENT / BEZYMIANNY,"CENTRAL KAMCHATKA DEPRESSION, OCTOBER 2007 ERUPTION",ANDESITE,,subaerial,55.94416,55.94416,160.62708,160.62708,53.09,0.2554,2.8132,0.013,17.23,0.4248,25.47,1.3307,0.0328,,,,55.94416,160.62708
[18976] KAYZAR T. M. (2014),samp. 02BZT08,CONVERGENT MARGIN,KAMCHATKA ARC / KAMCHATKA ARC / CENTRAL KAMCHATKA SEGMENT / BEZYMIANNY,"CENTRAL KAMCHATKA DEPRESSION, OCTOBER 2007 ERUPTION",ANDESITE,,subaerial,55.94416,55.94416,160.62708,160.62708,52.97,0.1476,1.6543,0.0001,19.76,0.7917,23.73,1.1454,0.0298,,,,55.94416,160.62708
[18976] KAYZAR T. M. (2014),samp. 02BZT08,CONVERGENT MARGIN,KAMCHATKA ARC / KAMCHATKA ARC / CENTRAL KAMCHATKA SEGMENT / BEZYMIANNY,"CENTRAL KAMCHATKA DEPRESSION, OCTOBER 2007 ERUPTION",ANDESITE,,subaerial,55.94416,55.94416,160.62708,160.62708,52.94,0.2273,1.01,0.0001,21.18,0.8757,22.64,1.2735,0.0309,,,,55.94416,160.62708
[18976] KAYZAR T. M. (2014),samp. 02BZT08,CONVERGENT MARGIN,KAMCHATKA ARC / KAMCHATKA ARC / CENTRAL KAMCHATKA SEGMENT / BEZYMIANNY,"CENTRAL KAMCHATKA DEPRESSION, OCTOBER 2007 ERUPTION",ANDESITE,,subaerial,55.94416,55.94416,160.62708,160.62708,53.64,0.1104,0.8732,0.0043,20.05,1.1291,24.02,0.7494,0.0001,,,,55.94416,160.62708
[18976] KAYZAR T. M. (2014),samp. 02BZT08,CONVERGENT MARGIN,KAMCHATKA ARC / KAMCHATKA ARC / CENTRAL KAMCHATKA SEGMENT / BEZYMIANNY,"CENTRAL KAMCHATKA DEPRESSION, OCTOBER 2007 ERUPTION",ANDESITE,,subaerial,55.94416,55.94416,160.62708,160.62708,53.0,0.0848,1.157,0.0001,21.96,1.0426,22.82,0.7986,0.0231,,,,55.94416,160.62708
[18976] KAYZAR T. M. (2014),samp. 02BZT08,CONVERGENT MARGIN,KAMCHATKA ARC / KAMCHATKA ARC / CENTRAL KAMCHATKA SEGMENT / BEZYMIANNY,"CENTRAL KAMCHATKA DEPRESSION, OCTOBER 2007 ERUPTION",ANDESITE,,subaerial,55.94416,55.94416,160.62708,160.62708,53.21,0.1049,1.1846,0.0001,21.46,0.8942,22.37,1.0527,0.0382,,,,55.94416,160.62708
[18976] KAYZAR T. M. (2014),samp. 02BZT08,CONVERGENT MARGIN,KAMCHATKA ARC / KAMCHATKA ARC / CENTRAL KAMCHATKA SEGMENT / BEZYMIANNY,"CENTRAL KAMCHATKA DEPRESSION, OCTOBER 2007 ERUPTION",ANDESITE,,subaerial,55.94416,55.94416,160.62708,160.62708,53.11,0.1862,1.0745,0.0001,21.36,0.7839,22.88,1.0515,0.0555,,,,55.94416,160.62708
[18976] KAYZAR T. M. (2014),samp. 02BZT08,CONVERGENT MARGIN,KAMCHATKA ARC / KAMCHATKA ARC / CENTRAL KAMCHATKA SEGMENT / BEZYMIANNY,"CENTRAL KAMCHATKA DEPRESSION, OCTOBER 2007 ERUPTION",ANDESITE,,subaerial,55.94416,55.94416,160.62708,160.62708,53.05,0.1655,0.9779,0.0001,19.67,0.7296,24.04,1.3417,0.0276,,,,55.94416,160.62708
[18977] KUMAGAI Y. (2014),samp. IMG1,CONVERGENT MARGIN,HONSHU ARC / NORTHEASTERN HONSHU ARC / HONSHU / MEGATA - ICHINOMEGATA MAAR,"OGA PENINSULA, AKITA PREFECTURE","LHERZOLITE, XENOLITH",,subaerial,39.95,39.95,139.73,139.73,54.61,0.22,3.7,0.4,6.85,0.13,32.27,0.83,0.17,0.0001,,,39.95,139.73
[18977] KUMAGAI Y. (2014),samp. IMG1,CONVERGENT MARGIN,HONSHU ARC / NORTHEASTERN HONSHU ARC / HONSHU / MEGATA - ICHINOMEGATA MAAR,"OGA PENINSULA, AKITA PREFECTURE","LHERZOLITE, XENOLITH",,subaerial,39.95,39.95,139.73,139.73,54.63,0.21,3.5,0.32,7.15,0.24,32.44,0.55,0.14,0.0001,,,39.95,139.73
[18977] KUMAGAI Y. (2014),samp. IMG7,CONVERGENT MARGIN,HONSHU ARC / NORTHEASTERN HONSHU ARC / HONSHU / MEGATA - ICHINOMEGATA MAAR,"OGA PENINSULA, AKITA PREFECTURE","LHERZOLITE, XENOLITH",,subaerial,39.95,39.95,139.73,139.73,56.67,0.0001,3.49,0.56,6.39,0.27,33.72,0.52,0.14,0.0001,,,39.95,139.73
[18977] KUMAGAI Y. (2014),samp. IMG7,CONVERGENT MARGIN,HONSHU ARC / NORTHEASTERN HONSHU ARC / HONSHU / MEGATA - ICHINOMEGATA MAAR,"OGA PENINSULA, AKITA PREFECTURE","LHERZOLITE, XENOLITH",,subaerial,39.95,39.95,139.73,139.73,55.83,0.12,3.47,0.53,6.28,0.13,34.36,0.69,0.36,0.0001,,,39.95,139.73
[18977] KUMAGAI Y. (2014),samp. IMG2,CONVERGENT MARGIN,HONSHU ARC / NORTHEASTERN HONSHU ARC / HONSHU / MEGATA - ICHINOMEGATA MAAR,"OGA PENINSULA, AKITA PREFECTURE","LHERZOLITE, XENOLITH",,subaerial,39.95,39.95,139.73,139.73,55.49,0.0001,2.94,0.39,6.42,0.25,33.23,0.62,0.27,0.0001,,,39.95,139.73
[18977] KUMAGAI Y. (2014),samp. IMG2,CONVERGENT MARGIN,HONSHU ARC / NORTHEASTERN HONSHU ARC / HONSHU / MEGATA - ICHINOMEGATA MAAR,"OGA PENINSULA, AKITA PREFECTURE","LHERZOLITE, XENOLITH",,subaerial,39.95,39.95,139.73,139.73,53.54,0.15,3.78,0.7,6.63,0.27,31.33,1.12,0.24,0.0001,,,39.95,139.73
[18977] KUMAGAI Y. (2014),samp. IMG9,CONVERGENT MARGIN,HONSHU ARC / NORTHEASTERN HONSHU ARC / HONSHU / MEGATA - ICHINOMEGATA MAAR,"OGA PENINSULA, AKITA PREFECTURE","LHERZOLITE, XENOLITH",,subaerial,39.95,39.95,139.73,139.73,54.71,0.11,3.13,0.46,6.68,0.3,32.07,0.71,0.24,0.0001,,,39.95,139.73
[18977] KUMAGAI Y. (2014),samp. IMG9,CONVERGENT MARGIN,HONSHU ARC / NORTHEASTERN HONSHU ARC / HONSHU / MEGATA - ICHINOMEGATA MAAR,"OGA PENINSULA, AKITA PREFECTURE","LHERZOLITE, XENOLITH",,subaerial,39.95,39.95,139.73,139.73,53.7,0.29,2.99,0.49,6.16,0.03,29.88,4.96,0.39,0.07,,,39.95,139.73
