CITATION,SAMPLE NAME,TECTONIC SETTING,LOCATION,ROCK NAME,lat,lon,SiO2_Opx,TiO2_Opx,Al2O3_Opx,Cr2O3_Opx,FeO_total_Opx,MnO_Opx,MgO_Opx,CaO_Opx,Na2O_Opx,SiO2_Cpx,TiO2_Cpx,Al2O3_Cpx,Cr2O3_Cpx,FeO_total_Cpx,MnO_Cpx,MgO_Cpx,CaO_Cpx,Na2O_Cpx
[14534] XIA PING (2006),samp. YM01-36,INTRAPLATE VOLCANICS,CENTRAL ASIAN FOLDBELT - CENOZOIC/QUATERNARY / CHINA - CENOZOIC/QUATERNARY / YUNNAN PROVINCE,"PERIDOTITE, SPINEL, XENOLITH",23.03,104.4,54.14,0.2,5.56,0.52,6.78,0.13,31.97,1.0,0.17,51.63,0.62,7.52,1.02,3.33,0.09,15.55,19.02,1.88
[14534] XIA PING (2006),samp. YM01-5,INTRAPLATE VOLCANICS,CENTRAL ASIAN FOLDBELT - CENOZOIC/QUATERNARY / CHINA - CENOZOIC/QUATERNARY / YUNNAN PROVINCE,"PERIDOTITE, SPINEL, XENOLITH",23.03,104.4,53.58,0.21,6.27,0.61,6.79,0.14,31.32,1.24,0.17,51.3,0.62,7.85,0.97,3.8,0.11,16.06,18.0,1.71
[14536] DEMARCHI G. (1988),samp. 3192,INTRAPLATE VOLCANICS,CIRCUM-PARANA ALKALINE VOLCANIC PROVINCES / PARAGUAY_CENOZOIC / ASUNCION-SAPUCAI-VILLARICA IGNEOUS PROVINCE,"LHERZOLITE, XENOLITH",-25.4,-57.53,56.86,0.07,3.33,0.24,5.8,0.13,33.77,0.49,0.05,53.135000000000005,0.3,5.645,0.825,2.5,0.085,15.36,21.025,1.495
[14536] DEMARCHI G. (1988),samp. 3199,INTRAPLATE VOLCANICS,CIRCUM-PARANA ALKALINE VOLCANIC PROVINCES / PARAGUAY_CENOZOIC / ASUNCION-SAPUCAI-VILLARICA IGNEOUS PROVINCE,"LHERZOLITE, XENOLITH",-25.4,-57.53,55.92,0.02,2.86,0.41,5.37,0.19,34.07,0.61,0.0001,53.56,0.0,3.12,0.8,2.31,0.07,16.91,21.86,0.71
[14536] DEMARCHI G. (1988),samp. 3227,INTRAPLATE VOLCANICS,CIRCUM-PARANA ALKALINE VOLCANIC PROVINCES / PARAGUAY_CENOZOIC / ASUNCION-SAPUCAI-VILLARICA IGNEOUS PROVINCE,"LHERZOLITE, XENOLITH",-25.4,-57.53,56.15,0.04,2.4,0.36,5.28,0.14,34.48,0.41,0.0001,53.655,0.10500000000000001,2.94,0.835,2.105,0.08499999999999999,16.759999999999998,22.305,0.775
[14536] DEMARCHI G. (1988),samp. 3252,INTRAPLATE VOLCANICS,CIRCUM-PARANA ALKALINE VOLCANIC PROVINCES / PARAGUAY_CENOZOIC / ASUNCION-SAPUCAI-VILLARICA IGNEOUS PROVINCE,"HARZBURGITE, XENOLITH",-25.4,-57.53,56.05,0.05,3.77,0.33,5.82,0.16,33.24,0.57,0.04,53.56,0.07,4.69,0.73,2.51,0.08,15.77,21.0,1.36
[14536] DEMARCHI G. (1988),samp. 3254,INTRAPLATE VOLCANICS,CIRCUM-PARANA ALKALINE VOLCANIC PROVINCES / PARAGUAY_CENOZOIC / ASUNCION-SAPUCAI-VILLARICA IGNEOUS PROVINCE,"HARZBURGITE, XENOLITH",-25.4,-57.53,56.62,0.04,2.92,0.27,5.62,0.15,33.78,0.48,0.0001,53.01,0.05,4.34,0.85,2.17,0.09,15.71,21.76,1.06
[14536] DEMARCHI G. (1988),samp. 3259,INTRAPLATE VOLCANICS,CIRCUM-PARANA ALKALINE VOLCANIC PROVINCES / PARAGUAY_CENOZOIC / ASUNCION-SAPUCAI-VILLARICA IGNEOUS PROVINCE,"LHERZOLITE, XENOLITH",-25.4,-57.53,55.89,0.11,3.87,0.24,6.08,0.16,33.62,0.58,0.02,51.79,0.54,6.24,0.905,2.845,0.08,15.195,20.705,1.45
[14536] DEMARCHI G. (1988),samp. 3260,INTRAPLATE VOLCANICS,CIRCUM-PARANA ALKALINE VOLCANIC PROVINCES / PARAGUAY_CENOZOIC / ASUNCION-SAPUCAI-VILLARICA IGNEOUS PROVINCE,"LHERZOLITE, XENOLITH",-25.4,-57.53,56.02,0.11,2.69,0.52,5.7,0.15,34.05,0.62,0.0001,52.805,0.32,3.765,1.275,1.915,0.045,16.22,22.64,0.86
[14536] DEMARCHI G. (1988),samp. 3269,INTRAPLATE VOLCANICS,CIRCUM-PARANA ALKALINE VOLCANIC PROVINCES / PARAGUAY_CENOZOIC / ASUNCION-SAPUCAI-VILLARICA IGNEOUS PROVINCE,"HARZBURGITE, XENOLITH",-25.4,-57.53,56.6,0.02,2.7,0.54,5.19,0.12,33.94,0.47,0.0001,53.864999999999995,0.030000000000000002,2.625,0.8300000000000001,2.12,0.08,16.645000000000003,22.064999999999998,0.925
[14536] DEMARCHI G. (1988),samp. 3270,INTRAPLATE VOLCANICS,CIRCUM-PARANA ALKALINE VOLCANIC PROVINCES / PARAGUAY_CENOZOIC / ASUNCION-SAPUCAI-VILLARICA IGNEOUS PROVINCE,"LHERZOLITE, XENOLITH",-25.4,-57.53,56.64,0.1,2.86,0.35,5.71,0.16,34.07,0.51,0.0001,53.22,0.36,3.82,0.8,2.4,0.09,16.28,21.75,1.06
[14536] DEMARCHI G. (1988),samp. 3283,INTRAPLATE VOLCANICS,CIRCUM-PARANA ALKALINE VOLCANIC PROVINCES / PARAGUAY_CENOZOIC / ASUNCION-SAPUCAI-VILLARICA IGNEOUS PROVINCE,"HARZBURGITE, XENOLITH",-25.4,-57.53,56.39,0.01,3.27,0.5,5.38,0.16,33.75,0.52,0.06,54.3,0.02,2.435,0.79,2.29,0.09,16.75,22.61,0.795
[14536] DEMARCHI G. (1988),samp. 3288,INTRAPLATE VOLCANICS,CIRCUM-PARANA ALKALINE VOLCANIC PROVINCES / PARAGUAY_CENOZOIC / ASUNCION-SAPUCAI-VILLARICA IGNEOUS PROVINCE,"LHERZOLITE, XENOLITH",-25.4,-57.53,56.04,0.05,3.47,0.24,5.67,0.14,33.22,0.57,0.05,53.05,0.14,4.83,0.76,2.51,0.09,15.55,20.66,1.43
[14536] DEMARCHI G. (1988),samp. 3289,INTRAPLATE VOLCANICS,CIRCUM-PARANA ALKALINE VOLCANIC PROVINCES / PARAGUAY_CENOZOIC / ASUNCION-SAPUCAI-VILLARICA IGNEOUS PROVINCE,"LHERZOLITE, XENOLITH",-25.4,-57.53,56.33,0.05,3.59,0.27,6.05,0.14,33.63,0.51,0.05,52.11,0.355,6.095,0.86,2.66,0.08499999999999999,15.225000000000001,20.905,1.315
[14536] DEMARCHI G. (1988),samp. 3303,INTRAPLATE VOLCANICS,CIRCUM-PARANA ALKALINE VOLCANIC PROVINCES / PARAGUAY_CENOZOIC / ASUNCION-SAPUCAI-VILLARICA IGNEOUS PROVINCE,"HARZBURGITE, XENOLITH",-25.4,-57.53,56.79,0.03,2.66,0.5,5.4,0.13,34.01,0.71,0.0001,54.06,0.03,3.1100000000000003,1.05,2.225,0.07,16.545,21.795,0.975
[14536] DEMARCHI G. (1988),samp. 3313,INTRAPLATE VOLCANICS,CIRCUM-PARANA ALKALINE VOLCANIC PROVINCES / PARAGUAY_CENOZOIC / ASUNCION-SAPUCAI-VILLARICA IGNEOUS PROVINCE,"HARZBURGITE, XENOLITH",-25.4,-57.53,56.98,0.02,2.02,0.37,5.2,0.14,34.4,0.45,0.04,53.29,0.01,2.02,1.34,2.6,0.11,17.02,21.86,0.76
[14542] XIA QUN-KE (2010),samp. CL22,INTRAPLATE VOLCANICS,CENTRAL ASIAN FOLDBELT - CENOZOIC/QUATERNARY / CHINA - CENOZOIC/QUATERNARY / SHANDONG PROVINCE / CHANGLE VOLCANIC FIELD,"PERIDOTITE, SPINEL, XENOLITH",36.55603,118.79591,55.235,0.09,4.13,0.235,6.24,0.15,32.17,0.685,0.09,53.58,0.18,4.99,0.63,2.74,0.1,15.87,21.08,0.89
[14542] XIA QUN-KE (2010),samp. CL31,INTRAPLATE VOLCANICS,CENTRAL ASIAN FOLDBELT - CENOZOIC/QUATERNARY / CHINA - CENOZOIC/QUATERNARY / SHANDONG PROVINCE / CHANGLE VOLCANIC FIELD,"PERIDOTITE, SPINEL, XENOLITH",36.55603,118.79591,55.42,0.05,3.92,0.25,6.19,0.15,32.49,0.7,0.09,53.21,0.29,5.72,0.44,2.58,0.08,15.28,19.63,2.0
[14542] XIA QUN-KE (2010),samp. CL32,INTRAPLATE VOLCANICS,CENTRAL ASIAN FOLDBELT - CENOZOIC/QUATERNARY / CHINA - CENOZOIC/QUATERNARY / SHANDONG PROVINCE / CHANGLE VOLCANIC FIELD,"PERIDOTITE, SPINEL, XENOLITH",36.55603,118.79591,56.08,0.07,3.82,0.17,6.23,0.16,32.75,0.54,0.04,52.39,0.49,6.34,0.4,2.39,0.08,14.45,21.4,1.25
[14542] XIA QUN-KE (2010),samp. CL35,INTRAPLATE VOLCANICS,CENTRAL ASIAN FOLDBELT - CENOZOIC/QUATERNARY / CHINA - CENOZOIC/QUATERNARY / SHANDONG PROVINCE / CHANGLE VOLCANIC FIELD,"PERIDOTITE, SPINEL, XENOLITH",36.55603,118.79591,56.0,0.02,3.92,0.2,5.79,0.15,32.8,0.57,0.13,53.26,0.31,6.5,0.44,2.34,0.11,14.4,19.12,2.68
[14542] XIA QUN-KE (2010),samp. FS01,INTRAPLATE VOLCANICS,CENTRAL ASIAN FOLDBELT - CENOZOIC/QUATERNARY / CHINA - CENOZOIC/QUATERNARY / SHANXI PROVINCE / FANGSHAN,"PERIDOTITE, SPINEL, XENOLITH",39.18,113.27,55.54,0.09,4.35,0.45,5.71,0.15,32.73,0.64,0.14,52.8,0.4,6.47,0.97,2.53,0.09,14.95,19.7,1.92
[14542] XIA QUN-KE (2010),samp. FS03,INTRAPLATE VOLCANICS,CENTRAL ASIAN FOLDBELT - CENOZOIC/QUATERNARY / CHINA - CENOZOIC/QUATERNARY / SHANXI PROVINCE / FANGSHAN,"PERIDOTITE, SPINEL, XENOLITH",39.18,113.27,54.33,0.07,5.78,0.75,5.36,0.14,31.72,1.48,0.08,51.61,0.15,6.54,1.18,3.22,0.12,17.16,18.57,0.8
[14542] XIA QUN-KE (2010),samp. FS06,INTRAPLATE VOLCANICS,CENTRAL ASIAN FOLDBELT - CENOZOIC/QUATERNARY / CHINA - CENOZOIC/QUATERNARY / SHANXI PROVINCE / FANGSHAN,"PERIDOTITE, SPINEL, XENOLITH",39.18,113.27,55.93,0.0001,3.11,0.67,5.4,0.13,33.19,0.87,0.08,53.67,0.03,4.18,1.38,2.54,0.07,16.35,20.53,0.99
[14542] XIA QUN-KE (2010),samp. FS07,INTRAPLATE VOLCANICS,CENTRAL ASIAN FOLDBELT - CENOZOIC/QUATERNARY / CHINA - CENOZOIC/QUATERNARY / SHANXI PROVINCE / FANGSHAN,"PERIDOTITE, SPINEL, XENOLITH",39.18,113.27,54.41,0.13,4.81,0.38,6.25,0.15,32.18,0.72,0.08,52.78,0.47,6.67,0.81,2.77,0.07,14.82,19.84,1.29
[14542] XIA QUN-KE (2010),samp. FS11,INTRAPLATE VOLCANICS,CENTRAL ASIAN FOLDBELT - CENOZOIC/QUATERNARY / CHINA - CENOZOIC/QUATERNARY / SHANXI PROVINCE / FANGSHAN,"PERIDOTITE, SPINEL, XENOLITH",39.18,113.27,55.4,0.13,4.2,0.51,6.02,0.12,33.96,0.73,0.11,52.42,0.47,6.0,1.05,2.76,0.09,16.03,20.4,1.62
[14542] XIA QUN-KE (2010),samp. FS12,INTRAPLATE VOLCANICS,CENTRAL ASIAN FOLDBELT - CENOZOIC/QUATERNARY / CHINA - CENOZOIC/QUATERNARY / SHANXI PROVINCE / FANGSHAN,"PERIDOTITE, SPINEL, XENOLITH",39.18,113.27,54.4,0.11,5.8,0.56,5.8,0.14,31.35,1.24,0.13,51.94,0.34,7.22,0.91,3.11,0.1,16.39,18.37,1.11
[14542] XIA QUN-KE (2010),samp. FS13,INTRAPLATE VOLCANICS,CENTRAL ASIAN FOLDBELT - CENOZOIC/QUATERNARY / CHINA - CENOZOIC/QUATERNARY / SHANXI PROVINCE / FANGSHAN,"PERIDOTITE, SPINEL, XENOLITH",39.18,113.27,54.57,0.11,5.78,0.43,5.95,0.16,31.63,1.05,0.16,52.22,0.42,7.43,0.75,3.22,0.1,15.59,18.74,1.39
[14542] XIA QUN-KE (2010),samp. FS14,INTRAPLATE VOLCANICS,CENTRAL ASIAN FOLDBELT - CENOZOIC/QUATERNARY / CHINA - CENOZOIC/QUATERNARY / SHANXI PROVINCE / FANGSHAN,"PERIDOTITE, SPINEL, XENOLITH",39.18,113.27,54.64,0.14,5.06,0.54,6.08,0.17,31.82,0.93,0.12,51.85,0.51,6.89,0.94,3.32,0.08,15.39,18.93,1.33
[14542] XIA QUN-KE (2010),samp. FS16,INTRAPLATE VOLCANICS,CENTRAL ASIAN FOLDBELT - CENOZOIC/QUATERNARY / CHINA - CENOZOIC/QUATERNARY / SHANXI PROVINCE / FANGSHAN,"PERIDOTITE, SPINEL, XENOLITH",39.18,113.27,55.62,0.1,3.61,0.63,5.02,0.16,33.11,0.8,0.1,52.95,0.24,4.94,1.28,2.64,0.09,15.96,20.16,1.14
[14542] XIA QUN-KE (2010),samp. FS17,INTRAPLATE VOLCANICS,CENTRAL ASIAN FOLDBELT - CENOZOIC/QUATERNARY / CHINA - CENOZOIC/QUATERNARY / SHANXI PROVINCE / FANGSHAN,"PERIDOTITE, SPINEL, XENOLITH",39.18,113.27,55.23,0.1,4.36,0.41,5.74,0.13,32.51,0.64,0.1,52.65,0.43,6.55,1.07,2.5,0.08,14.92,20.14,1.49
[14542] XIA QUN-KE (2010),samp. FS18,INTRAPLATE VOLCANICS,CENTRAL ASIAN FOLDBELT - CENOZOIC/QUATERNARY / CHINA - CENOZOIC/QUATERNARY / SHANXI PROVINCE / FANGSHAN,"PERIDOTITE, SPINEL, XENOLITH",39.18,113.27,53.82,0.22,6.33,0.53,6.39,0.15,31.92,1.39,0.19,51.38,0.52,7.94,0.86,3.67,0.1,16.76,17.63,1.63
[14542] XIA QUN-KE (2010),samp. FS19,INTRAPLATE VOLCANICS,CENTRAL ASIAN FOLDBELT - CENOZOIC/QUATERNARY / CHINA - CENOZOIC/QUATERNARY / SHANXI PROVINCE / FANGSHAN,"PERIDOTITE, SPINEL, XENOLITH",39.18,113.27,53.78,0.16,5.9,0.44,5.9,0.14,31.57,1.12,0.09,51.89,0.49,7.42,0.8,3.58,0.1,15.66,18.67,1.14
[14542] XIA QUN-KE (2010),samp. FS21,INTRAPLATE VOLCANICS,CENTRAL ASIAN FOLDBELT - CENOZOIC/QUATERNARY / CHINA - CENOZOIC/QUATERNARY / SHANXI PROVINCE / FANGSHAN,"PERIDOTITE, SPINEL, XENOLITH",39.18,113.27,54.72,0.13,4.86,0.37,6.09,0.15,32.24,0.78,0.13,52.23,0.51,6.93,0.8,2.92,0.09,15.03,19.32,1.63
[14542] XIA QUN-KE (2010),samp. FS23,INTRAPLATE VOLCANICS,CENTRAL ASIAN FOLDBELT - CENOZOIC/QUATERNARY / CHINA - CENOZOIC/QUATERNARY / SHANXI PROVINCE / FANGSHAN,"PERIDOTITE, SPINEL, XENOLITH",39.18,113.27,55.72,0.1,3.81,0.82,5.69,0.14,32.65,1.06,0.13,52.62,0.2,5.39,1.6,3.2,0.12,16.29,18.75,1.3
[14542] XIA QUN-KE (2010),samp. FS26,INTRAPLATE VOLCANICS,CENTRAL ASIAN FOLDBELT - CENOZOIC/QUATERNARY / CHINA - CENOZOIC/QUATERNARY / SHANXI PROVINCE / FANGSHAN,"PERIDOTITE, SPINEL, XENOLITH",39.18,113.27,54.93,0.13,4.61,0.3,6.06,0.15,32.45,0.62,0.1,52.09,0.56,6.88,0.74,2.65,0.09,14.82,20.17,1.5
[14542] XIA QUN-KE (2010),samp. HB01,INTRAPLATE VOLCANICS,CENTRAL ASIAN FOLDBELT - CENOZOIC/QUATERNARY / CHINA - CENOZOIC/QUATERNARY / HENAN PROVINCE / HEBI VOLCANIC FIELD,"PERIDOTITE, SPINEL, XENOLITH",35.9,114.2,56.52,0.01,2.18,0.52,5.09,0.12,33.3,0.92,0.05,53.71,0.03,3.32,1.41,2.08,0.05,16.78,21.0,0.66
[14542] XIA QUN-KE (2010),samp. HB02,INTRAPLATE VOLCANICS,CENTRAL ASIAN FOLDBELT - CENOZOIC/QUATERNARY / CHINA - CENOZOIC/QUATERNARY / HENAN PROVINCE / HEBI VOLCANIC FIELD,"PERIDOTITE, SPINEL, XENOLITH",35.9,114.2,58.44,0.0001,0.88,0.23,4.82,0.12,34.48,0.52,0.02,55.25,0.02,1.81,0.36,1.97,0.05,17.06,22.39,0.37
[14542] XIA QUN-KE (2010),samp. HB17,INTRAPLATE VOLCANICS,CENTRAL ASIAN FOLDBELT - CENOZOIC/QUATERNARY / CHINA - CENOZOIC/QUATERNARY / HENAN PROVINCE / HEBI VOLCANIC FIELD,"PERIDOTITE, SPINEL, XENOLITH",35.9,114.2,56.36,0.05,3.31,0.45,4.7,0.11,33.48,0.92,0.08,53.64,0.12,4.19,0.84,2.42,0.1,16.46,20.29,0.95
[14542] XIA QUN-KE (2010),samp. HB64,INTRAPLATE VOLCANICS,CENTRAL ASIAN FOLDBELT - CENOZOIC/QUATERNARY / CHINA - CENOZOIC/QUATERNARY / HENAN PROVINCE / HEBI VOLCANIC FIELD,"PERIDOTITE, SPINEL, XENOLITH",35.9,114.2,55.28,0.06,3.77,0.67,7.01,0.17,31.17,0.86,0.19,47.24,5.26,5.53,0.73,2.87,0.05,13.81,23.22,0.65
[14542] XIA QUN-KE (2010),samp. LS02,INTRAPLATE VOLCANICS,CENTRAL ASIAN FOLDBELT - CENOZOIC/QUATERNARY / CHINA - CENOZOIC/QUATERNARY / JIANGSU PROVINCE / LIANSHAN,"PERIDOTITE, SPINEL, XENOLITH",31.1,118.6,55.34,0.09,4.09,0.31,6.4,0.16,32.86,0.47,0.08,52.32,0.51,6.58,0.84,2.55,0.07,14.82,20.94,1.77
[14542] XIA QUN-KE (2010),samp. LS03,INTRAPLATE VOLCANICS,CENTRAL ASIAN FOLDBELT - CENOZOIC/QUATERNARY / CHINA - CENOZOIC/QUATERNARY / JIANGSU PROVINCE / LIANSHAN,"PERIDOTITE, SPINEL, XENOLITH",31.1,118.6,57.27,0.05,2.89,0.49,5.35,0.12,34.48,0.59,0.05,54.29,0.11,3.87,1.11,2.24,0.09,16.22,21.82,1.14
[14542] XIA QUN-KE (2010),samp. LS04,INTRAPLATE VOLCANICS,CENTRAL ASIAN FOLDBELT - CENOZOIC/QUATERNARY / CHINA - CENOZOIC/QUATERNARY / JIANGSU PROVINCE / LIANSHAN,"PERIDOTITE, SPINEL, XENOLITH",31.1,118.6,54.93,0.13,4.5,0.3,6.34,0.15,32.62,0.65,0.11,51.76,0.63,7.01,0.76,2.9,0.08,14.72,20.03,1.76
[14542] XIA QUN-KE (2010),samp. LS05,INTRAPLATE VOLCANICS,CENTRAL ASIAN FOLDBELT - CENOZOIC/QUATERNARY / CHINA - CENOZOIC/QUATERNARY / JIANGSU PROVINCE / LIANSHAN,"PERIDOTITE, SPINEL, XENOLITH",31.1,118.6,55.23,0.08,3.79,0.26,6.38,0.16,34.01,0.47,0.06,51.8,0.48,6.58,0.81,2.41,0.09,14.79,21.23,1.88
[14542] XIA QUN-KE (2010),samp. LS06,INTRAPLATE VOLCANICS,CENTRAL ASIAN FOLDBELT - CENOZOIC/QUATERNARY / CHINA - CENOZOIC/QUATERNARY / JIANGSU PROVINCE / LIANSHAN,"PERIDOTITE, SPINEL, XENOLITH",31.1,118.6,55.01,0.11,4.29,0.41,5.95,0.13,32.74,0.64,0.1,51.79,0.52,6.4,0.92,2.52,0.08,14.84,20.29,1.69
[14542] XIA QUN-KE (2010),samp. LS07,INTRAPLATE VOLCANICS,CENTRAL ASIAN FOLDBELT - CENOZOIC/QUATERNARY / CHINA - CENOZOIC/QUATERNARY / JIANGSU PROVINCE / LIANSHAN,"PERIDOTITE, SPINEL, XENOLITH",31.1,118.6,55.08,0.11,4.3,0.32,6.19,0.15,32.99,0.63,0.1,51.91,0.52,6.39,0.77,2.64,0.09,14.96,20.37,1.67
[14542] XIA QUN-KE (2010),samp. LS08,INTRAPLATE VOLCANICS,CENTRAL ASIAN FOLDBELT - CENOZOIC/QUATERNARY / CHINA - CENOZOIC/QUATERNARY / JIANGSU PROVINCE / LIANSHAN,"PERIDOTITE, SPINEL, XENOLITH",31.1,118.6,55.46,0.1,4.02,0.23,6.11,0.15,33.28,0.53,0.08,52.48,0.43,5.81,0.61,2.31,0.08,14.82,20.74,1.77
[14542] XIA QUN-KE (2010),samp. LS12,INTRAPLATE VOLCANICS,CENTRAL ASIAN FOLDBELT - CENOZOIC/QUATERNARY / CHINA - CENOZOIC/QUATERNARY / JIANGSU PROVINCE / LIANSHAN,"PERIDOTITE, SPINEL, XENOLITH",31.1,118.6,56.09,0.03,3.37,0.51,5.57,0.13,34.78,0.6,0.04,53.03,0.14,4.04,0.97,2.27,0.09,16.76,22.37,0.98
[14542] XIA QUN-KE (2010),samp. LS19,INTRAPLATE VOLCANICS,CENTRAL ASIAN FOLDBELT - CENOZOIC/QUATERNARY / CHINA - CENOZOIC/QUATERNARY / JIANGSU PROVINCE / LIANSHAN,"PERIDOTITE, SPINEL, XENOLITH",31.1,118.6,53.7,0.05,2.56,0.42,6.4,0.13,36.0,0.46,0.05,52.79,0.22,4.36,1.29,2.18,0.07,15.56,21.52,1.43
[14542] XIA QUN-KE (2010),samp. LS24,INTRAPLATE VOLCANICS,CENTRAL ASIAN FOLDBELT - CENOZOIC/QUATERNARY / CHINA - CENOZOIC/QUATERNARY / JIANGSU PROVINCE / LIANSHAN,"PERIDOTITE, SPINEL, XENOLITH",31.1,118.6,54.97,0.1,4.39,0.26,6.32,0.15,33.0,0.58,0.09,51.69,0.63,6.79,0.5,2.77,0.09,14.81,20.41,1.65
[14542] XIA QUN-KE (2010),samp. LS26,INTRAPLATE VOLCANICS,CENTRAL ASIAN FOLDBELT - CENOZOIC/QUATERNARY / CHINA - CENOZOIC/QUATERNARY / JIANGSU PROVINCE / LIANSHAN,"PERIDOTITE, SPINEL, XENOLITH",31.1,118.6,56.01,0.0001,2.29,0.47,5.63,0.14,34.33,0.57,0.01,53.31,0.01,2.11,0.63,2.1,0.09,17.61,23.85,0.16
[14542] XIA QUN-KE (2010),samp. PL01,INTRAPLATE VOLCANICS,CENTRAL ASIAN FOLDBELT - CENOZOIC/QUATERNARY / CHINA - CENOZOIC/QUATERNARY / SHANDONG PROVINCE / PENGLAI,"PERIDOTITE, SPINEL, XENOLITH",37.81,120.75,55.25,0.08,4.29,0.2,6.4,0.16,33.23,0.51,0.08,52.13,0.47,6.84,0.49,2.72,0.08,14.83,20.54,1.84
[14542] XIA QUN-KE (2010),samp. PL10,INTRAPLATE VOLCANICS,CENTRAL ASIAN FOLDBELT - CENOZOIC/QUATERNARY / CHINA - CENOZOIC/QUATERNARY / SHANDONG PROVINCE / PENGLAI,"PERIDOTITE, SPINEL, XENOLITH",37.81,120.75,55.53,0.11,4.34,0.2,5.86,0.14,33.22,0.54,0.08,52.2,0.44,6.28,0.44,2.58,0.11,15.36,20.9,1.55
[14542] XIA QUN-KE (2010),samp. PL17,INTRAPLATE VOLCANICS,CENTRAL ASIAN FOLDBELT - CENOZOIC/QUATERNARY / CHINA - CENOZOIC/QUATERNARY / SHANDONG PROVINCE / PENGLAI,"PERIDOTITE, SPINEL, XENOLITH",37.81,120.75,55.82,0.11,4.16,0.17,6.24,0.14,32.9,0.46,0.07,52.39,0.47,6.66,0.44,2.66,0.08,14.91,20.64,1.8
[14542] XIA QUN-KE (2010),samp. PL19,INTRAPLATE VOLCANICS,CENTRAL ASIAN FOLDBELT - CENOZOIC/QUATERNARY / CHINA - CENOZOIC/QUATERNARY / SHANDONG PROVINCE / PENGLAI,"PERIDOTITE, SPINEL, XENOLITH",37.81,120.75,55.69,0.09,4.04,0.21,6.21,0.13,33.19,0.5,0.07,52.0,0.52,6.95,0.58,2.62,0.1,14.71,20.58,1.86
[14542] XIA QUN-KE (2010),samp. PL32,INTRAPLATE VOLCANICS,CENTRAL ASIAN FOLDBELT - CENOZOIC/QUATERNARY / CHINA - CENOZOIC/QUATERNARY / SHANDONG PROVINCE / PENGLAI,"PERIDOTITE, SPINEL, XENOLITH",37.81,120.75,55.63,0.11,3.75,0.25,6.61,0.16,33.25,0.57,0.06,52.19,0.47,5.66,0.55,2.81,0.08,15.38,20.94,1.5
[14542] XIA QUN-KE (2010),samp. PL36,INTRAPLATE VOLCANICS,CENTRAL ASIAN FOLDBELT - CENOZOIC/QUATERNARY / CHINA - CENOZOIC/QUATERNARY / SHANDONG PROVINCE / PENGLAI,"PERIDOTITE, SPINEL, XENOLITH",37.81,120.75,55.28,0.07,4.18,0.13,6.35,0.12,33.17,0.46,0.07,52.14,0.47,6.86,0.48,2.65,0.09,14.8,20.3,1.81
[14542] XIA QUN-KE (2010),samp. PL42,INTRAPLATE VOLCANICS,CENTRAL ASIAN FOLDBELT - CENOZOIC/QUATERNARY / CHINA - CENOZOIC/QUATERNARY / SHANDONG PROVINCE / PENGLAI,"PERIDOTITE, SPINEL, XENOLITH",37.81,120.75,54.94,0.11,4.61,0.19,6.01,0.17,33.3,0.56,0.07,52.0,0.46,6.38,0.42,2.48,0.07,15.39,20.78,1.44
[14542] XIA QUN-KE (2010),samp. PL44,INTRAPLATE VOLCANICS,CENTRAL ASIAN FOLDBELT - CENOZOIC/QUATERNARY / CHINA - CENOZOIC/QUATERNARY / SHANDONG PROVINCE / PENGLAI,"PERIDOTITE, SPINEL, XENOLITH",37.81,120.75,55.35,0.11,4.46,0.14,6.37,0.15,33.22,0.49,0.08,52.05,0.62,7.51,0.42,2.75,0.08,14.6,20.13,1.99
[14542] XIA QUN-KE (2010),samp. PL46,INTRAPLATE VOLCANICS,CENTRAL ASIAN FOLDBELT - CENOZOIC/QUATERNARY / CHINA - CENOZOIC/QUATERNARY / SHANDONG PROVINCE / PENGLAI,"PERIDOTITE, SPINEL, XENOLITH",37.81,120.75,56.42,0.03,2.36,0.33,5.46,0.15,34.25,0.59,0.03,53.48,0.05,3.3,0.76,2.26,0.08,16.66,22.09,1.14
[14542] XIA QUN-KE (2010),samp. PSS01,INTRAPLATE VOLCANICS,CENTRAL ASIAN FOLDBELT - CENOZOIC/QUATERNARY / CHINA - CENOZOIC/QUATERNARY / JIANGSU PROVINCE / PANSHISHAN,"PERIDOTITE, SPINEL, XENOLITH",32.4781,118.7209,56.1,0.11,4.29,0.39,6.22,0.15,33.27,0.61,0.08,53.14,0.58,6.53,0.85,2.57,0.06,15.14,20.37,1.57
[14542] XIA QUN-KE (2010),samp. PSS02,INTRAPLATE VOLCANICS,CENTRAL ASIAN FOLDBELT - CENOZOIC/QUATERNARY / CHINA - CENOZOIC/QUATERNARY / JIANGSU PROVINCE / PANSHISHAN,"PERIDOTITE, SPINEL, XENOLITH",32.4781,118.7209,56.54,0.08,4.21,0.37,6.22,0.16,33.44,0.61,0.07,53.26,0.45,6.43,0.91,2.61,0.07,15.06,20.21,1.69
[14542] XIA QUN-KE (2010),samp. PSS05,INTRAPLATE VOLCANICS,CENTRAL ASIAN FOLDBELT - CENOZOIC/QUATERNARY / CHINA - CENOZOIC/QUATERNARY / JIANGSU PROVINCE / PANSHISHAN,"PERIDOTITE, SPINEL, XENOLITH",32.4781,118.7209,55.65,0.07,4.46,0.35,5.91,0.15,32.61,0.62,0.08,52.44,0.41,6.94,0.85,2.47,0.09,14.77,20.17,1.62
